Descrição,Métrica,XGBoosting,Random Forest,Linear Regression
Teste Clima,RRSE,0.6943001942678831,0.7221033257265432,0.9160853504082755
Teste Clima,MAPE,0.1031040485254041,0.10936100271803594,0.15194306068437874
Teste Clima,Tempo,1.208577,2.20583,0.2001
