tempo_viagem,dia_semana,partidaTimeStamp,tipo_dia,turno_dia,predicao_xgb,predicao_lr,predicao_rf
1353,4,1569527520,1,3,1319.8967,1175.4666068046463,1307.47
1473,4,1569527011,1,3,1338.0942,1175.474401433854,1394.725
1268,4,1569526753,1,3,1241.1158,1175.4783523461083,1323.48
1016,4,1569525542,1,3,1199.9998,1175.4968971319067,1088.345
1234,4,1569525164,1,3,1199.9998,1175.5026856777622,1185.73
1110,4,1569524197,1,3,1199.9998,1175.5174939419012,1189.51
1406,4,1569523788,1,3,1271.5347,1175.5237572097722,1303.85
1332,4,1569523321,1,3,1271.5347,1175.5309086672205,1319.9
1280,4,1569522817,1,3,1271.5347,1175.5386267283611,1296.83
1314,4,1569522261,1,3,1271.5347,1175.5471410973987,1302.755
1101,4,1569520871,1,3,1251.3822,1175.5684270199963,1153.55
1200,4,1569520472,1,3,1251.3822,1175.5745371517332,1192.18
1393,4,1569519985,1,3,1251.3822,1175.581994881446,1315.24
1300,4,1569519367,1,3,1251.3822,1175.5914586945146,1240.815
964,4,1569518742,1,3,1153.0762,1175.601029702877,1070.415
1306,4,1569518345,1,3,1153.0762,1175.607109207387,1199.655
981,4,1569517964,1,3,1117.5541,1175.6129436940828,1029.87
1030,4,1569517546,1,3,1117.5541,1175.6193447844744,1044.06
1063,4,1569517135,1,3,1117.5541,1175.6256386795758,1057.93
1094,4,1569516600,1,3,1117.5541,1175.633831462732,1101.055
1118,4,1569516081,1,3,1140.3121,1175.6417792280736,1182.445
1355,4,1569515640,1,3,1255.0762,1175.6485325315734,1293.89
1175,4,1569515185,1,3,1255.0762,1175.655500225661,1229.475
1339,4,1569514609,1,3,1255.0762,1175.6643208669666,1316.07
1329,4,1569514179,1,3,1255.0762,1175.670905720719,1309.735
1165,4,1569513731,1,3,1240.3672,1175.6777662195127,1222.7
1236,4,1569512813,1,3,1240.3672,1175.6918241165913,1236.87
1269,4,1569512242,1,3,1240.3672,1175.70056818983,1259.315
1267,4,1569511753,1,3,1240.3672,1175.7080565467732,1255.345
1110,4,1569511158,1,3,1240.3672,1175.7171681467335,1181.8
1407,4,1569510745,1,3,1263.4553,1175.723492669058,1309.28
1148,4,1569510337,1,3,1191.5142,1175.7297406233156,1206.975
856,4,1569509306,1,2,1011.0618,1087.569232809179,976.9175000000001
1156,4,1569508782,1,2,1136.4723,1087.5772571425878,1090.9175
1272,4,1569508019,1,2,1247.3024,1087.5889414295962,1351.6008333333336
1439,4,1569507971,1,2,1247.3024,1087.5896764830395,1351.6008333333336
1350,4,1569507373,1,2,1247.3024,1087.59883402384,1314.1026666666667
1189,4,1569506888,1,2,1247.3024,1087.606261126326,1261.3133333333333
1484,4,1569506486,1,2,1247.3024,1087.6124171989031,1362.805
1102,4,1569505991,1,2,1206.1301,1087.6199974375268,1208.97
1313,4,1569505403,1,2,1206.1301,1087.6290018421932,1273.575
1257,4,1569504736,1,2,1206.1301,1087.639216022315,1145.23
905,4,1569504355,1,2,1042.5339,1087.6450505090143,1018.05
1073,4,1569503626,1,2,1042.5339,1087.6562141331633,1053.72
880,4,1569502329,1,2,1042.5339,1087.6760758897144,960.775
1211,4,1569501913,1,2,1042.5339,1087.6824463528828,1085.065
830,4,1569501519,1,2,1042.5339,1087.6884799165528,962.325
1192,4,1569501134,1,2,1042.5339,1087.694375657702,1100.15
1163,4,1569500471,1,2,1042.5339,1087.7045285833738,1096.55
890,4,1569499740,1,2,1042.5339,1087.7157228347496,955.11
1037,4,1569499541,1,2,1042.5339,1087.7187702438132,1006.08
977,4,1569498901,1,2,1042.5339,1087.7285709563766,983.79
973,4,1569498481,1,2,1042.5339,1087.735002673995,981.305
1019,4,1569498044,1,2,1042.5339,1087.7416947230413,1019.69
1098,4,1569497263,1,2,1057.5356,1087.7536546550873,1080.99
1073,4,1569496927,1,2,1057.5356,1087.7588000291835,1067.135
850,4,1569496384,1,2,1020.466,1087.7671153212468,975.635
1221,4,1569496059,1,2,1074.8357,1087.7720922455956,1102.125
1123,4,1569495451,1,2,1074.8357,1087.78140292253,1061.455
902,4,1569495340,1,2,1028.2661,1087.7831027336142,977.43
1048,4,1569495159,1,2,1050.8839,1087.7858744976365,1031.45
1210,4,1569494484,1,2,1050.8839,1087.7962111866655,1131.305
939,4,1569493675,1,2,1050.8839,1087.8085998998868,969.04
957,4,1569493462,1,2,1050.8839,1087.811861699538,974.225
1114,4,1569492771,1,2,1050.8839,1087.8224434063814,1105.78
1115,4,1569492588,1,2,1050.8839,1087.8252457976305,1106.17
1094,4,1569492222,1,2,1050.8839,1087.8308505801251,1103.605
1189,4,1569491338,1,2,1050.8839,1087.8443878143516,1155.35
1086,4,1569491183,1,2,1050.8839,1087.8467614244255,1113.155
1099,4,1569490935,1,2,1050.8839,1087.8505592005422,1104.015
1004,4,1569490327,1,2,1019.0963,1087.8598698774767,1011.38
972,4,1569490150,1,2,1019.0963,1087.8625803870455,995.88
1077,4,1569489597,1,2,1019.0963,1087.8710488152428,1053.125
1041,4,1569488934,1,2,1019.0963,1087.881201740911,1014.12
923,4,1569488652,1,2,1002.2657,1087.8855201798833,966.96
1063,4,1569487776,1,2,1002.2657,1087.8989349052026,1007.475
936,4,1569487214,1,2,980.4374,1087.9075411559206,930.3720000000001
849,4,1569486874,1,2,980.4374,1087.9127477844704,882.7663333333334
1102,4,1569486004,1,2,980.4374,1087.9260706281093,922.9873333333333
716,4,1569485943,1,2,980.4374,1087.9270047585233,922.9873333333333
801,4,1569469196,1,1,809.65717,1000.0071656922373,794.915
842,4,1569466849,1,1,824.88873,1000.0431067428326,812.45
991,3,1569465935,1,4,1067.1603,1280.3574590400021,973.175
876,3,1569464133,1,4,1067.1603,1280.3850541713073,949.1
1061,3,1569463225,1,4,1067.1603,1280.3989589322555,1015.045
945,3,1569461377,1,4,1067.1603,1280.4272584897772,1006.7539999999999
1155,3,1569460783,1,4,1167.2529,1280.436354776124,1131.9993333333334
1646,3,1569458686,1,4,1204.5386,1280.4684674233758,1323.5125
1044,3,1569458636,1,4,1204.5386,1280.469233104046,1323.5125
1172,3,1569457840,1,4,1169.8029,1280.4814227402967,1219.6651666666667
1063,3,1569456504,1,4,1148.7242,1280.5018817277669,1068.315
1065,3,1569456061,1,4,1148.7242,1280.5086656584936,1063.655
1037,3,1569455602,1,4,1148.7242,1280.5156946070347,1057.025
1136,3,1569454792,1,4,1148.7242,1280.5280986338694,1127.89
1132,3,1569454303,1,4,1148.7242,1280.5355869908126,1143.905
1320,3,1569453505,1,4,1225.0963,1280.5478072542865,1261.94
1170,3,1569452389,1,4,1225.0963,1280.5648972468189,1223.15
1343,3,1569452067,1,4,1225.0963,1280.5698282303238,1286.27
1319,3,1569451478,1,4,1225.0963,1280.5788479486037,1272.81
801,3,1569450799,1,4,1101.1519,1280.5892458920898,960.23
1142,3,1569450616,1,4,1152.3019,1280.5920482833353,1106.86
1471,3,1569450000,1,4,1384.2426,1280.601481469177,1440.115
1464,3,1569449661,1,4,1384.2426,1280.6066727841135,1431.375
1430,3,1569449438,1,4,1384.2426,1280.610087719895,1421.05
1456,3,1569448212,1,4,1384.2426,1280.6288622098982,1399.295
1258,3,1569447870,1,4,1355.7325,1280.6340994656712,1295.55
1361,3,1569447735,1,4,1355.7325,1280.636166803477,1342.93
1300,3,1569446853,1,4,1355.7325,1280.6496734104767,1364.345
1545,3,1569446542,1,4,1355.7325,1280.6544359442378,1475.425
1463,3,1569445629,1,4,1355.7325,1280.668417273253,1471.985
1393,3,1569444690,1,3,1427.8829,1192.506500606687,1409.535
1485,3,1569444082,1,3,1427.8829,1192.5158112836216,1455.5
1470,3,1569443787,1,3,1427.8829,1192.5203287995682,1449.65
1284,3,1569442641,1,3,1285.99,1192.537878200499,1267.345
1135,3,1569442326,1,3,1285.99,1192.5427019887138,1205.93
1328,3,1569439813,1,3,1310.8834,1192.5811850991304,1327.91
1310,3,1569439087,1,3,1310.8834,1192.5923027824429,1324.2
1417,3,1569437981,1,3,1310.8834,1192.6092396388376,1390.42
1372,3,1569437417,1,3,1310.8834,1192.6178765167824,1368.935
1314,3,1569436859,1,3,1310.8834,1192.6264215130468,1282.21
1173,3,1569436198,1,3,1310.8834,1192.6365438114917,1228.425
1267,3,1569435231,1,3,1310.8834,1192.651352075627,1284.855
1360,3,1569434767,1,3,1310.8834,1192.6584575922352,1338.645
1386,3,1569433802,1,3,1310.8834,1192.6732352291438,1375.165
1365,3,1569433359,1,3,1310.8834,1192.6800191598704,1359.465
1299,3,1569432642,1,3,1310.8834,1192.6909990206623,1278.555
1184,3,1569432005,1,3,1271.919,1192.7007537923855,1206.5
1108,3,1569431354,1,3,1271.919,1192.7107229546928,1143.12
1278,3,1569430351,1,3,1271.919,1192.7260825089106,1239.19
1212,3,1569429558,1,3,1271.919,1192.738226204321,1204.33
1081,3,1569429165,1,3,1271.919,1192.7442444543776,1160.96
1501,3,1569428598,1,3,1302.79,1192.7529272731626,1345.145
1086,3,1569428034,1,3,1302.79,1192.7615641511075,1232.18
1609,3,1569427249,1,3,1350.7611,1192.7735853376107,1437.5
1100,3,1569426706,1,3,1274.411,1192.781900629674,1216.83
1270,3,1569426012,1,3,1296.69,1192.7925282773576,1267.44
1256,3,1569425386,1,3,1296.69,1192.8021145993334,1288.82
1538,3,1569424596,1,3,1346.89,1192.8142123539,1484.93
1490,3,1569424355,1,3,1346.89,1192.817902934723,1464.53
991,3,1569423582,1,2,1079.2932,1104.6534442083357,1092.88
1292,3,1569423186,1,2,1189.6674,1104.6595083992324,1198.23
1137,3,1569422456,1,2,1189.6674,1104.6706873369985,1185.665
1402,3,1569421406,1,2,1224.5365,1104.6867666310463,1288.7
1056,3,1569420972,1,2,1172.6366,1104.6934127392524,1172.82
1793,3,1569419921,1,2,1318.8708,1104.70950734691,1558.72
1133,3,1569419058,1,2,1187.644,1104.722722995255,1183.485
1320,3,1569418751,1,2,1215.694,1104.7274242745625,1257.35
948,3,1569418077,1,2,1048.644,1104.7377456499817,991.235
990,3,1569417436,1,2,1048.644,1104.7475616761549,1004.315
1070,3,1569415880,1,2,1048.644,1104.7713896585701,1024.58
921,3,1569415498,1,2,1048.644,1104.7772394588828,972.405
1100,3,1569415028,1,2,1060.5978,1104.7844368571677,1043.425
984,3,1569414432,1,2,1060.5978,1104.7935637707415,1028.27
1004,3,1569414095,1,2,1060.5978,1104.798724458451,1032.92
1346,3,1569413720,1,2,1164.3505,1104.8044670634663,1210.165
978,3,1569413570,1,2,1087.5752,1104.8067641054731,1074.005
941,3,1569412460,1,2,1087.5752,1104.8237622163251,1006.285
1126,3,1569412098,1,2,1087.5752,1104.8293057443661,1094.925
1122,3,1569411347,1,2,1087.5752,1104.8408062680137,1138.4
1215,3,1569410547,1,2,1087.5752,1104.8530571587144,1148.985
999,3,1569409848,1,2,1087.5752,1104.863761374465,999.815
881,3,1569409625,1,2,1087.5752,1104.8671763102502,943.9
1398,3,1569409053,1,2,1087.5752,1104.8759356971022,1239.975
1031,3,1569408815,1,2,1087.5752,1104.879580337085,1111.995
1163,3,1569407950,1,2,1087.5752,1104.8928266126568,1090.96
950,3,1569407426,1,2,1062.1517,1104.9008509460655,988.33
986,3,1569407212,1,2,1062.1517,1104.90412805933,1006.475
1226,3,1569406436,1,2,1107.8691,1104.9160114233127,1190.095
1187,3,1569405675,1,2,1107.8691,1104.9276650830907,1180.55
1201,3,1569405427,1,2,1107.8691,1104.931462859211,1186.445
1023,3,1569404935,1,2,1107.8691,1104.9389971569908,1090.955
1241,3,1569404391,1,2,1107.8691,1104.9473277626676,1149.02
975,3,1569404139,1,2,1060.3467,1104.9511867932415,1045.62
1136,3,1569403770,1,2,1060.3467,1104.9568375165763,1055.53
863,3,1569403422,1,2,945.8007,1104.9621666540334,883.505
856,3,1569402963,1,2,945.8007,1104.9691956025708,880.085
969,3,1569401415,1,2,945.8007,1104.9929010760825,958.525
1041,3,1569400928,1,2,945.8007,1105.0003588057953,980.745
778,3,1569400377,1,2,863.4302,1105.0087966067658,820.745
668,3,1569399502,1,2,863.4302,1105.0221960184717,736.12
1038,3,1569398690,1,2,948.6254,1105.0346306725369,907.77
664,3,1569398371,1,1,674.4588,1016.8632195656755,685.055
647,3,1569396257,1,1,674.4588,1016.8955925443588,678.085
864,3,1569380494,1,1,841.13025,1017.136981032032,796.515
841,2,1569379563,1,4,1044.7251,1297.4515936606294,870.28
811,2,1569378640,1,4,1044.7251,1297.4657281257787,857.68
1434,2,1569377366,1,4,1137.4717,1297.4852376692215,1236.105
842,2,1569376855,1,4,1137.4717,1297.4930629256596,1006.085
1489,2,1569374724,1,4,1233.0092,1297.525696235767,1263.74
901,2,1569374422,1,4,1000.3847,1297.5303209470076,1063.09
973,2,1569373594,1,4,1000.3847,1297.5430006188835,927.745
742,2,1569372668,1,4,928.9138,1297.5571810248694,853.265
1063,2,1569372284,1,4,977.0638,1297.5630614524089,969.34
819,2,1569371355,1,4,926.7199,1297.577287799235,877.72
753,2,1569370318,1,4,926.7199,1297.5931680163085,987.345
1504,2,1569369399,1,4,1311.849,1297.6072412270041,1336.155
1092,2,1569368545,1,4,1205.3683,1297.6203190528286,1207.205
1174,2,1569367321,1,4,1205.3683,1297.6390629156012,1183.46
1181,2,1569367001,1,4,1205.3683,1297.643963271883,1197.99
1275,2,1569366353,1,4,1291.2352,1297.65388649335,1288.805
1874,2,1569365494,1,4,1489.8324,1297.6670408872415,1672.285
1179,2,1569365100,1,4,1310.2911,1297.673074450915,1351.76
1358,2,1569364566,1,4,1310.2911,1297.6812519204577,1339.525
1104,2,1569363528,1,4,1310.2911,1297.6971474511447,1166.6
1233,2,1569363355,1,4,1310.2911,1297.6997967062598,1217.055
1363,2,1569362301,1,4,1343.2487,1297.7159372547576,1359.205
1362,2,1569361784,1,4,1343.2487,1297.723854392876,1385.01
1417,2,1569361472,1,4,1414.4662,1297.728632240247,1425.61
1754,2,1569360904,1,4,1492.645,1297.7373303726454,1632.495
1456,2,1569360604,1,4,1492.645,1297.741924456659,1539.215
1487,2,1569360016,1,4,1492.645,1297.7509288613255,1533.1
1654,2,1569359880,1,4,1492.645,1297.7530115127447,1587.37
1336,2,1569358948,1,4,1357.3646,1297.7672838004146,1428.415
1527,2,1569358747,1,3,1472.7196,1209.5940656871753,1481.22
1426,2,1569358345,1,3,1419.9214,1209.600221759756,1435.265
1357,2,1569357815,1,3,1339.9609,1209.6083379748452,1347.875
1301,2,1569357409,1,3,1339.9609,1209.614555301876,1306.93
1186,2,1569356917,1,3,1339.9609,1209.6220895996594,1246.91
1378,2,1569356722,1,3,1339.9609,1209.6250757542657,1322.18
1255,2,1569355542,1,3,1339.9609,1209.6431458180523,1309.815
1436,2,1569355232,1,3,1339.9609,1209.6478930382,1390.4783333333332
1325,2,1569354639,1,3,1339.9609,1209.6569740109335,1392.4270000000001
1685,2,1569354047,1,3,1379.3143,1209.6660396700536,1469.747095238095
1353,2,1569354025,1,3,1379.3143,1209.6663765695484,1469.747095238095
943,2,1569353356,1,3,1189.3408,1209.676621376897,1106.6589999999999
1378,2,1569352964,1,3,1311.6302,1209.68262431334,1299.8490000000002
1248,2,1569351721,1,3,1311.6302,1209.7016591347674,1291.49
1271,2,1569351316,1,3,1311.6302,1209.7078611481884,1299.33
1804,2,1569350499,1,3,1451.3848,1209.720372370317,1592.58
1194,2,1569350461,1,3,1244.3456,1209.7209542876262,1327.23
1288,2,1569349977,1,3,1244.3456,1209.7283660764988,1288.85
1272,2,1569348917,1,3,1244.3456,1209.7445985066806,1196.8
950,2,1569348588,1,3,1244.3456,1209.749636685483,1076.35
1291,2,1569348019,1,3,1265.1285,1209.7583501314948,1259.985
1318,2,1569347579,1,3,1265.1285,1209.7650881213813,1289.65
1164,2,1569347045,1,3,1265.1285,1209.773265590924,1203.89
1245,2,1569346560,1,3,1265.1285,1209.7806926934136,1268.035
1362,2,1569346106,1,3,1265.1285,1209.787645073884,1308.215
1168,2,1569345661,1,3,1265.1285,1209.7944596318375,1221.41
1311,2,1569345242,1,3,1265.1285,1209.8008760358425,1258.03
1121,2,1569344657,1,3,1238.4983,1209.8098344996688,1144.435
1124,2,1569344216,1,3,1238.4983,1209.8165878031687,1159.855
1544,2,1569343515,1,3,1322.5807,1209.827322646146,1445.195
1198,2,1569343238,1,3,1322.5807,1209.8315645170514,1317.895
1436,2,1569342826,1,3,1322.5807,1209.8378737257663,1386.285
1290,2,1569342415,1,3,1322.5807,1209.844167620864,1315.97
1279,2,1569342000,1,3,1322.5807,1209.8505227704154,1357.785
1556,2,1569341572,1,3,1349.902,1209.857076996941,1450.315
1187,2,1569340839,1,3,1289.6726,1209.8683018755473,1241.31
1264,2,1569340455,1,3,1289.6726,1209.8741823030832,1261.2
1480,2,1569339611,1,3,1318.3917,1209.8871069927736,1379.765
1153,2,1569339417,1,3,1213.7803,1209.8900778337702,1222.3
1090,2,1569338813,1,3,1213.7803,1209.8993272562511,1132.96
1241,2,1569338391,1,3,1213.7803,1209.9057896010963,1195.995
1086,2,1569337881,1,3,1213.7803,1209.9135995439174,1163.74
1357,2,1569337519,1,3,1294.1256,1209.919143071962,1278.915
1062,2,1569337040,1,2,1073.438,1121.750182143238,1140.955
1088,2,1569336470,1,2,1115.5563,1121.7589109028631,1175.2
1259,2,1569335896,1,2,1213.2454,1121.767700916942,1244.705
1238,2,1569335174,1,2,1213.2454,1121.7787573458008,1636.725
2573,2,1569334537,1,2,2083.3608,1121.788512117524,2135.21
1354,2,1569334024,1,2,1329.0665,1121.7963680011853,1421.275
1189,2,1569333460,1,2,1161.4524,1121.8050048791301,1252.815
1219,2,1569333049,1,2,1161.4524,1121.811298774228,1207.645
1131,2,1569331971,1,2,1120.328,1121.827806849451,1127.695
1093,2,1569331540,1,2,1120.328,1121.8344070168168,1106.545
1171,2,1569330836,1,2,1129.6069,1121.8451878006344,1098.835
900,2,1569330542,1,2,1040.113,1121.8496900029677,1000.5
1133,2,1569330213,1,2,1117.2439,1121.85472818177,1114.65
1122,2,1569329753,1,2,1117.2439,1121.861772443921,1118.635
1148,2,1569329273,1,2,1117.2439,1121.8691229783435,1161.37
1204,2,1569328808,1,2,1117.2439,1121.876243808565,1176.16
1079,2,1569328123,1,2,1117.2439,1121.886733633728,1097.8
1075,2,1569327670,1,2,1117.2439,1121.8936707005887,1090.54
1133,2,1569327308,1,2,1117.2439,1121.8992142286297,1109.38
1201,2,1569326778,1,2,1127.9243,1121.9073304437225,1087.67
803,2,1569326600,1,2,983.1952,1121.9100562669046,912.23
1075,2,1569326148,1,2,1076.8651,1121.9169780201482,995.9
1047,2,1569325213,1,2,1076.8651,1121.9312962486583,1038.24
989,2,1569324699,1,2,1076.8651,1121.939167445933,1027.885
1152,2,1569324489,1,2,1087.8712,1121.942383304744,1093.355
965,2,1569323957,1,2,1087.8712,1121.95053014706,1032.07
1078,2,1569323682,1,2,1087.8712,1121.9547413907385,1123.88
1288,2,1569323431,1,2,1095.717,1121.9585851076954,1208.52
1051,2,1569322882,1,2,1095.717,1121.9669922814428,1101.525
1097,2,1569322179,1,2,1095.717,1121.977757751647,1073.735
993,2,1569321962,1,2,1095.717,1121.9810808057482,1032.48
1131,2,1569321644,1,2,1095.717,1121.9859505348031,1098.025
1025,2,1569321259,1,2,1095.717,1121.9918462759524,1061.505
1162,2,1569321038,1,2,1095.717,1121.9952305845109,1115.34
1057,2,1569320775,1,2,1095.717,1121.9992580648286,1082.205
1178,2,1569319885,1,2,1095.717,1122.0128871807356,1170.715
1206,2,1569319565,1,2,1095.717,1122.0177875370173,1183.38
1030,2,1569319053,1,2,1095.717,1122.0256281070651,1052.835
1137,2,1569318839,1,2,1095.717,1122.0289052203261,1069.84
922,2,1569318666,1,2,1063.4617,1122.0315544754412,996.425
1122,2,1569318415,1,2,1063.4617,1122.0353981924018,1077.335
1123,2,1569317233,1,2,1063.4617,1122.0534988834115,1079.405
976,2,1569317102,1,2,1045.992,1122.0555049667637,1016.93
1092,2,1569316648,1,2,1045.992,1122.0624573472378,1004.925
783,2,1569316159,1,2,952.9949,1122.069945704181,873.465
1163,2,1569314475,1,2,1037.0098,1122.0957338291082,996.895
749,2,1569314120,1,2,798.8372,1122.101170161859,833.365
738,2,1569313558,1,2,798.8372,1122.109776412577,748.3
724,2,1569312912,1,2,798.8372,1122.1196690068173,742.7
667,2,1569311961,1,1,672.4678,1033.9579361036158,677.72
645,2,1569311338,1,1,663.98944,1033.9674764847477,669.8
678,2,1569309859,1,1,683.0327,1033.9901253189346,684.615
1191,2,1569294590,1,1,1162.4741,1034.2239488816012,975.115
655,1,1569293968,1,4,928.41486,1314.5338296036607,845.845
1325,1,1569291772,1,4,1132.3666,1314.5674582986394,1185.795
909,1,1569291330,1,4,1132.3666,1314.5742269157527,1036.515
1603,1,1569289204,1,4,1270.4144,1314.6067836577931,1312.89
910,1,1569288588,1,4,1047.0465,1314.616216843635,942.47
850,1,1569287916,1,4,1047.0465,1314.6265075918236,895.005
1431,1,1569286914,1,4,1135.2778,1314.641851832428,1262.98
970,1,1569286597,1,4,1101.6514,1314.6467062478696,1083.8
966,1,1569285809,1,4,1101.6514,1314.6587733752094,1019.79
1493,1,1569284463,1,4,1188.77,1314.6793854988173,1349.8
949,1,1569284411,1,4,1130.1326,1314.6801818067142,1107.72
1147,1,1569283812,1,4,1130.1326,1314.6893546611282,1106.07
1113,1,1569283202,1,4,1130.1326,1314.6986959652859,1134.45
1184,1,1569282642,1,4,1130.1326,1314.707271588777,1160.29
1184,1,1569281933,1,4,1130.1326,1314.7181289406617,1073.065
767,1,1569281411,1,4,1079.8701,1314.7261226468472,916.425
1120,1,1569280955,1,4,1132.7169,1314.7331056545481,1101.665
1136,1,1569280342,1,4,1132.7169,1314.742492899546,1120.87
1118,1,1569279688,1,4,1132.7169,1314.7525080026971,1125.79
1330,1,1569278278,1,4,1278.035,1314.7741001975592,1317.02
1292,1,1569278204,1,4,1278.035,1314.7752334049474,1304.16
1340,1,1569277534,1,4,1278.035,1314.785493525913,1323.74
1292,1,1569277233,1,4,1278.035,1314.79010292354,1296.43
1033,1,1569276715,1,4,1153.5414,1314.7980353752682,1189.815
1613,1,1569276106,1,4,1544.6898,1314.8073613658162,1551.31
1520,1,1569275890,1,4,1530.7399,1314.810669106304,1558.535
1718,1,1569275340,1,4,1590.0239,1314.8190915936611,1659.945
1688,1,1569274774,1,4,1590.0239,1314.8277590988364,1649.54
1553,1,1569274364,1,4,1533.2987,1314.8340376803208,1578.625
1544,1,1569273865,1,4,1533.2987,1314.8416791733944,1502.4
1368,1,1569273374,1,4,1391.6896,1314.8491981575644,1411.645
1418,1,1569272961,1,4,1391.6896,1314.855522679889,1431.645
1347,1,1569272251,1,3,1397.5475,1226.690099195861,1397.36
1405,1,1569271817,1,3,1397.5475,1226.696745304067,1460.05
1701,1,1569271412,1,3,1534.8038,1226.7029473174844,1596.75
1397,1,1569270797,1,3,1432.992,1226.7123651897127,1446.425
1490,1,1569270523,1,3,1432.992,1226.716561119778,1480.4
1375,1,1569269486,1,3,1432.992,1226.7324413368515,1416.71
1575,1,1569269139,1,3,1432.992,1226.7377551606914,1472.04
1095,1,1569268835,1,3,1217.4579,1226.7424104991587,1271.495
1509,1,1569268171,1,3,1376.6588,1226.7525787384438,1460.375
1419,1,1569267780,1,3,1376.6588,1226.7585663612736,1416.58
1228,1,1569267242,1,3,1281.1659,1226.7668050852699,1249.4
1225,1,1569266848,1,3,1281.1659,1226.7728386489398,1236.985
1410,1,1569266349,1,3,1281.1659,1226.780480142017,1322.415
1004,1,1569265823,1,3,1234.7908,1226.7885351026525,1244.305
1630,1,1569265330,1,3,1381.4734,1226.7960847140494,1525.55
1436,1,1569265107,1,3,1381.4734,1226.799499649831,1458.81
1344,1,1569264511,1,3,1342.9186,1226.8086265634047,1369.18
1402,1,1569264053,1,3,1342.9186,1226.8156401983324,1371.71
1322,1,1569263510,1,3,1342.9186,1226.8239554903957,1304.11
1212,1,1569263100,1,3,1299.9147,1226.83023407188,1243.74
1231,1,1569262607,1,3,1299.9147,1226.837783683277,1234.505
1466,1,1569261479,1,3,1315.6022,1226.8550574391666,1384.02
1268,1,1569261204,1,3,1288.395,1226.8592686828451,1306.955
1248,1,1569260744,1,3,1288.395,1226.8663129449997,1257.04
1225,1,1569260350,1,3,1288.395,1226.8723465086696,1250.925
1639,1,1569259504,1,3,1429.935,1226.8853018255868,1463.865
1086,1,1569259383,1,3,1192.0986,1226.887154772805,1253.275
1281,1,1569258747,1,3,1221.3486,1226.8968942309148,1218.485
1016,1,1569258176,1,3,1181.5986,1226.9056383041534,1081.35
1158,1,1569257930,1,3,1202.6953,1226.9094054530433,1140.765
1183,1,1569257024,1,3,1202.6953,1226.9232795867647,1237.45
1418,1,1569256430,1,3,1285.1326,1226.9323758731116,1306.465
1074,1,1569256123,1,3,1186.8909,1226.937077152419,1169.625
1253,1,1569255405,1,3,1213.7408,1226.9480723268243,1179.215
1021,1,1569254977,1,3,1178.9408,1226.95462655335,1127.005
1445,1,1569254416,1,3,1292.6251,1226.9632174904546,1326.24
1139,1,1569253426,1,3,1213.9528,1226.9783779676982,1152.975
1142,1,1569253047,1,3,1213.9528,1226.984181827167,1163.15
1214,1,1569252632,1,3,1229.6346,1226.9905369767184,1211.83
1555,1,1569251839,1,3,1322.7299,1227.002680672129,1349.415
865,1,1569251551,1,3,1084.4412,1227.0070909927817,1076.865
1404,1,1569251209,1,3,1272.939,1227.0123282485547,1271.755
1000,1,1569250130,1,2,1088.8289,1138.8525554878615,1048.67
1104,1,1569249933,1,2,1106.3303,1138.8555722696983,1089.23
1118,1,1569248923,1,2,1128.2521,1138.87103901921,1151.52
1252,1,1569248566,1,2,1161.3036,1138.876505979184,1207.04
1120,1,1569248277,1,2,1161.3036,1138.8809316134502,1156.95
1254,1,1569247797,1,2,1161.3036,1138.8882821478728,1218.2
1111,1,1569246622,1,2,1161.3036,1138.9062756435887,1198.79
1462,1,1569245708,1,2,1243.3894,1138.9202722862174,1320.06
1065,1,1569245038,1,2,1120.9858,1138.9305324071793,1125.865
1132,1,1569244815,1,2,1120.9858,1138.9339473429645,1149.71
1163,1,1569243816,1,2,1120.9858,1138.9492456427288,1148.96
1123,1,1569243157,1,2,1120.9858,1138.9593373139433,1125.685
1135,1,1569242626,1,2,1120.9858,1138.9674688426494,1111.72
1104,1,1569242247,1,2,1105.1151,1138.9732727021183,1053.6
893,1,1569241846,1,2,1038.3539,1138.979413461082,949.735
989,1,1569241424,1,2,1038.3539,1138.9858758059272,988.98
1075,1,1569240981,1,2,1088.1564,1138.9926597366539,1067.685
1362,1,1569240283,1,2,1167.7988,1139.003348638791,1249.695
976,1,1569240075,1,2,1086.8981,1139.0065338703753,1096.765
1046,1,1569239442,1,2,1086.8981,1139.0162273876413,1108.22
1245,1,1569238838,1,2,1086.8981,1139.0254768101222,1172.11
1039,1,1569238451,1,2,1086.8981,1139.031403178502,1092.21
1118,1,1569237922,1,2,1086.8981,1139.0395040799776,1086.78
1022,1,1569237607,1,2,1086.8981,1139.0443278681923,1048.1
1059,1,1569237256,1,2,1086.8981,1139.049702946486,1067.12
1101,1,1569236926,1,2,1086.8981,1139.0547564389017,1083.98
1022,1,1569236120,1,2,1086.8981,1139.0670992112828,1033.955
1057,1,1569235785,1,2,1086.8981,1139.0722292717655,1048.88
1017,1,1569235579,1,2,1086.8981,1139.075383876123,1033.585
1178,1,1569234916,1,2,1086.8981,1139.085536801791,1153.555
1108,1,1569234754,1,2,1086.8981,1139.0880176071587,1129.265
1160,1,1569234335,1,2,1086.8981,1139.0944340111637,1143.115
1101,1,1569234055,1,2,1086.8981,1139.0987218229093,1117.66625
1144,1,1569233607,1,2,1086.8981,1139.105582321703,1083.9611666666667
