tempo_viagem,dia_semana,partidaTimeStamp,tipo_dia,turno_dia,hora_dia,data_partida2,predicao_xgb 14 79,predicao_rf 14 79,predicao_lr 14 79,predicao_xgb 28 65,predicao_rf 28 65,predicao_lr 28 65,predicao_xgb 42 51,predicao_rf 42 51,predicao_lr 42 51,predicao_xgb 56 37,predicao_rf 56 37,predicao_lr 56 37,predicao_xgb 70 23,predicao_lr 70 23,predicao_rf 70 23
1004,2,1568109194,1,2,6,2019-09-10 06:53:14,907.4978,965.7161244992254,803.0259363532095,926.7682,1002.7354462442065,960.537120198991,961.53406,988.4804272130698,1110.746362429294,971.07385,1053.1613089223001,1083.7882870963094,1229.5424,1083.2855033515361,1268.9919620479818
1187,2,1568109937,1,2,7,2019-09-10 07:05:37,1003.68787,1038.5911494635784,821.1155645527033,1010.994,1069.1285483371769,977.9182960142753,1055.1692,1100.822220486074,1128.431703549144,1052.0194,1052.2128733797094,1100.8200215578127,1109.5149,1099.6231215761627,1147.8278191188324
1132,2,1568110318,1,2,7,2019-09-10 07:11:58,1003.68787,1038.5911494635784,821.099266203033,1010.994,1069.1285483371769,977.9122879043935,1055.1692,1100.822220486074,1128.4365866748121,1052.0194,1052.2128733797094,1100.8223045414325,1109.5149,1099.6250840652156,1147.8278191188324
1164,2,1568110813,1,2,7,2019-09-10 07:20:13,1003.68787,1038.5911494635784,821.0780911818147,1010.994,1069.1285483371769,977.9044820923409,1055.1692,1100.822220486074,1128.4429308932013,1052.0194,1052.2128733797094,1100.825270622514,1109.5149,1099.6276337557183,1147.8278191188324
1101,2,1568111548,1,2,7,2019-09-10 07:32:28,1003.68787,1038.5911494635784,821.0466494836583,1010.994,1069.1285483371769,977.8928916441437,1055.1692,1100.822220486074,1128.4523510962645,1052.0194,1052.2128733797094,1100.8296748035136,1109.5149,1099.6314196597968,1147.8278191188324
1041,2,1568111807,1,2,7,2019-09-10 07:36:47,1003.68787,1038.5911494635784,821.035570028107,1010.994,1069.1285483371769,977.8888073909693,1055.1692,1100.822220486074,1128.4556705963878,1052.0194,1052.2128733797094,1100.8312267530073,1109.5149,1099.6327537402822,1147.8278191188324
1157,2,1568112697,1,2,7,2019-09-10 07:51:37,1003.68787,1038.5911494635784,820.9974977677484,1010.994,1069.1285483371769,977.8747726985966,1055.1692,1100.822220486074,1128.4670773728867,1052.0194,1052.2128733797094,1100.8365597068714,1109.5149,1099.6373380322957,1147.8278191188324
1106,2,1568112741,1,2,7,2019-09-10 07:52:21,1003.68787,1038.5911494635784,820.9956155436375,1010.994,1069.1285483371769,977.8740788486357,1055.1692,1100.822220486074,1128.4676413034103,1052.0194,1052.2128733797094,1100.8368233585225,1109.5149,1099.6375646714514,1147.8278191188324
1072,2,1568113086,1,2,7,2019-09-10 07:58:06,1003.68787,1038.5911494635784,820.9808571955218,1010.994,1069.1285483371769,977.8686384341745,1055.1692,1100.822220486074,1128.4720630313786,1052.0194,1052.2128733797094,1100.838890627154,1109.5149,1099.639341728468,1147.8278191188324
1145,2,1568113269,1,2,8,2019-09-10 08:01:09,1006.1721,1025.2129775510605,839.0944409745716,1026.5764,1065.7225563557936,995.258645067137,1067.5461,1113.5997247541852,1146.1502268536533,1058.3365,1033.281093432913,1117.8672695221849,1095.7385,1115.9740754547493,1128.7737309911965
1044,2,1568113825,1,2,8,2019-09-10 08:10:25,1006.1721,1025.2129775510605,839.0706565062865,1026.5764,1065.7225563557936,995.2498773267325,1067.5461,1113.5997247541852,1146.157352884813,1058.3365,1033.281093432913,1117.8706011203285,1095.7385,1115.9769393495353,1128.7737309911965
1182,2,1568114197,1,2,8,2019-09-10 08:16:37,1006.1721,1025.2129775510605,839.0547431570158,1026.5764,1065.7225563557936,995.244011140705,1067.5461,1113.5997247541852,1146.162120661058,1058.3365,1033.281093432913,1117.8728301752017,1095.7385,1115.978855480579,1128.7737309911965
997,2,1568114396,1,2,8,2019-09-10 08:19:56,1006.1721,1025.2129775510605,839.0462303707172,1026.5764,1065.7225563557936,995.2408730465686,1067.5461,1113.5997247541852,1146.1646711650174,1058.3365,1033.281093432913,1117.8740225997171,1095.7385,1115.9798805076698,1128.7737309911965
1243,2,1568115411,1,2,8,2019-09-10 08:36:51,1006.1721,1025.2129775510605,839.0028108827682,1026.5764,1065.7225563557936,995.2248671895322,1067.5461,1113.5997247541852,1146.1776800168627,1058.3365,1033.281093432913,1117.8801045639539,1095.7385,1115.9851086609215,1128.7737309911965
901,2,1568115661,1,2,8,2019-09-10 08:41:01,1006.1721,1025.2129775510605,838.992116427602,1026.5764,1065.7225563557936,995.2209248602121,1067.5461,1113.5997247541852,1146.1808841675665,1058.3365,1033.281093432913,1117.8816025847009,1095.7385,1115.9863963833977,1128.7737309911965
1175,2,1568116214,1,2,8,2019-09-10 08:50:14,1006.1721,1025.2129775510605,838.9684602928028,1026.5764,1065.7225563557936,995.2122044277603,1067.5461,1113.5997247541852,1146.1879717489173,1058.3365,1033.281093432913,1117.8849162065962,1095.7385,1115.989244825514,1128.7737309911965
1006,2,1568116433,1,2,8,2019-09-10 08:53:53,1006.1721,1025.2129775510605,838.959091950077,1026.5764,1065.7225563557936,995.2087509472767,1067.5461,1113.5997247541852,1146.1907785849326,1058.3365,1033.281093432913,1117.886228472771,1095.7385,1115.990372870403,1128.7737309911965
1236,2,1568116787,1,2,8,2019-09-10 08:59:47,1006.1721,1025.2129775510605,838.9439486015763,1026.5764,1065.7225563557936,995.2031686089613,1067.5461,1113.5997247541852,1146.195315662324,1058.3365,1033.281093432913,1117.8883496701492,1095.7385,1115.9921962854287,1128.7737309911965
