tempo_viagem,dia_semana,partidaTimeStamp,tipo_dia,turno_dia,hora_dia,data_partida2,predicao_xgb 14 79,predicao_rf 14 79,predicao_lr 14 79,predicao_xgb 28 65,predicao_rf 28 65,predicao_lr 28 65,predicao_xgb 42 51,predicao_rf 42 51,predicao_lr 42 51,predicao_xgb 56 37,predicao_rf 56 37,predicao_lr 56 37,predicao_xgb 70 23,predicao_lr 70 23,predicao_rf 70 23
1115,4,1568311164,1,3,14,2019-09-12 14:59:24,1251.0076,1197.6970103387498,920.87218437306,1251.8073,1229.0456925979856,1075.8073220832266,1299.0087,1270.8179294575373,1230.2916045535385,1256.2318,1235.1926230474735,1196.5895758106326,1286.5707,1190.6860345061132,1253.6166861551444
1191,4,1568311382,1,3,15,2019-09-12 15:03:02,1323.9062,1251.9537568402136,938.9842709283839,1304.0951,1255.8935472089138,1093.1967767900824,1337.0348,1293.572174240559,1247.97021695691,1310.0524,1304.762331336181,1213.6181644285662,1338.99,1207.020948513541,1292.9477473922411
1566,4,1568311775,1,3,15,2019-09-12 15:09:35,1323.9062,1251.9537568402136,938.9674592448864,1304.0951,1255.8935472089138,1093.1905794483937,1337.0348,1293.572174240559,1247.9752538818102,1310.0524,1304.762331336181,1213.6205193171827,1338.99,1207.0229728132736,1292.9477473922411
1121,4,1568312589,1,3,15,2019-09-12 15:23:09,1323.9062,1251.9537568402136,938.9326380988787,1304.0951,1255.8935472089138,1093.1777432241324,1337.0348,1293.572174240559,1247.985686596494,1310.0524,1304.762331336181,1213.6253968727378,1338.99,1207.0271656376544,1292.9477473922411
1353,4,1568312911,1,3,15,2019-09-12 15:28:31,1323.9062,1251.9537568402136,938.918863640647,1304.0951,1255.8935472089138,1093.172665503971,1337.0348,1293.572174240559,1247.9898135425974,1310.0524,1304.762331336181,1213.6273263234616,1338.99,1207.0288242242032,1292.9477473922411
1392,4,1568313417,1,3,15,2019-09-12 15:36:57,1323.9062,1251.9537568402136,938.8972180634009,1304.0951,1255.8935472089138,1093.1646862294292,1337.0348,1293.572174240559,1247.9962987436193,1310.0524,1304.762331336181,1213.6303583174558,1338.99,1207.0314305744932,1292.9477473922411
1166,4,1568314341,1,3,15,2019-09-12 15:52:21,1323.9062,1251.9537568402136,938.8576913571305,1304.0951,1255.8935472089138,1093.1501153802674,1337.0348,1293.572174240559,1248.008141284612,1310.0524,1304.762331336181,1213.6358950021404,1338.99,1207.0361899967638,1292.9477473922411
1438,4,1568314680,1,3,15,2019-09-12 15:58:00,1323.9062,1251.9537568402136,938.843189675943,1304.0951,1255.8935472089138,1093.1447695817114,1337.0348,1293.572174240559,1248.0124861129625,1310.0524,1304.762331336181,1213.6379263182735,1338.99,1207.037936148442,1292.9477473922411
1590,4,1568315295,1,3,16,2019-09-12 16:08:15,1364.0303,1257.699148487854,956.9382934364694,1369.7747,1343.9616923532237,1110.5279638696084,1410.4005,1326.876476071616,1265.6961867076498,1374.0249,1319.769894698897,1230.668893793154,1398.9857,1223.3748950591607,1358.4994336142854
1492,4,1568315742,1,3,16,2019-09-12 16:15:42,1364.0303,1257.699148487854,956.9191717506474,1369.7747,1343.9616923532237,1110.520914984787,1410.4005,1326.876476071616,1265.7019157291033,1374.0249,1319.769894698897,1230.6715722542522,1398.9857,1223.3771975069476,1358.4994336142854
1350,4,1568316786,1,3,16,2019-09-12 16:33:06,1364.0303,1257.699148487854,956.8745117059007,1369.7747,1343.9616923532237,1110.5044518175491,1410.4005,1326.876476071616,1265.715296262435,1374.0249,1319.769894698897,1230.677827988895,1398.9857,1223.3825750360074,1358.4994336142854
1255,4,1568317158,1,3,16,2019-09-12 16:39:18,1364.0303,1257.699148487854,956.85859835663,1369.7747,1343.9616923532237,1110.4985856315252,1410.4005,1326.876476071616,1265.7200640386764,1374.0249,1319.769894698897,1230.680057043768,1398.9857,1223.3844911670503,1358.4994336142854
1531,4,1568317588,1,3,16,2019-09-12 16:46:28,1364.0303,1257.699148487854,956.8402038937493,1369.7747,1343.9616923532237,1110.4918048250947,1410.4005,1326.876476071616,1265.725575177883,1374.0249,1319.769894698897,1230.6826336394552,1398.9857,1223.3867060497096,1358.4994336142854
1323,4,1568318814,1,3,17,2019-09-12 17:06:54,1369.6301,1256.3314379854792,974.9091704058956,1387.7236,1349.9194674035023,1127.865364060137,1437.0857,1341.8853632055443,1283.4171067168863,1406.195,1337.8141632052743,1247.717262277045,1410.9774,1239.7268121541592,1373.6350110092828
1368,4,1568319149,1,3,17,2019-09-12 17:12:29,1369.6301,1256.3314379854792,974.8948398359789,1387.7236,1349.9194674035023,1127.8600813388512,1437.0857,1341.8853632055443,1283.4214002788249,1406.195,1337.8141632052743,1247.7192696248476,1410.9774,1239.7285377022772,1373.6350110092828
1424,4,1568319594,1,3,17,2019-09-12 17:19:54,1369.6301,1256.3314379854792,974.8758037057996,1387.7236,1349.9194674035023,1127.8530639926612,1437.0857,1341.8853632055443,1283.4271036670762,1406.195,1337.8141632052743,1247.7219361017796,1410.9774,1239.730829848283,1373.6350110092828
1591,4,1568319805,1,3,17,2019-09-12 17:23:25,1369.6301,1256.3314379854792,974.8667775856447,1387.7236,1349.9194674035023,1127.849736666718,1437.0857,1341.8853632055443,1283.4298079702676,1406.195,1337.8141632052743,1247.72320043129,1410.9774,1239.7319166860534,1373.6350110092828
1320,4,1568320652,1,3,17,2019-09-12 17:37:32,1369.6301,1256.3314379854792,974.8305447715684,1387.7236,1349.9194674035023,1127.836380054985,1437.0857,1341.8853632055443,1283.4406636328422,1406.195,1337.8141632052743,1247.7282757255834,1410.9774,1239.7362794898008,1373.6350110092828
1379,4,1568321446,1,3,17,2019-09-12 17:50:46,1369.6301,1256.3314379854792,974.7965791819879,1387.7236,1349.9194674035023,1127.8238592170674,1437.0857,1341.8853632055443,1283.45084001547,1406.195,1337.8141632052743,1247.7330334394792,1410.9774,1239.7403692963844,1373.6350110092828
1293,4,1568321539,1,3,17,2019-09-12 17:52:19,1369.6301,1256.3314379854792,974.7926008446666,1387.7236,1349.9194674035023,1127.8223926705614,1437.0857,1341.8853632055443,1283.4520319595322,1406.195,1337.8141632052743,1247.7335907031975,1410.9774,1239.7408483291447,1373.6350110092828
1617,4,1568322240,1,4,18,2019-09-12 18:04:00,1385.6228,1260.4696906844474,992.8840257126285,1387.7236,1345.5456543493974,1145.2042307971715,1437.0857,1330.7447678366955,1301.1368347820571,1406.195,1341.6650285393653,1264.7650734972176,1410.9774,1256.0782502163956,1375.4706388030247
1379,4,1568322787,1,4,18,2019-09-12 18:13:07,1385.6228,1260.4696906844474,992.8606262447429,1387.7236,1345.5456543493974,1145.1956049806213,1437.0857,1330.7447678366955,1301.1438454637937,1406.195,1341.6650285393653,1264.7683511666146,1410.9774,1256.0810677531726,1375.4706388030247
1605,4,1568324201,1,4,18,2019-09-12 18:36:41,1385.6228,1260.4696906844474,992.8001384063537,1387.7236,1345.5456543493974,1145.1733071659946,1437.0857,1330.7447678366955,1301.1619681401608,1406.195,1341.6650285393653,1264.7768239719644,1410.9774,1256.0883511114962,1375.4706388030247
1269,4,1568324597,1,4,18,2019-09-12 18:43:17,1385.6228,1260.4696906844474,992.7831983893848,1387.7236,1345.5456543493974,1145.1670625163533,1437.0857,1330.7447678366955,1301.1670435148699,1406.195,1341.6650285393653,1264.7791968368292,1410.9774,1256.0903908638984,1375.4706388030247
1539,4,1568325440,1,4,18,2019-09-12 18:57:20,1385.6228,1260.4696906844474,992.7471366865939,1387.7236,1345.5456543493974,1145.1537689818906,1437.0857,1330.7447678366955,1301.1778479110362,1406.195,1341.6650285393653,1264.7842481627922,1410.9774,1256.0947330640856,1375.4706388030247
1198,4,1568325846,1,4,19,2019-09-12 19:04:06,1346.124,1230.6340837994,1010.8511810116324,1356.5189,1325.6232449250456,1162.5402590570957,1403.0754,1292.1213352024374,1318.858869835738,1363.6726,1305.0915715110898,1281.8139632923267,1349.2241,1272.4306154388169,1265.4402823066014
1606,4,1568326088,1,4,19,2019-09-12 19:08:08,1346.124,1230.6340837994,1010.8408287790517,1356.5189,1325.6232449250456,1162.536442882316,1403.0754,1292.1213352024374,1318.861971453618,1363.6726,1305.0915715110898,1281.815413376411,1349.2241,1272.4318619541727,1265.4402823066014
1390,4,1568326298,1,4,19,2019-09-12 19:11:38,1346.124,1230.6340837994,1010.8318454367109,1356.5189,1325.6232449250456,1162.5331313256902,1403.0754,1292.1213352024374,1318.8646629402065,1363.6726,1305.0915715110898,1281.8166717138392,1349.2241,1272.4329436410526,1265.4402823066014
1323,4,1568326883,1,4,19,2019-09-12 19:21:23,1346.124,1230.6340837994,1010.8068204116425,1356.5189,1325.6232449250456,1162.5239062750843,1403.0754,1292.1213352024374,1318.8721606528488,1363.6726,1305.0915715110898,1281.820177082389,1349.2241,1272.4359569116468,1265.4402823066014
1317,4,1568327096,1,4,19,2019-09-12 19:24:56,1346.124,1230.6340837994,1010.7977087358449,1356.5189,1325.6232449250456,1162.5205474105023,1403.0754,1292.1213352024374,1318.8748905892462,1363.6726,1305.0915715110898,1281.8214533960672,1349.2241,1272.4370540511964,1265.4402823066014
1631,4,1568327718,1,4,19,2019-09-12 19:35:18,1346.124,1230.6340837994,1010.771100931408,1356.5189,1325.6232449250456,1162.5107388951583,1403.0754,1292.1213352024374,1318.8828625161914,1363.6726,1305.0915715110898,1281.8251804716874,1349.2241,1272.4402579047155,1265.4402823066014
1439,4,1568328666,1,4,19,2019-09-12 19:51:06,1346.124,1230.6340837994,1010.730547557454,1356.5189,1325.6232449250456,1162.4957895823827,1403.0754,1292.1213352024374,1318.8950126556483,1363.6726,1305.0915715110898,1281.8308609663636,1349.2241,1272.4451409483436,1265.4402823066014
1207,4,1568329424,1,4,20,2019-09-12 20:03:44,1173.3083,1146.7869674570122,1028.8195340896345,1149.6608,1127.2279570053324,1179.8767288579074,1209.6056,1163.5481602293878,1336.5805460245356,1150.244,1120.9484157610825,1298.8626853091137,1147.2626,1288.7828364363186,1187.2974724065543
1038,4,1568329693,1,4,20,2019-09-12 20:08:13,1173.3083,1146.7869674570122,1028.8080268558842,1149.6608,1127.2279570053324,1179.8724869115613,1209.6056,1163.5481602293878,1336.5839936906923,1150.244,1120.9484157610825,1298.8642971794397,1147.2626,1288.7842220257035,1187.2974724065543
1042,4,1568330134,1,4,20,2019-09-12 20:15:34,1173.3083,1146.7869674570122,1028.7891618369758,1149.6608,1127.2279570053324,1179.8655326426415,1209.6056,1163.5481602293878,1336.589645812528,1150.244,1120.9484157610825,1298.8669396880377,1147.2626,1288.786493568151,1187.2974724065543
1242,4,1568330781,1,4,20,2019-09-12 20:26:21,1173.3083,1146.7869674570122,1028.7614845870266,1149.6608,1127.2279570053324,1179.8553298943662,1209.6056,1163.5481602293878,1336.597938154544,1150.244,1120.9484157610825,1298.8708165657335,1147.2626,1288.789826193918,1187.2974724065543
1350,4,1568331799,1,4,20,2019-09-12 20:43:19,1173.3083,1146.7869674570122,1028.7179367656208,1149.6608,1127.2279570053324,1179.8392767293808,1209.6056,1163.5481602293878,1336.6109854561983,1150.244,1120.9484157610825,1298.8769165062204,1147.2626,1288.7950697998394,1187.2974724065543
880,4,1568332369,1,4,20,2019-09-12 20:52:49,1173.3083,1146.7869674570122,1028.6935534078657,1149.6608,1127.2279570053324,1179.8302882185308,1209.6056,1163.5481602293878,1336.6182909197996,1150.244,1120.9484157610825,1298.880331993525,1147.2626,1288.7980058070834,1187.2974724065543
938,4,1568332774,1,4,20,2019-09-12 20:59:34,1173.3083,1146.7869674570122,1028.6762283905118,1149.6608,1127.2279570053324,1179.8239016450352,1209.6056,1163.5481602293878,1336.6234816439355,1150.244,1120.9484157610825,1298.8827587871365,1147.2626,1288.8000919174947,1187.2974724065543
1059,4,1568333252,1,4,21,2019-09-12 21:07:32,1049.7406,1038.8401634422978,1046.777192712485,1041.0302,1004.872856029253,1197.209256329399,1129.8842,1104.0255153128282,1354.3054263640406,1030.0403,1003.3219766544587,1315.9129053466495,1044.1339,1305.1363451562966,1027.0740130248475
1101,4,1568334028,1,4,21,2019-09-12 21:20:28,1049.7406,1038.8401634422978,1046.7439971236745,1041.0302,1004.872856029253,1197.1970193391935,1129.8842,1104.0255153128282,1354.315372047815,1030.0403,1003.3219766544587,1315.917555203052,1044.1339,1305.140342246862,1027.0740130248475
1085,4,1568334792,1,4,21,2019-09-12 21:33:12,1049.7406,1038.8401634422978,1046.7113148687058,1041.0302,1004.872856029253,1197.1849715807948,1129.8842,1104.0255153128282,1354.3251639323607,1030.0403,1003.3219766544587,1315.9221331544577,1044.1339,1305.1442775267487,1027.0740130248475
964,4,1568335639,1,4,21,2019-09-12 21:47:19,1049.7406,1038.8401634422978,1046.6750820546295,1041.0302,1004.872856029253,1197.1716149690656,1129.8842,1104.0255153128282,1354.3360195949354,1030.0403,1003.3219766544587,1315.9272084487511,1044.1339,1305.1486403304962,1027.0740130248475
842,4,1568336366,1,4,21,2019-09-12 21:59:26,1049.7406,1038.8401634422978,1046.6439825790294,1041.0302,1004.872856029253,1197.160150675405,1129.8842,1104.0255153128282,1354.3453372651747,1030.0403,1003.3219766544587,1315.9315646930863,1044.1339,1305.1523850274561,1027.0740130248475
1089,4,1568336906,1,4,22,2019-09-12 22:08:26,1046.5249,1032.3671412505635,1064.7422946761071,1007.89886,979.4101322988885,1214.5445276620994,1104.4683,1060.141567732964,1372.0280766146498,1001.24005,984.5060238714116,1332.9620827617418,1016.2111,1321.4889576214327,1000.970141695741
992,4,1568337736,1,4,22,2019-09-12 22:22:16,1046.5249,1032.3671412505635,1064.7067890849721,1007.89886,979.4101322988885,1214.5314391287575,1104.4683,1060.141567732964,1372.0387143949774,1001.24005,984.5060238714116,1332.967056190626,1016.2111,1321.4932328600526,1000.970141695741
1103,4,1568340324,1,4,23,2019-09-12 23:05:24,1038.0137,1015.519861432556,1082.7174922053964,973.2815,937.571246084166,1231.8835205536743,1071.7085,1023.6710615731463,1389.747702147004,981.7141,982.197196995065,1350.0098460452518,991.80133,1337.8403544765506,978.615565167614
1019,4,1568341265,1,4,23,2019-09-12 23:21:05,1038.0137,1015.519861432556,1082.6772382761847,973.2815,937.571246084166,1231.868681626118,1071.7085,1023.6710615731463,1389.7597625702438,981.7141,982.197196995065,1350.0154845953457,991.80133,1337.8452014639488,978.615565167614
782,4,1568342348,1,4,23,2019-09-12 23:39:08,1038.0137,1015.519861432556,1082.6309098964412,973.2815,937.571246084166,1231.8516034555068,1071.7085,1023.6710615731463,1389.7736429510805,981.7141,982.197196995065,1350.021974021227,991.80133,1337.8507798777146,978.615565167614
937,4,1568343014,1,4,23,2019-09-12 23:50:14,1038.0137,1015.519861432556,1082.6024198678933,973.2815,937.571246084166,1231.8411010902018,1071.7085,1023.6710615731463,1389.7821788085494,981.7141,982.197196995065,1350.0259647485,991.80133,1337.8542103703903,978.615565167614
904,5,1568344215,1,1,0,2019-09-13 00:10:15,869.3217,915.3398978668299,656.5159586859081,881.15894,920.9087435726038,821.4416323007426,865.94824,886.2897587244561,971.0288116093507,842.8593,896.0587262998273,946.0920718126727,1068.9248,950.028139486998,942.1399505269976
906,5,1568346100,1,1,0,2019-09-13 00:41:40,869.3217,915.3398978668299,656.4353224940132,881.15894,920.9087435726038,821.4119071376808,865.94824,886.2897587244561,971.0529709056391,842.8593,896.0587262998273,946.1033668891123,1068.9248,950.037848914465,942.1399505269976
689,5,1568359474,1,1,4,2019-09-13 04:24:34,817.50696,843.5540665760662,728.3488604017475,810.5537,849.1626127929657,890.772577960528,843.01526,863.217022172544,1041.9276536874095,816.44965,811.4186029053525,1014.2926343824129,1041.5186,1015.4419013697461,884.7654347893061
633,5,1568361500,1,1,4,2019-09-13 04:58:20,817.50696,843.5540665760662,728.2621925371495,810.5537,849.1626127929657,890.7406293237254,843.01526,863.217022172544,1041.953620124692,816.44965,811.4186029053525,1014.3047743425541,1041.5186,1015.4523370726902,884.7654347893061
1105,5,1568361782,1,2,5,2019-09-13 05:03:02,820.51294,851.7956961388222,746.3715413119498,849.26086,877.2133133918394,908.1290747942767,888.6068,950.2995844173995,1059.6330527906466,866.93207,910.6045431267611,1031.3337464538,1091.7925,1031.787580737072,960.0307900972687
802,5,1568362590,1,2,5,2019-09-13 05:16:30,820.51294,851.7956961388222,746.3369768328703,849.26086,877.2133133918394,908.116333185917,888.6068,950.2995844173995,1059.6434086057125,866.93207,910.6045431267611,1031.3385880568567,1091.7925,1031.7917426561135,960.0307900972687
839,5,1568363975,1,2,5,2019-09-13 05:39:35,820.51294,851.7956961388222,746.2777295512933,849.26086,877.2133133918394,908.0944926814918,888.6068,950.2995844173995,1059.6611596006005,866.93207,910.6045431267611,1031.3468870918005,1091.7925,1031.7988766386297,960.0307900972687
835,5,1568364267,1,2,5,2019-09-13 05:44:27,820.51294,851.7956961388222,746.2652384276735,849.26086,877.2133133918394,908.0898880408495,888.6068,950.2995844173995,1059.6649020486184,866.93207,910.6045431267611,1031.3486367800342,1091.7925,1031.8003806984807,960.0307900972687
982,5,1568364613,1,2,5,2019-09-13 05:50:13,820.51294,851.7956961388222,746.2504373017291,849.26086,877.2133133918394,908.0844318570707,888.6068,950.2995844173995,1059.6693365931897,866.93207,910.6045431267611,1031.3507100407496,1091.7925,1031.8021629063878,960.0307900972687
1008,5,1568365862,1,2,6,2019-09-13 06:11:02,908.68805,939.1405043936908,764.3184199239913,929.2547,998.32598391512,925.4576283978131,983.49713,984.9619798952656,1077.3611629140541,971.2006,1006.1269707237333,1048.3854764962489,1228.9333,1048.1423874813054,1218.4460974254628
1039,5,1568366505,1,2,6,2019-09-13 06:21:45,908.68805,939.1405043936908,764.2909137853276,929.2547,998.32598391512,925.4474887268043,983.49713,984.9619798952656,1077.3694039896582,971.2006,1006.1269707237333,1048.3893294056124,1228.9333,1048.1456995035142,1218.4460974254628
1038,5,1568366777,1,2,6,2019-09-13 06:26:17,908.68805,939.1405043936908,764.2792782181205,929.2547,998.32598391512,925.4431994725055,983.49713,984.9619798952656,1077.3728901056202,971.2006,1006.1269707237333,1048.3909592521868,1228.9333,1048.147100545567,1218.4460974254628
1067,5,1568367128,1,2,6,2019-09-13 06:32:08,908.68805,939.1405043936908,764.2642632030766,929.2547,998.32598391512,925.4376644421427,983.49713,984.9619798952656,1077.3773887332063,971.2006,1006.1269707237333,1048.3930624733166,1228.9333,1048.1489085079238,1218.4460974254628
1068,5,1568367195,1,2,6,2019-09-13 06:33:15,908.68805,939.1405043936908,764.2613970890816,929.2547,998.32598391512,925.4366078978856,983.49713,984.9619798952656,1077.3782474455911,971.2006,1006.1269707237333,1048.3934639428771,1228.9333,1048.1492536175474,1218.4460974254628
1147,5,1568367585,1,2,6,2019-09-13 06:39:45,908.68805,939.1405043936908,764.2447137390409,929.2547,998.32598391512,925.4304578641459,983.49713,984.9619798952656,1077.383245920686,971.2006,1006.1269707237333,1048.3958008552436,1228.9333,1048.1512624646084,1218.4460974254628
977,5,1568368160,1,2,6,2019-09-13 06:49:20,908.68805,939.1405043936908,764.2201164921717,929.2547,998.32598391512,925.4213905067118,983.49713,984.9619798952656,1077.3906154672986,971.2006,1006.1269707237333,1048.3992463029645,1228.9333,1048.154224226303,1218.4460974254628
843,5,1568368411,1,2,6,2019-09-13 06:53:31,908.68805,939.1405043936908,764.2093792591913,929.2547,998.32598391512,925.4174324080777,983.49713,984.9619798952656,1077.3938324346054,971.2006,1006.1269707237333,1048.4007503157954,1228.9333,1048.1555170996699,1218.4460974254628
1082,5,1568368800,1,2,7,2019-09-13 07:00:00,1007.81104,1046.5427080362454,782.3141508071858,1014.41595,1074.4635723985994,942.8041905616774,1077.1333,1136.405084227093,1095.0746364770603,1052.6411,1054.9225240044761,1065.4303635799206,1109.1171,1064.4913119092707,1135.195364197988
1219,5,1568369082,1,2,7,2019-09-13 07:04:42,1007.81104,1046.5427080362454,782.3020874617796,1014.41595,1074.4635723985994,942.7997436142068,1077.1333,1136.405084227093,1095.0782507590484,1052.6411,1054.9225240044761,1065.4320533473237,1109.1171,1064.492764460223,1135.195364197988
1344,5,1568369592,1,2,7,2019-09-13 07:13:12,1007.81104,1046.5427080362454,782.280270773248,1014.41595,1074.4635723985994,942.7917012623984,1077.1333,1136.405084227093,1095.0847872264821,1052.6411,1054.9225240044761,1065.4351093096502,1109.1171,1064.4953914140742,1135.195364197988
1240,5,1568369804,1,2,7,2019-09-13 07:16:44,1007.81104,1046.5427080362454,782.2712018752791,1014.41595,1074.4635723985994,942.788358167134,1077.1333,1136.405084227093,1095.0875043462765,1052.6411,1054.9225240044761,1065.4363796312427,1109.1171,1064.4964834027332,1135.195364197988
1246,5,1568369934,1,2,7,2019-09-13 07:18:54,1007.81104,1046.5427080362454,782.2656407585891,1014.41595,1074.4635723985994,942.7863081558899,1077.1333,1136.405084227093,1095.0891705046415,1052.6411,1054.9225240044761,1065.4371586020334,1109.1171,1064.4971530184212,1135.195364197988
1018,5,1568370606,1,2,7,2019-09-13 07:30:06,1007.81104,1046.5427080362454,782.2368940631277,1014.41595,1074.4635723985994,942.7757111746796,1077.1333,1136.405084227093,1095.0977832617245,1052.6411,1054.9225240044761,1065.441185281803,1109.1171,1064.5006144164354,1135.195364197988
1036,5,1568370670,1,2,7,2019-09-13 07:31:10,1007.81104,1046.5427080362454,782.2341562826041,1014.41595,1074.4635723985994,942.7747019383751,1077.1333,1136.405084227093,1095.098603524304,1052.6411,1054.9225240044761,1065.4415687751152,1109.1171,1064.5009440733893,1135.195364197988
1228,5,1568371486,1,2,7,2019-09-13 07:44:46,1007.81104,1046.5427080362454,782.1992495809682,1014.41595,1074.4635723985994,942.7618341754787,1077.1333,1136.405084227093,1095.1090618721937,1052.6411,1054.9225240044761,1065.4464583148365,1109.1171,1064.5051471995503,1135.195364197988
1297,5,1568371690,1,2,7,2019-09-13 07:48:10,1007.81104,1046.5427080362454,782.1905229055556,1014.41595,1074.4635723985994,942.7586172347546,1077.1333,1136.405084227093,1095.111676459168,1052.6411,1054.9225240044761,1065.4476806997664,1109.1171,1064.5061979810907,1135.195364197988
1271,5,1568372307,1,2,7,2019-09-13 07:58:27,1007.81104,1046.5427080362454,782.1641289902327,1014.41595,1074.4635723985994,942.7488875659947,1077.1333,1136.405084227093,1095.1195843030982,1052.6411,1054.9225240044761,1065.4513778149721,1109.1171,1064.509376080161,1135.195364197988
862,5,1568372623,1,2,8,2019-09-13 08:03:43,1022.53015,1027.8820220543744,800.2720233191358,1031.5454,1057.0396887853406,960.1367968797567,1089.5104,1145.857205923669,1112.7994527335468,1059.4851,1052.3473492201501,1082.4805536570402,1096.6184,1080.844794874799,1122.1980239430536
1229,5,1568372881,1,2,8,2019-09-13 08:08:01,1022.53015,1027.8820220543744,800.2609866414132,1031.5454,1057.0396887853406,960.1327283958999,1089.5104,1145.857205923669,1112.8027594170708,1059.4851,1052.3473492201501,1082.4820996144517,1096.6184,1080.8461238043938,1122.1980239430536
1280,5,1568373666,1,2,8,2019-09-13 08:21:06,1022.53015,1027.8820220543744,800.2274060522032,1031.5454,1057.0396887853406,960.1203494818401,1089.5104,1145.857205923669,1112.8128204502755,1059.4851,1052.3473492201501,1082.4868033996008,1096.6184,1080.8501672529683,1122.1980239430536
1214,5,1568374087,1,2,8,2019-09-13 08:28:07,1022.53015,1027.8820220543744,800.209396589722,1031.5454,1057.0396887853406,960.1137105992675,1089.5104,1145.857205923669,1112.8182162400553,1059.4851,1052.3473492201501,1082.4893260665394,1096.6184,1080.8523357776176,1122.1980239430536
1138,5,1568374630,1,2,8,2019-09-13 08:37:10,1022.53015,1027.8820220543744,800.1861682331219,1031.5454,1057.0396887853406,960.1051478599838,1089.5104,1145.857205923669,1112.82517565538,1059.4851,1052.3473492201501,1082.4925797676042,1096.6184,1080.8551327108353,1122.1980239430536
1289,5,1568374899,1,2,8,2019-09-13 08:41:39,1022.53015,1027.8820220543744,800.1746609993716,1031.5454,1057.0396887853406,960.1009059136377,1089.5104,1145.857205923669,1112.828623321533,1059.4851,1052.3473492201501,1082.4941916379303,1096.6184,1080.8565183002192,1122.1980239430536
1021,5,1568375301,1,2,8,2019-09-13 08:48:21,1022.53015,1027.8820220543744,800.1574643154745,1031.5454,1057.0396887853406,960.0945666480948,1089.5104,1145.857205923669,1112.83377559586,1059.4851,1052.3473492201501,1082.4966004552916,1096.6184,1080.85858895796,1122.1980239430536
1073,5,1568375657,1,2,8,2019-09-13 08:54:17,1022.53015,1027.8820220543744,800.1422354113311,1031.5454,1057.0396887853406,960.0889527711442,1089.5104,1145.857205923669,1112.838338306461,1059.4851,1052.3473492201501,1082.4987336368376,1096.6184,1080.8604226747657,1122.1980239430536
1117,5,1568377095,1,2,9,2019-09-13 09:18:15,1022.53015,1037.0290120440377,818.2021330254793,1040.6892,1073.158923315882,977.459168910922,1100.6118,1159.5314809595004,1130.5325869652552,1069.5348,1070.9737674662165,1099.5346325960218,1113.3894,1097.2016207678753,1152.2572799927016
1020,5,1568377337,1,2,9,2019-09-13 09:22:17,1022.53015,1037.0290120440377,818.191780792884,1040.6892,1073.158923315882,977.4553527361422,1100.6118,1159.5314809595004,1130.5356885831316,1069.5348,1070.9737674662165,1099.5360826801061,1113.3894,1097.2028672832312,1152.2572799927016
1258,5,1568377950,1,2,9,2019-09-13 09:32:30,1022.53015,1037.0290120440377,818.165557988832,1040.6892,1073.158923315882,977.4456861446524,1100.6118,1159.5314809595004,1130.5435451606536,1069.5348,1070.9737674662165,1099.5397558269797,1113.3894,1097.2060247787422,1152.2572799927016
1040,5,1568378536,1,2,9,2019-09-13 09:42:16,1022.53015,1037.0290120440377,818.140490185935,1040.6892,1073.158923315882,977.436445324729,1100.6118,1159.5314809595004,1130.5510556898953,1069.5348,1070.9737674662165,1099.5432671876133,1113.3894,1097.209043200225,1152.2572799927016
1213,5,1568379144,1,2,9,2019-09-13 09:52:24,1022.53015,1037.0290120440377,818.1144812709972,1040.6892,1073.158923315882,977.4268575798269,1100.6118,1159.5314809595004,1130.5588481844024,1069.5348,1070.9737674662165,1099.5469103740725,1113.3894,1097.2121749412863,1152.2572799927016
1130,5,1568379239,1,2,9,2019-09-13 09:53:59,1022.53015,1037.0290120440377,818.1104173780332,1040.6892,1073.158923315882,977.4253594946858,1100.6118,1159.5314809595004,1130.5600657616706,1069.5348,1070.9737674662165,1099.5474796219569,1113.3894,1097.2126642758276,1152.2572799927016
1145,5,1568380170,1,2,10,2019-09-13 10:09:30,1105.3734,1122.0056141912942,836.1920033472561,1109.2507,1122.4806228774014,994.803570678323,1175.753,1240.9030968437592,1148.2478164028435,1133.6355,1171.1341788187965,1116.5803405950628,1173.7402,1113.5512508677557,1196.9349190836913
1084,5,1568381474,1,2,10,2019-09-13 10:31:14,1105.3734,1122.0056141912942,836.1362210691586,1109.2507,1122.4806228774014,994.7830074885969,1175.753,1240.9030968437592,1148.2645292529014,1133.6355,1171.1341788187965,1116.5881542712832,1173.7402,1113.5579676281895,1196.9349190836913
1376,5,1568381574,1,2,10,2019-09-13 10:32:54,1105.3734,1122.0056141912942,836.131943287095,1109.2507,1122.4806228774014,994.7814305568681,1175.753,1240.9030968437592,1148.2658109131844,1133.6355,1171.1341788187965,1116.5887534795838,1173.7402,1113.5584827171797,1196.9349190836913
1390,5,1568382245,1,2,10,2019-09-13 10:44:05,1105.3734,1122.0056141912942,836.1032393694477,1109.2507,1122.4806228774014,994.7708493449791,1175.753,1240.9030968437592,1148.2744108536644,1133.6355,1171.1341788187965,1116.5927741672713,1173.7402,1113.5619389643052,1196.9349190836913
1720,5,1568382743,1,2,10,2019-09-13 10:52:23,1105.3734,1122.0056141912942,836.0819360147725,1109.2507,1122.4806228774014,994.7629962249739,1175.753,1240.9030968437592,1148.2807935218625,1133.6355,1171.1341788187965,1116.595758224601,1173.7402,1113.5645041074768,1196.9349190836913
