tempo_viagem,dia_semana,partidaTimeStamp,tipo_dia,turno_dia,hora_dia,tempo_viagem_1,tempo_viagem_2,tempo_viagem_3,tempo_viagem_4,predicao_xgb_1,predicao_lr_1,predicao_rf_1,predicao_xgb_2,predicao_lr_2,predicao_rf_2,predicao_xgb_3,predicao_lr_3,predicao_rf_3,predicao_xgb_4,predicao_lr_4,predicao_rf_4
1101,4,1569520871,1,3,15,1314.0,1280.0,1332.0,1406.0,1306.8761,1265.6555372827183,1274.9322701933934,1315.249,1271.649480750518,1283.2471542029652,1315.7637,1287.1550835937576,1301.5509932130792,1329.981,1311.521574369774,1310.672553766448
1200,4,1569520472,1,3,14,1101.0,1314.0,1280.0,1332.0,1199.7433,1140.564585793009,1245.8690126555923,1222.9668,1201.9449472309818,1269.2113437324035,1233.1273,1220.413529776294,1259.1534332584201,1250.4824,1241.7925138770825,1285.169667537979
1393,4,1569519985,1,3,14,1200.0,1101.0,1314.0,1280.0,1244.9468,1194.8504111177017,1256.7658136764392,1193.4473,1163.789330714748,1221.0689299214976,1220.8568,1201.4784870244368,1238.8251028691013,1237.689,1217.3451557329786,1259.4907616554394
1300,4,1569519367,1,3,14,1393.0,1200.0,1101.0,1314.0,1279.998,1300.6808262874774,1247.7569870246075,1277.9943,1265.2553518266247,1262.4611594720361,1237.4518,1226.771809572687,1241.3976839765644,1242.2827,1247.0287344472872,1248.897237937732
964,4,1569518742,1,3,14,1300.0,1393.0,1200.0,1101.0,1258.2534,1249.6835064184838,1241.1810737254204,1279.3142,1298.6726132097358,1255.537096160516,1272.3893,1273.8482980140086,1267.509369776854,1247.131,1241.3055653134315,1262.9733509049267
1306,4,1569518345,1,3,14,964.0,1300.0,1393.0,1200.0,1182.6852,1065.437780451418,1200.3657811647602,1219.2458,1149.1608687047344,1243.3532449246536,1234.4219,1207.4534826136771,1232.5501808323386,1237.3103,1204.0973024687846,1251.848164557046
981,4,1569517964,1,3,14,1306.0,964.0,1300.0,1393.0,1258.2534,1252.9724884483999,1241.8727928039327,1210.7454,1154.0733299589976,1214.927883615218,1236.0563,1191.9935515882123,1231.686286815263,1256.8657,1232.6791539890269,1253.8506100299694
1030,4,1569517546,1,3,14,981.0,1306.0,964.0,1300.0,1190.7334,1074.7585680959592,1216.9745845617354,1222.9668,1157.1673390477529,1252.8777493446773,1174.4258,1111.6851973833943,1189.9325096294442,1208.9639,1151.8017390719974,1231.547656014156
1063,4,1569517135,1,3,13,1030.0,981.0,1306.0,964.0,1188.8464,1093.3349559987882,1236.403578914525,1141.8048,1056.4845925097131,1153.7360320276737,1187.4327,1118.0862890532414,1183.9133849198222,1145.2667,1087.704010701958,1149.383290067161
1094,4,1569516600,1,3,13,1063.0,1030.0,981.0,1306.0,1194.1622,1111.4296993605371,1243.7836713783852,1155.4427,1084.8007675295037,1169.909071240043,1118.2793,1061.9658733048038,1135.060908705615,1166.1437,1112.6440696518398,1179.9963820050489
1118,4,1569516081,1,3,13,1094.0,1063.0,1030.0,981.0,1195.2141,1128.4277681742124,1244.1498024852015,1163.4076,1106.944963663704,1180.7444256988617,1131.5431,1090.0388966742141,1144.1963144745826,1097.3075,1071.6946181059134,1115.6270727507904
1355,4,1569515640,1,3,13,1118.0,1094.0,1063.0,1030.0,1195.2141,1141.5875074607438,1238.170474888835,1164.2438,1125.9530464335678,1185.8231698246107,1131.5431,1111.963844131403,1145.3905625889288,1122.6903,1098.318070635481,1130.4292144775434
1175,4,1569515185,1,3,13,1355.0,1118.0,1094.0,1063.0,1251.7012,1271.5454975256425,1235.8047268030803,1209.8771,1217.1865941183462,1230.262189834383,1171.6466,1188.0512912303845,1199.116097315727,1165.4177,1166.0787128469242,1187.6884777900243
1339,4,1569514609,1,3,13,1175.0,1355.0,1118.0,1094.0,1238.8087,1172.8419116312339,1276.0743444261886,1257.3583,1235.171842874193,1273.3752199542791,1238.9836,1205.2969319877177,1254.1398510377417,1208.1099,1184.0368840775732,1229.0941680877381
1329,4,1569514179,1,3,13,1339.0,1175.0,1355.0,1118.0,1251.515,1262.7704830717012,1238.0733214465165,1251.1351,1231.0720487879323,1233.5381308019007,1264.2344,1259.9675280319386,1254.4563108117836,1240.9917,1230.9816337704628,1241.7132584830872
1165,4,1569513731,1,3,13,1329.0,1339.0,1175.0,1355.0,1251.515,1257.286356944544,1240.5299597867156,1270.1537,1283.6496378066197,1246.6011120152373,1253.907,1255.5878670984418,1254.041246608667,1263.8135,1274.7628932846137,1271.4039521073362
1236,4,1569512813,1,3,12,1165.0,1329.0,1339.0,1175.0,1235.2926,1159.0637506703015,1269.3806159975616,1254.7256,1216.0642982315574,1275.3642025428512,1258.0735,1242.0651685806808,1274.3015728491498,1248.0935,1224.9771473453206,1294.7345898882086
1269,4,1569512242,1,3,12,1236.0,1165.0,1329.0,1339.0,1250.6152,1197.995692846329,1247.973872474552,1244.6287,1184.8554962808714,1235.7492221785308,1257.1393,1217.520470709185,1234.6424530035176,1260.7792,1238.0354868161444,1248.01024660033
1267,4,1569511753,1,3,12,1269.0,1236.0,1165.0,1329.0,1250.6152,1216.0905018440485,1251.3434287730372,1252.2795,1220.6948175810464,1249.4402638987406,1233.6262,1205.087853796135,1241.7662483789557,1247.3793,1227.923092624333,1259.4363794152341
1110,4,1569511158,1,3,12,1267.0,1269.0,1236.0,1165.0,1250.6152,1214.9929554790683,1252.1147800307847,1262.4749,1231.278217008932,1244.266784560561,1259.2341,1229.6438291459283,1255.4390897728258,1238.2859,1214.910747050351,1254.4887273955972
1407,4,1569510745,1,3,12,1110.0,1267.0,1269.0,1236.0,1194.5074,1128.9016220110261,1240.8207084125884,1220.312,1175.5928807811686,1251.9976344900597,1226.7797,1195.410914119305,1240.6284706940176,1232.8531,1200.2534147664014,1251.1151085054864
1148,4,1569510337,1,3,12,1407.0,1110.0,1267.0,1269.0,1262.2832,1291.7606004780682,1256.8145301920376,1204.6742,1225.9513726220596,1235.2553697278204,1213.4072,1234.339619638158,1221.614213416825,1225.5664,1239.5454292663485,1237.1032557742853
856,4,1569509306,1,2,11,1148.0,1407.0,1110.0,1267.0,1222.5691,1141.4447075137396,1265.0454978886987,1244.9841,1230.0664971453891,1283.398237170048,1225.5006,1196.2098934998442,1264.1894119302735,1230.8383,1206.7253104662577,1282.1527506079444
1156,4,1569508782,1,2,11,856.0,1148.0,1407.0,1110.0,1150.2397,981.326142649812,1155.1767561022048,1152.1885,1039.2037098350963,1144.8014210688345,1176.8925,1124.6665772747467,1146.2958710352787,1153.4526,1115.455987066544,1148.0318224776286
1272,4,1569508019,1,2,11,1156.0,856.0,1148.0,1407.0,1222.5691,1145.829660645356,1268.9309886610645,1166.1825,1044.4483415372094,1158.5569852010192,1158.1506,1069.7010104325343,1162.1267044866127,1204.0021,1134.1312689073789,1220.788862787332
1439,4,1569507971,1,2,11,1272.0,1156.0,856.0,1148.0,1228.119,1209.4380400783039,1243.2268527135388,1215.2651,1187.6737006035603,1224.1780044536401,1152.5347,1106.0808754635875,1179.2353664876553,1141.6442,1115.9113618721826,1172.6722837662587
1350,4,1569507373,1,2,11,1439.0,1272.0,1156.0,856.0,1239.2653,1301.0114178717595,1251.6229375090597,1249.235,1285.8446002808603,1235.4717957278244,1225.1025,1250.431097478781,1223.0402124077232,1201.2476,1171.7316980417995,1228.1100026169754
1189,4,1569506888,1,2,11,1350.0,1439.0,1272.0,1156.0,1228.3123,1252.2076925203673,1235.6378667883378,1252.7325,1311.7723662042838,1252.4559912844131,1254.9462,1296.1044935843372,1268.3502611822214,1234.3511,1264.008102041084,1259.767362877217
1484,4,1569506486,1,2,11,1189.0,1350.0,1439.0,1272.0,1224.7781,1163.9229799919294,1261.608021772808,1241.2905,1224.9353013957636,1254.0638308855193,1243.064,1270.867352357577,1268.1049216934805,1248.2491,1263.9999494564822,1271.4938159288408
1102,4,1569505991,1,2,10,1484.0,1189.0,1350.0,1439.0,1148.5524,1317.3930255289192,1210.7839239602688,1153.991,1266.5136724287238,1190.2598278967162,1156.8488,1281.1158206539951,1203.9088522674908,1187.4698,1305.619657888175,1232.4277678208423
1313,4,1569505403,1,2,10,1102.0,1484.0,1189.0,1350.0,1141.505,1107.9229873364238,1188.2066819789682,1154.7036,1233.566916626775,1214.1649201852192,1164.1116,1215.4908427341218,1195.4359885825074,1177.7058,1235.1874465237706,1217.6792243499272
1257,4,1569504736,1,2,10,1313.0,1102.0,1484.0,1189.0,1149.8182,1223.6236089914146,1187.7453503983224,1150.1669,1176.85641621852,1177.812310431284,1164.9995,1245.9021591811977,1195.8416101852672,1156.0532,1227.1812342213702,1190.546090406385
905,4,1569504355,1,2,10,1257.0,1313.0,1102.0,1484.0,1149.625,1192.915538771007,1180.5720154794367,1172.246,1229.3912068021252,1180.8091089766538,1178.8657,1193.167889399663,1170.0229576089644,1211.5729,1245.4681706898377,1204.2405801791977
1073,4,1569503626,1,2,10,905.0,1257.0,1313.0,1102.0,1113.0321,999.8957600596477,1139.7064672042256,1126.4238,1086.9264156816087,1152.5365702026986,1125.0642,1136.0498014834945,1147.7856167605698,1095.6442,1122.2583706046903,1137.0000744000533
880,4,1569502329,1,2,9,1073.0,905.0,1257.0,1313.0,1087.8291,1083.7243777462409,1104.2186387038005,1066.3232,1018.6985363963274,1077.0567926994743,1086.4794,1072.7944309158936,1082.3191613780223,1096.8037,1113.369230861451,1111.5921288486388
1211,4,1569501913,1,2,9,880.0,1073.0,905.0,1257.0,1055.8116,977.8924871940089,1085.4594655101137,1063.6464,1008.5345468607859,1091.4659136559799,1033.4943,980.1685151489476,1062.4362325000727,1059.4988,1031.1200295950061,1069.983482827506
830,4,1569501519,1,2,9,1211.0,880.0,1073.0,905.0,1082.1489,1159.3953410628224,1094.2827738278402,1076.2269,1058.4935706503654,1079.4265134907846,1053.1243,1059.432059716128,1077.4696306492322,1054.3328,1026.5326607735738,1084.641365703533
1192,4,1569501134,1,2,9,830.0,1211.0,880.0,1073.0,1043.6252,950.4739412137051,1039.2950776102234,1055.8126,1038.2078716392177,1048.848156253374,1027.3376,995.473788236041,1018.7004572483704,1031.4384,1007.3804349066372,1028.5873141011737
1163,4,1569500471,1,2,9,1192.0,830.0,1211.0,880.0,1082.1489,1148.9752206134217,1082.292487290066,1069.7333,1034.7383864081328,1057.1046655893713,1077.0901,1074.647623438106,1086.000934288052,1071.2502,1032.3834749281946,1069.4771463336606
890,4,1569499740,1,2,9,1163.0,1192.0,830.0,1211.0,1083.7446,1133.072065591582,1099.4954425300984,1074.847,1148.3674162278187,1123.5446080372426,1066.6669,1067.017569465387,1087.538233938767,1070.1091,1093.279957396439,1108.3214525193296
1037,4,1569499541,1,2,9,890.0,1163.0,1192.0,830.0,1055.8116,983.372589550831,1090.6841960437207,1070.1426,1042.811718392379,1094.5795059438149,1074.4034,1073.3774478617377,1098.0163611787548,1032.0557,1019.5310838292612,1064.4756320513636
977,4,1569498901,1,2,8,1037.0,890.0,1163.0,1192.0,1072.2906,1055.686822221543,1093.340674284303,1047.2173,994.2424481505416,1066.414342430771,1069.1932,1030.7025900213814,1077.7439047258522,1077.9862,1055.635279876477,1090.2971590285704
973,4,1569498481,1,2,8,977.0,1037.0,890.0,1163.0,1068.6268,1022.7853015972946,1091.7418059136085,1068.7773,1023.4905186072494,1081.9450330451232,1039.629,986.7789969516898,1059.8019405543696,1050.1124,1017.2682500360111,1067.517342159758
1019,4,1569498044,1,2,8,973.0,977.0,1037.0,890.0,1068.1885,1020.591283299626,1090.0952238785053,1056.167,1001.5712330414947,1075.5995693880093,1047.6263,1005.6028431282186,1074.9134451849338,1016.08527,978.0366393724266,1049.0107670963891
1098,4,1569497263,1,2,8,1019.0,973.0,977.0,1037.0,1071.1095,1045.8142086084717,1093.8491727279902,1055.1388,1016.3175513103668,1081.7954258596121,1038.8757,1002.5470552462759,1066.8459096732595,1043.2911,1004.9088379561877,1062.0461321033085
1073,4,1569496927,1,2,8,1098.0,1019.0,973.0,977.0,1077.5566,1089.1332756106017,1092.3042137440252,1065.1401,1059.7229929760185,1084.3901072767846,1049.5492,1034.0016609733782,1074.9131684230563,1035.3815,1018.6693913666609,1070.0822163816379
850,4,1569496384,1,2,8,1073.0,1098.0,1019.0,973.0,1076.425,1075.4237835960716,1094.3325746373728,1078.5864,1077.9790912478827,1089.8854983674307,1061.7845,1058.0294466816165,1085.7919544304127,1040.6051,1036.210163464239,1085.8692435752469
1221,4,1569496059,1,2,8,850.0,1073.0,1098.0,1019.0,1028.2607,953.141562219258,1034.2547683086298,1033.2776,991.3073449553665,1041.3035332333368,1052.4082,1011.4916673549039,1049.5423459391213,1039.406,1006.1617891073815,1049.1542125080066
1123,4,1569495451,1,2,7,1221.0,850.0,1073.0,1098.0,1071.5682,1148.2859468831807,1105.6580459295155,1071.7717,1038.3088271712807,1086.4430708221198,1052.5684,1041.553195843321,1079.5891585206634,1063.0548,1046.4008539189635,1086.6235480664775
902,4,1569495340,1,2,7,1123.0,1221.0,850.0,1073.0,1072.9928,1094.5476169798667,1098.308620852856,1069.734,1130.8437001093619,1112.4547513533155,1055.655,1055.3866171277448,1082.5452369588284,1061.7325,1053.4957332462623,1080.7683367456893
1048,4,1569495159,1,2,7,902.0,1123.0,1221.0,850.0,1042.6711,973.362298450154,1080.2841358307762,1052.4615,1019.9097357591643,1081.5640503476404,1076.6564,1060.4107513922474,1087.9265458620393,1029.681,1009.5824081026794,1086.1944712103666
1210,4,1569494484,1,2,7,1048.0,902.0,1123.0,1221.0,1067.9299,1053.4202439059463,1084.6796337589576,1039.6145,995.4835246478594,1055.6035670917076,1051.3586,1020.6062089061518,1063.355062362653,1061.1929,1051.9784445719247,1074.6775384741522
939,4,1569493675,1,2,7,1210.0,1048.0,902.0,1123.0,1066.8385,1142.2515771851185,1099.3422094214598,1067.9309,1102.1613595988226,1100.6345753802984,1049.7537,1047.5358861641514,1067.7243259950928,1058.2777,1057.245378950634,1075.891980871046
957,4,1569493462,1,2,7,939.0,1210.0,1048.0,902.0,1055.1622,993.6487785461795,1081.3641780180226,1065.6919,1062.6204823375076,1081.0145739354887,1058.9364,1050.8978560368398,1080.274050615282,1015.34375,1013.8589410883797,1055.4795725237789
1114,4,1569492771,1,2,7,957.0,939.0,1210.0,1048.0,1055.1622,1003.5180689815525,1082.660409950801,1033.2416,976.2547203328884,1048.689127018601,1067.7144,1026.395795125237,1059.1899006715423,1068.0094,1021.6574429743655,1077.0396986554383
1115,4,1569492588,1,2,7,1114.0,957.0,939.0,1210.0,1069.0615,1089.6085520357224,1096.2689110996535,1053.7457,1037.4108002501096,1082.125656311242,1025.3976,1008.1670477734235,1058.4527942113943,1041.3131,1042.0858695733136,1062.4278624366282
1094,4,1569492222,1,2,7,1115.0,1114.0,957.0,939.0,1069.0615,1090.1563784906884,1096.482605031145,1075.3026,1091.4483317881457,1089.7036643479548,1050.3159,1051.920020464803,1088.2930198977656,1039.3754,1023.9224075226148,1097.4989774636836
1189,4,1569491338,1,2,6,1094.0,1115.0,1114.0,957.0,987.7179,1070.347683255332,1024.101934367332,993.482,1077.7210297286058,1027.4361917501867,1000.9168,1077.3397100579239,1042.777449209243,997.9773,1044.196950617883,1027.0013233689751
1086,4,1569491183,1,2,6,1189.0,1094.0,1115.0,1114.0,1025.013,1122.44058754455,1041.5701660980737,1018.06024,1103.820593063084,1043.8044370774373,1020.115,1097.479481345176,1048.3961539396528,1023.62805,1091.1145421612623,1056.7478494915106
1099,4,1569490935,1,2,6,1086.0,1189.0,1094.0,1115.0,986.5864,1065.9603187152525,1026.2831282488978,1017.72974,1100.2229963257685,1046.9164211962318,1016.2272,1088.9624535132186,1061.7231413746274,1024.4539,1083.987826667611,1057.5270018562098
1004,4,1569490327,1,2,6,1099.0,1086.0,1189.0,1094.0,987.7179,1073.0879841358028,1022.3839332200884,993.482,1069.5548199507637,1017.3817443876247,1003.6037,1089.209651610686,1041.2019693701186,1008.2676,1079.4472454567926,1046.0284063048168
972,4,1569490150,1,2,6,1004.0,1099.0,1086.0,1189.0,986.5864,1020.9946061261062,1045.8849181605503,993.482,1040.719248797381,1046.1869133324933,997.52216,1042.874930858549,1043.3844623028388,1011.56683,1061.5093795354,1039.7677453217411
1077,4,1569489597,1,2,6,972.0,1004.0,1099.0,1086.0,986.5864,1003.4466590199677,1043.354099179468,985.7255,997.0221824523312,1029.6205873524307,986.90656,1013.7562294496745,1017.1160957563094,994.3734,1018.352327505489,1024.304177095427
1041,4,1569488934,1,2,6,1077.0,972.0,1004.0,1099.0,986.5864,1061.022325349662,1024.3201804192736,979.4964,1022.8629315279406,1009.5100524891101,979.66486,1011.022024341308,989.1811563137769,987.9592,1020.3050818531538,995.2372522137864
923,4,1569488652,1,2,6,1041.0,1077.0,972.0,1004.0,986.5864,1041.2813701690457,1047.3125098732207,993.482,1046.1566561257594,1040.7273296207443,993.17206,1020.1298673055715,1022.8150784252888,988.2901,1009.0724609759059,1008.8811265331311
1063,4,1569487776,1,2,5,923.0,1041.0,1077.0,972.0,890.3853,968.2828635167643,909.3822131740598,900.98267,985.795365779755,935.4408251554348,914.9192,998.2936766099103,952.9113120430753,913.01544,982.212378003584,945.8651290056883
936,4,1569487214,1,2,5,1063.0,923.0,1041.0,1077.0,892.4648,1045.0508780748132,923.1669430389946,882.677,994.4891052858027,894.2244154123242,899.47986,997.3378568074697,916.439787351376,916.9568,1003.1450350213468,930.1824881329335
849,4,1569486874,1,2,5,936.0,1063.0,923.0,1041.0,890.3853,975.4101094378539,915.6836447334924,900.98267,997.8717780950644,952.9073554039663,902.08777,970.6982766118497,948.5027339030753,916.12244,975.2252725199528,941.2689768182729
1102,4,1569486004,1,2,5,849.0,936.0,1063.0,923.0,837.14453,927.702532119908,848.0021903364744,828.69867,923.9638344188254,845.4602550795726,851.0151,949.1527922405689,877.3652222879641,859.8002,933.6579004203672,891.6178114388576
716,4,1569485943,1,2,5,1102.0,849.0,936.0,1063.0,893.59625,1066.4346633949726,916.7529328060618,881.7438,982.8455191039218,894.3848426974708,885.7973,964.267780192891,898.889974823203,900.2743,975.6059990744775,915.9629423745503
801,4,1569469196,1,1,0,716.0,1102.0,849.0,936.0,829.0028,813.2876165993548,837.563552187835,851.44214,900.5611353985907,869.5627043022561,854.7165,872.0654832219934,845.9968604755367,869.73395,867.5962066706329,844.7631843075901
842,4,1569466849,1,1,0,801.0,716.0,1102.0,849.0,835.7129,859.8939063020307,832.7813453602392,818.4938,798.3401718697098,830.5248602508011,851.9559,858.1582062583093,873.2826351116653,851.74585,838.4378153760044,873.9060429062758
991,3,1569465935,1,4,23,842.0,801.0,716.0,1102.0,1019.25653,1078.5881660917812,969.479343403266,985.5427,999.9001220470379,938.8182303040268,944.849,951.4731013423309,904.9244060327078,986.552,1004.4824139030961,939.7893115374122
876,3,1569464133,1,4,23,991.0,842.0,801.0,716.0,1069.6837,1160.2895495332732,1084.4258783556265,1043.9703,1066.1170277551826,1056.7789392779778,996.4209,1021.320390805736,999.9337284440782,986.7778,985.1860796174274,996.5849833811122
1061,3,1569463225,1,4,23,876.0,991.0,842.0,801.0,1024.6208,1097.2281547026328,990.7079590036203,1042.2131,1076.7806571092271,1030.1017204616865,1009.3393,1037.8229135588083,981.8111679957566,990.98456,1013.3682672150821,971.6747994452346
945,3,1569461377,1,4,22,1061.0,876.0,991.0,842.0,1084.8209,1190.3779138972573,1106.2319979005333,1043.9703,1095.5520468825341,1048.049924935797,1040.1261,1086.899744080182,1032.2513370399186,1030.0271,1058.3431955331316,1016.2806656934715
1155,3,1569460783,1,4,22,945.0,1061.0,876.0,991.0,1069.8705,1126.7686184144668,1061.6585476571695,1069.0414,1118.1761953838743,1073.5296095134622,1048.7959,1075.124545518571,1027.8041348823535,1049.9536,1077.9431755660084,1039.8241566018417
1646,3,1569458686,1,4,21,1155.0,945.0,1061.0,876.0,1113.9402,1233.626739543443,1115.951111106145,1065.6238,1145.3634959133608,1073.1271560182367,1057.7336,1139.1092534254628,1048.3362817547002,1055.8948,1104.3650791971281,1056.3331757738367
1044,3,1569458636,1,4,21,1646.0,1155.0,945.0,1061.0,1173.6394,1502.8658744933086,1151.0640866543617,1124.0372,1389.1843534348052,1163.626450487991,1099.6456,1294.027868893316,1124.4389905814733,1090.3652,1266.6386516467405,1122.8920221789733
1172,3,1569457840,1,4,21,1044.0,1646.0,1155.0,945.0,1110.417,1172.7588279346282,1123.0468992965812,1094.675,1346.189901519546,1181.6109409734852,1122.957,1307.1329684855293,1188.6995842704257,1129.0736,1248.1296356809044,1127.1458584075244
1063,3,1569456504,1,4,21,1172.0,1044.0,1646.0,1155.0,1113.9001,1242.9455538282773,1115.222998574566,1088.0869,1185.1707649374682,1083.9158633338147,1167.8851,1307.110664892107,1185.9536702616906,1180.4747,1285.7140557335933,1199.4405223984452
1065,3,1569456061,1,4,21,1063.0,1172.0,1044.0,1646.0,1109.5209,1183.1749146256116,1119.2201636091643,1093.0435,1190.7556720289692,1134.8162354981437,1094.2976,1167.4246829509245,1115.995560837727,1202.348,1274.9544108023583,1217.8822039849192
1037,3,1569455602,1,4,20,1065.0,1063.0,1172.0,1044.0,1182.129,1175.978845656277,1160.4107941375971,1134.2448,1147.4707712838856,1150.8263556208997,1153.8204,1164.5759550311939,1160.8616049293291,1150.7211,1153.5252813315442,1152.1210037686014
1136,3,1569454792,1,4,20,1037.0,1065.0,1063.0,1172.0,1178.8904,1160.6239266007815,1160.2270077717246,1134.2448,1138.34477602508,1152.0722907924335,1113.8915,1131.8058983139629,1123.0576741592295,1140.8402,1153.197300623312,1143.0006011900157
1132,3,1569454303,1,4,20,1136.0,1037.0,1065.0,1063.0,1186.5483,1214.9097490717359,1153.8390684532365,1168.394,1163.45158799771,1148.9652808201379,1150.6901,1151.4928942145496,1125.0054600781293,1135.5336,1148.3397346191755,1123.8730634447645
1320,3,1569453505,1,4,20,1132.0,1136.0,1037.0,1065.0,1186.5483,1212.7152156743896,1166.860085196047,1172.7749,1195.9034323370086,1166.961655702428,1153.7535,1168.521451373146,1165.2972058796277,1140.5004,1162.3059907172624,1154.9984606052262
1170,3,1569452389,1,4,19,1320.0,1132.0,1136.0,1037.0,1360.5563,1307.5110654040236,1309.1735994028293,1274.1625,1253.6839939005838,1269.0019879715962,1230.8715,1234.2599483841325,1249.604330728631,1209.9778,1207.4618501449913,1230.0665998201657
1343,3,1569452067,1,4,19,1170.0,1320.0,1132.0,1136.0,1305.02,1225.258302603972,1340.9748238218247,1338.5157,1265.4232493990605,1330.130788128584,1297.5228,1240.5651040534515,1300.6204568843998,1250.1482,1230.433335794185,1270.3910162808538
1319,3,1569451478,1,4,19,1343.0,1170.0,1320.0,1132.0,1360.5563,1320.1217853731782,1308.9243854228987,1299.9525,1274.734990952257,1274.5041956270943,1326.6395,1293.488361048436,1298.425417071684,1288.7242,1271.0589453974421,1283.4256754291519
801,3,1569450799,1,4,19,1319.0,1343.0,1170.0,1320.0,1360.5563,1306.9604479934642,1308.6003298073904,1369.6334,1325.4854306621608,1326.527599954228,1312.1737,1294.7671690825525,1312.2007716258743,1330.4885,1309.4579331670052,1347.2769358476148
1142,3,1569450616,1,4,19,801.0,1319.0,1343.0,1170.0,1180.6268,1022.9155659804542,1179.4497151033281,1236.5726,1135.8099566255494,1183.5708655832022,1270.5557,1192.685172266568,1236.804056783824,1260.6403,1194.8026178306359,1260.5093577277098
1471,3,1569450000,1,4,19,1142.0,801.0,1319.0,1343.0,1297.9065,1209.901589974253,1338.1888679650717,1187.1531,1078.1353025469496,1160.43785969734,1257.9922,1147.864765803026,1212.4486727957835,1303.8911,1195.8726983360266,1267.5583700998848
1464,3,1569449661,1,4,19,1471.0,1142.0,801.0,1319.0,1424.0166,1390.30782494288,1327.318248104832,1303.6605,1309.999882925127,1304.0572308715223,1181.04,1197.2603939664762,1196.3246286853587,1219.6735,1236.8202638999496,1245.7857052675988
1430,3,1569449438,1,4,19,1464.0,1471.0,1142.0,801.0,1402.1611,1386.4690659281937,1324.678890099903,1421.1198,1420.0519224529032,1367.8026333851515,1354.0189,1358.4828772363205,1372.0389871499087,1290.0256,1260.511864256017,1321.7472810950362
1456,3,1569448212,1,4,18,1430.0,1464.0,1471.0,1142.0,1402.1611,1359.5313497468196,1328.5442390695398,1421.1198,1399.0343794549924,1377.7911786026057,1433.0061,1419.2640707260414,1375.8669935745024,1374.9749,1369.5392374334365,1386.925463956495
1258,3,1569447870,1,4,18,1456.0,1430.0,1464.0,1471.0,1402.1611,1373.7879276713497,1328.9434391612906,1421.1198,1396.5158714110564,1377.2373415534566,1431.7874,1415.9927971882319,1374.0576349452338,1450.0715,1430.8525472683505,1403.8282460869088
1361,3,1569447735,1,4,18,1258.0,1456.0,1430.0,1464.0,1358.9801,1265.2146946243406,1326.1400819216772,1378.6962,1336.042351396635,1355.6142372875374,1400.1046,1362.007329220374,1368.211096311168,1426.0916,1385.8160322131375,1411.5921569389834
1300,3,1569446853,1,4,18,1361.0,1258.0,1456.0,1430.0,1385.6656,1321.693351091766,1340.8183495129024,1335.1066,1304.417021784276,1313.802143438052,1365.3044,1345.9800986517146,1345.8994991961374,1390.315,1367.2310208484114,1358.035548747758
1545,3,1569446542,1,4,18,1300.0,1361.0,1258.0,1456.0,1360.5563,1288.2436373072405,1318.8267167775105,1369.6334,1318.268677738213,1337.2620274224482,1358.6769,1308.5920458490166,1356.7645861618357,1393.2767,1344.0177201974298,1405.8337342866357
1463,3,1569445629,1,4,18,1545.0,1300.0,1361.0,1258.0,1425.2915,1422.5877633780847,1338.6919062536253,1429.3566,1383.2378397390341,1372.988834759453,1444.1199,1382.6435909127906,1410.90820986083,1423.1627,1364.980089782328,1404.864819684909
1393,3,1569444690,1,3,17,1463.0,1545.0,1300.0,1361.0,1402.1611,1369.3297196366443,1338.6005901609553,1435.4497,1431.5786828805146,1391.7635259986896,1440.2384,1401.152893482146,1408.2996648033077,1447.6569,1397.5662694048083,1415.5631035421284
1485,3,1569444082,1,3,17,1393.0,1463.0,1545.0,1300.0,1399.5798,1330.9444438711562,1326.4426995153638,1417.4229,1379.0146848777838,1368.9034555114758,1428.5206,1420.2568164992533,1363.6653929783604,1418.1543,1398.243802124749,1379.8581281120144
1470,3,1569443787,1,3,17,1485.0,1393.0,1463.0,1545.0,1425.2915,1381.3921023317607,1344.729252282635,1440.8961,1387.3071372330407,1371.8780555145088,1440.9246,1407.6729772397919,1372.0005207005734,1455.4454,1437.1161407555214,1404.7949582041538
1284,3,1569442641,1,3,17,1470.0,1485.0,1393.0,1463.0,1405.8716,1373.1652368051605,1341.565561144753,1430.2823,1413.5113433569957,1384.0933600885012,1435.9226,1410.0775442443753,1393.7802810803635,1450.268,1423.601827797776,1423.755209462489
1135,3,1569442326,1,3,17,1284.0,1470.0,1485.0,1393.0,1358.9801,1271.1719311896077,1320.0994577664483,1378.6962,1343.2212173753849,1355.291098851001,1395.6191,1378.9162863434883,1366.873001944367,1416.3728,1383.3848230585431,1402.4905370429647
1328,3,1569439813,1,3,16,1135.0,1284.0,1470.0,1485.0,1286.1926,1181.172279394275,1339.421482777347,1323.187,1220.7043416425674,1328.562034224825,1344.4822,1282.9361671138702,1339.3034549087379,1369.45,1322.9745272106734,1372.45433614128
1310,3,1569439087,1,3,16,1328.0,1135.0,1284.0,1470.0,1348.8423,1287.002540462208,1305.567079188589,1263.1604,1237.3644009414254,1262.210108380217,1262.3357,1252.6838586091183,1255.5510476033107,1290.2229,1299.3096340047632,1284.6989000754252
1417,3,1569437981,1,3,15,1310.0,1328.0,1135.0,1284.0,1306.8761,1268.8385745289183,1271.325377038496,1315.249,1290.3439934154592,1278.017824559605,1268.5717,1254.2703354567154,1275.425135896831,1270.8235,1263.9192710112557,1276.536306279122
