Sentido,Linha,DuraçãoViagem,TotalGiros,KmPerc,Ini,Fim,dia_semana,hora_dia,dia_ano,mes_ano,turno_dia,TotalGirosMean,DuraçãoViagemMean
0,1120,3900,28,31.218,2019-04-17 06:50:00,2019-04-17 07:55:00,3,6,107,4,2,31.0,3870.0
1,1120,3540,9,30.64,2019-04-17 07:16:00,2019-04-17 08:15:00,3,7,107,4,2,15.0,3840.0
1,1120,3480,11,30.64,2019-04-17 08:13:00,2019-04-17 09:11:00,3,8,107,4,2,16.5,3870.0
0,1120,4680,30,31.218,2019-04-17 08:15:00,2019-04-17 09:33:00,3,8,107,4,2,16.5,3870.0
0,1120,4620,28,31.218,2019-04-17 09:11:00,2019-04-17 10:28:00,3,9,107,4,2,17.0,4500.0
1,1120,3000,11,30.64,2019-04-17 10:27:00,2019-04-17 11:17:00,3,10,107,4,2,6.0,3240.0
0,1120,4020,16,31.218,2019-04-17 11:18:00,2019-04-17 12:25:00,3,11,107,4,2,11.0,4140.0
1,1120,3840,19,30.64,2019-04-17 11:18:00,2019-04-17 12:22:00,3,11,107,4,2,11.0,4140.0
0,1120,4020,12,31.218,2019-04-17 12:22:00,2019-04-17 13:29:00,3,12,107,4,2,15.0,4080.0
1,1120,3960,20,30.64,2019-04-17 12:27:00,2019-04-17 13:33:00,3,12,107,4,2,15.0,4080.0
0,1120,4980,14,31.218,2019-04-17 13:33:00,2019-04-17 14:56:00,3,13,107,4,2,16.0,4230.0
1,1120,3540,18,30.64,2019-04-17 13:39:00,2019-04-17 14:38:00,3,13,107,4,2,16.0,4230.0
0,1120,4920,17,31.218,2019-04-17 14:38:00,2019-04-17 16:00:00,3,14,107,4,2,17.0,4980.0
1,1120,3780,19,30.64,2019-04-17 15:50:00,2019-04-17 16:53:00,3,15,107,4,2,17.0,3840.0
0,1120,4200,9,31.218,2019-04-17 16:53:00,2019-04-17 18:03:00,3,16,107,4,2,26.5,4020.0
1,1120,3960,24,30.64,2019-04-17 16:57:00,2019-04-17 18:03:00,3,16,107,4,2,26.5,4020.0
0,1120,4140,14,31.218,2019-04-17 18:03:00,2019-04-17 19:12:00,3,18,107,4,4,18.0,4200.0
1,1120,4740,43,30.64,2019-04-17 18:20:00,2019-04-17 19:39:00,3,18,107,4,4,18.0,4200.0
1,1120,4080,32,30.64,2019-04-17 19:36:00,2019-04-17 20:44:00,3,19,107,4,4,23.0,3360.0
0,1120,3780,18,31.218,2019-04-18 06:04:00,2019-04-18 07:07:00,4,6,108,4,2,26.0,4230.0
0,1120,3720,32,31.218,2019-04-18 06:48:00,2019-04-18 07:50:00,4,6,108,4,2,26.0,4230.0
1,1120,3780,10,30.64,2019-04-18 07:07:00,2019-04-18 08:10:00,4,7,108,4,2,9.0,3540.0
0,1120,4860,20,31.218,2019-04-18 08:10:00,2019-04-18 09:31:00,4,8,108,4,2,20.5,4080.0
1,1120,3240,12,30.64,2019-04-18 08:15:00,2019-04-18 09:09:00,4,8,108,4,2,20.5,4080.0
0,1120,4260,18,31.218,2019-04-18 09:09:00,2019-04-18 10:20:00,4,9,108,4,2,28.0,4620.0
1,1120,3360,13,30.64,2019-04-18 10:24:00,2019-04-18 11:20:00,4,10,108,4,2,11.0,3000.0
0,1120,3840,22,31.218,2019-04-18 11:20:00,2019-04-18 12:24:00,4,11,108,4,2,17.5,3930.0
1,1120,3540,6,30.64,2019-04-18 11:21:00,2019-04-18 12:20:00,4,11,108,4,2,17.5,3930.0
0,1120,3780,9,31.218,2019-04-18 12:20:00,2019-04-18 13:23:00,4,12,108,4,2,16.0,3990.0
1,1120,3720,15,30.64,2019-04-18 12:26:00,2019-04-18 13:28:00,4,12,108,4,2,16.0,3990.0
0,1120,4020,10,31.218,2019-04-18 13:28:00,2019-04-18 14:35:00,4,13,108,4,2,16.0,4260.0
1,1120,3900,9,30.64,2019-04-18 13:28:00,2019-04-18 14:33:00,4,13,108,4,2,16.0,4260.0
0,1120,3600,10,31.218,2019-04-18 14:33:00,2019-04-18 15:33:00,4,14,108,4,2,17.0,4920.0
1,1120,3720,22,30.64,2019-04-18 15:49:00,2019-04-18 16:51:00,4,15,108,4,2,19.0,3780.0
0,1120,3600,8,31.218,2019-04-18 16:51:00,2019-04-18 17:51:00,4,16,108,4,2,16.5,4080.0
1,1120,3600,18,30.64,2019-04-18 16:58:00,2019-04-18 17:58:00,4,16,108,4,2,16.5,4080.0
1,1120,3840,18,30.64,2019-04-18 18:19:00,2019-04-18 19:23:00,4,18,108,4,4,28.5,4440.0
1,1120,3300,12,30.64,2019-04-18 19:44:00,2019-04-18 20:39:00,4,19,108,4,4,32.0,4080.0
0,1120,3780,24,31.218,2019-04-23 06:09:00,2019-04-23 07:12:00,2,6,113,4,2,23.0,4020.0
0,1120,3900,39,31.218,2019-04-23 06:49:00,2019-04-23 07:54:00,2,6,113,4,2,23.0,4020.0
1,1120,3540,6,30.64,2019-04-23 07:12:00,2019-04-23 08:11:00,2,7,113,4,2,6.0,3420.0
0,1120,4200,25,31.218,2019-04-23 08:11:00,2019-04-23 09:21:00,2,8,113,4,2,15.0,3960.0
1,1120,2940,5,30.64,2019-04-23 08:14:00,2019-04-23 09:03:00,2,8,113,4,2,15.0,3960.0
0,1120,3720,17,31.218,2019-04-23 09:03:00,2019-04-23 10:05:00,2,9,113,4,2,12.0,3900.0
1,1120,3180,9,30.64,2019-04-23 10:25:00,2019-04-23 11:18:00,2,10,113,4,2,12.0,3180.0
0,1120,3960,9,31.218,2019-04-23 11:18:00,2019-04-23 12:24:00,2,11,113,4,2,17.5,3780.0
1,1120,3540,10,30.64,2019-04-23 11:22:00,2019-04-23 12:21:00,2,11,113,4,2,17.5,3780.0
0,1120,4260,11,31.218,2019-04-23 12:21:00,2019-04-23 13:32:00,2,12,113,4,2,10.0,3480.0
1,1120,3720,11,30.64,2019-04-23 12:33:00,2019-04-23 13:35:00,2,12,113,4,2,10.0,3480.0
1,1120,3780,16,30.64,2019-04-23 13:30:00,2019-04-23 14:33:00,2,13,113,4,2,12.5,3600.0
0,1120,4140,14,31.218,2019-04-23 13:35:00,2019-04-23 14:44:00,2,13,113,4,2,12.5,3600.0
0,1120,3480,10,31.218,2019-04-23 14:33:00,2019-04-23 15:31:00,2,14,113,4,2,6.0,3600.0
1,1120,3840,17,30.64,2019-04-23 15:48:00,2019-04-23 16:52:00,2,15,113,4,2,38.0,4140.0
0,1120,3660,11,31.218,2019-04-23 16:52:00,2019-04-23 17:53:00,2,16,113,4,2,21.5,4500.0
1,1120,3960,20,30.64,2019-04-23 16:56:00,2019-04-23 18:02:00,2,16,113,4,2,21.5,4500.0
0,1120,3720,7,31.218,2019-04-23 18:02:00,2019-04-23 19:04:00,2,18,113,4,4,15.0,4200.0
1,1120,4440,33,30.64,2019-04-23 18:18:00,2019-04-23 19:32:00,2,18,113,4,4,15.0,4200.0
1,1120,3420,21,30.64,2019-04-23 19:48:00,2019-04-23 20:45:00,2,19,113,4,4,24.0,3480.0
0,1120,3840,21,31.218,2019-04-24 06:06:00,2019-04-24 07:10:00,3,6,114,4,2,31.5,3840.0
0,1120,4260,38,31.218,2019-04-24 06:49:00,2019-04-24 08:00:00,3,6,114,4,2,31.5,3840.0
1,1120,3600,6,30.64,2019-04-24 07:10:00,2019-04-24 08:10:00,3,7,114,4,2,6.0,3540.0
0,1120,4500,19,31.218,2019-04-24 08:10:00,2019-04-24 09:25:00,3,8,114,4,2,15.0,3570.0
1,1120,2880,0,30.64,2019-04-24 08:14:00,2019-04-24 09:02:00,3,8,114,4,2,15.0,3570.0
0,1120,4560,17,31.218,2019-04-24 09:02:00,2019-04-24 10:18:00,3,9,114,4,2,17.0,3720.0
1,1120,3240,8,30.64,2019-04-24 10:24:00,2019-04-24 11:18:00,3,10,114,4,2,9.0,3180.0
0,1120,4140,20,31.218,2019-04-24 11:18:00,2019-04-24 12:27:00,3,11,114,4,2,9.5,3750.0
1,1120,3780,10,30.64,2019-04-24 11:20:00,2019-04-24 12:23:00,3,11,114,4,2,9.5,3750.0
0,1120,4560,13,31.218,2019-04-24 12:23:00,2019-04-24 13:39:00,3,12,114,4,2,11.0,3990.0
1,1120,3960,13,30.64,2019-04-24 12:29:00,2019-04-24 13:35:00,3,12,114,4,2,11.0,3990.0
1,1120,4020,10,30.64,2019-04-24 13:33:00,2019-04-24 14:40:00,3,13,114,4,2,15.0,3960.0
0,1120,4200,11,31.218,2019-04-24 13:35:00,2019-04-24 14:45:00,3,13,114,4,2,15.0,3960.0
0,1120,4440,8,31.218,2019-04-24 14:40:00,2019-04-24 15:54:00,3,14,114,4,2,10.0,3480.0
1,1120,4200,22,30.64,2019-04-24 15:48:00,2019-04-24 16:58:00,3,15,114,4,2,17.0,3840.0
1,1120,4140,34,30.64,2019-04-24 16:55:00,2019-04-24 18:04:00,3,16,114,4,2,15.5,3810.0
0,1120,4680,11,31.218,2019-04-24 16:58:00,2019-04-24 18:16:00,3,16,114,4,2,15.5,3810.0
0,1120,3780,7,31.218,2019-04-24 18:04:00,2019-04-24 19:07:00,3,18,114,4,4,20.0,4080.0
1,1120,4680,24,30.64,2019-04-24 18:16:00,2019-04-24 19:34:00,3,18,114,4,4,20.0,4080.0
1,1120,4020,23,30.64,2019-04-24 19:38:00,2019-04-24 20:45:00,3,19,114,4,4,21.0,3420.0
0,1120,3960,25,31.218,2019-04-25 06:07:00,2019-04-25 07:13:00,4,6,115,4,2,29.5,4050.0
0,1120,4260,32,31.218,2019-04-25 06:50:00,2019-04-25 08:01:00,4,6,115,4,2,29.5,4050.0
1,1120,3360,7,30.64,2019-04-25 07:18:00,2019-04-25 08:14:00,4,7,115,4,2,6.0,3600.0
0,1120,4320,16,31.218,2019-04-25 08:14:00,2019-04-25 09:26:00,4,8,115,4,2,9.5,3690.0
1,1120,3000,4,30.64,2019-04-25 08:14:00,2019-04-25 09:04:00,4,8,115,4,2,9.5,3690.0
0,1120,4140,21,31.218,2019-04-25 09:04:00,2019-04-25 10:13:00,4,9,115,4,2,17.0,4560.0
1,1120,2580,1,30.64,2019-04-25 09:24:00,2019-04-25 10:07:00,4,9,115,4,2,17.0,4560.0
1,1120,3120,2,30.64,2019-04-25 10:24:00,2019-04-25 11:16:00,4,10,115,4,2,8.0,3240.0
0,1120,3960,14,31.218,2019-04-25 11:17:00,2019-04-25 12:23:00,4,11,115,4,2,15.0,3960.0
1,1120,3780,8,30.64,2019-04-25 11:25:00,2019-04-25 12:28:00,4,11,115,4,2,15.0,3960.0
1,1120,3840,14,30.64,2019-04-25 12:27:00,2019-04-25 13:31:00,4,12,115,4,2,13.0,4260.0
0,1120,3960,22,31.218,2019-04-25 12:28:00,2019-04-25 13:34:00,4,12,115,4,2,13.0,4260.0
1,1120,4320,14,30.64,2019-04-25 13:26:00,2019-04-25 14:38:00,4,13,115,4,2,10.5,4110.0
0,1120,3960,4,31.218,2019-04-25 13:31:00,2019-04-25 14:37:00,4,13,115,4,2,10.5,4110.0
0,1120,3900,11,31.218,2019-04-25 14:38:00,2019-04-25 15:43:00,4,14,115,4,2,8.0,4440.0
1,1120,3720,19,30.64,2019-04-25 15:50:00,2019-04-25 16:52:00,4,15,115,4,2,22.0,4200.0
0,1120,3840,10,31.218,2019-04-25 16:52:00,2019-04-25 17:56:00,4,16,115,4,2,22.5,4410.0
1,1120,4440,33,30.64,2019-04-25 16:57:00,2019-04-25 18:11:00,4,16,115,4,2,22.5,4410.0
0,1120,3840,3,31.218,2019-04-25 18:11:00,2019-04-25 19:15:00,4,18,115,4,4,15.5,4230.0
1,1120,4680,34,30.64,2019-04-25 18:20:00,2019-04-25 19:38:00,4,18,115,4,4,15.5,4230.0
1,1120,2940,12,30.64,2019-04-25 19:47:00,2019-04-25 20:36:00,4,19,115,4,4,23.0,4020.0
0,1120,3720,26,31.218,2019-04-26 06:08:00,2019-04-26 07:10:00,5,6,116,4,2,28.5,4110.0
0,1120,3840,33,31.218,2019-04-26 06:50:00,2019-04-26 07:54:00,5,6,116,4,2,28.5,4110.0
1,1120,3240,3,30.64,2019-04-26 07:16:00,2019-04-26 08:10:00,5,7,116,4,2,7.0,3360.0
0,1120,4620,21,31.218,2019-04-26 08:10:00,2019-04-26 09:27:00,5,8,116,4,2,10.0,3660.0
1,1120,3060,4,30.64,2019-04-26 08:14:00,2019-04-26 09:05:00,5,8,116,4,2,10.0,3660.0
0,1120,4200,17,31.218,2019-04-26 09:05:00,2019-04-26 10:15:00,5,9,116,4,2,11.0,3360.0
1,1120,3480,10,30.64,2019-04-26 10:23:00,2019-04-26 11:21:00,5,10,116,4,2,2.0,3120.0
0,1120,4320,15,31.218,2019-04-26 11:21:00,2019-04-26 12:33:00,5,11,116,4,2,11.0,3870.0
1,1120,3540,9,30.64,2019-04-26 11:24:00,2019-04-26 12:23:00,5,11,116,4,2,11.0,3870.0
0,1120,4140,10,31.218,2019-04-26 12:23:00,2019-04-26 13:32:00,5,12,116,4,2,18.0,3900.0
1,1120,3360,7,30.64,2019-04-26 12:34:00,2019-04-26 13:30:00,5,12,116,4,2,18.0,3900.0
1,1120,4260,13,30.64,2019-04-26 13:24:00,2019-04-26 14:35:00,5,13,116,4,2,9.0,4140.0
0,1120,4440,18,31.218,2019-04-26 13:30:00,2019-04-26 14:44:00,5,13,116,4,2,9.0,4140.0
0,1120,4140,11,31.218,2019-04-26 14:35:00,2019-04-26 15:44:00,5,14,116,4,2,11.0,3900.0
1,1120,3900,22,30.64,2019-04-26 15:50:00,2019-04-26 16:55:00,5,15,116,4,2,19.0,3720.0
1,1120,4320,23,30.64,2019-04-26 16:50:00,2019-04-26 18:02:00,5,16,116,4,2,21.5,4140.0
0,1120,3900,14,31.218,2019-04-26 16:55:00,2019-04-26 18:00:00,5,16,116,4,2,21.5,4140.0
0,1120,3840,10,31.218,2019-04-26 18:02:00,2019-04-26 19:06:00,5,18,116,4,4,18.5,4260.0
1,1120,4140,18,30.64,2019-04-26 18:21:00,2019-04-26 19:30:00,5,18,116,4,4,18.5,4260.0
1,1120,3420,17,30.64,2019-04-26 19:41:00,2019-04-26 20:38:00,5,19,116,4,4,12.0,2940.0
0,1120,3300,6,31.218,2019-04-27 06:48:00,2019-04-27 07:43:00,6,6,117,4,2,29.5,3780.0
0,1120,3540,17,31.218,2019-04-27 07:41:00,2019-04-27 08:40:00,6,7,117,4,2,3.0,3240.0
1,1120,2760,4,30.64,2019-04-27 08:09:00,2019-04-27 08:55:00,6,8,117,4,2,12.5,3840.0
0,1120,3420,11,31.218,2019-04-27 08:55:00,2019-04-27 09:52:00,6,8,117,4,2,12.5,3840.0
1,1120,3060,7,30.64,2019-04-27 10:07:00,2019-04-27 10:58:00,6,10,117,4,2,10.0,3480.0
0,1120,3240,2,31.218,2019-04-27 10:58:00,2019-04-27 11:52:00,6,10,117,4,2,10.0,3480.0
1,1120,3480,6,30.64,2019-04-27 11:21:00,2019-04-27 12:19:00,6,11,117,4,2,12.0,3930.0
1,1120,3060,7,30.64,2019-04-27 12:47:00,2019-04-27 13:38:00,6,12,117,4,2,8.5,3750.0
0,1120,3660,21,31.218,2019-04-30 06:06:00,2019-04-30 07:07:00,2,6,120,4,2,28.5,4260.0
0,1120,4320,44,31.218,2019-04-30 06:50:00,2019-04-30 08:02:00,2,6,120,4,2,28.5,4260.0
1,1120,3540,15,30.64,2019-04-30 07:17:00,2019-04-30 08:16:00,2,7,120,4,2,7.0,3120.0
1,1120,2880,7,30.64,2019-04-30 08:14:00,2019-04-30 09:02:00,2,8,120,4,2,19.0,3900.0
0,1120,4200,28,31.218,2019-04-30 08:16:00,2019-04-30 09:26:00,2,8,120,4,2,19.0,3900.0
0,1120,3960,27,31.218,2019-04-30 09:02:00,2019-04-30 10:08:00,2,9,120,4,2,18.0,3600.0
1,1120,3240,11,30.64,2019-04-30 10:23:00,2019-04-30 11:17:00,2,10,120,4,2,7.0,3300.0
0,1120,4140,13,31.218,2019-04-30 11:17:00,2019-04-30 12:26:00,2,11,120,4,2,12.0,3780.0
1,1120,3300,11,30.64,2019-04-30 11:25:00,2019-04-30 12:20:00,2,11,120,4,2,12.0,3780.0
0,1120,4380,20,31.218,2019-04-30 12:20:00,2019-04-30 13:33:00,2,12,120,4,2,19.5,4020.0
1,1120,3780,11,30.64,2019-04-30 12:28:00,2019-04-30 13:31:00,2,12,120,4,2,19.5,4020.0
0,1120,4020,9,31.218,2019-04-30 13:31:00,2019-04-30 14:38:00,2,13,120,4,2,10.5,4320.0
1,1120,3780,6,30.64,2019-04-30 13:37:00,2019-04-30 14:40:00,2,13,120,4,2,10.5,4320.0
0,1120,5040,11,31.218,2019-04-30 14:40:00,2019-04-30 16:04:00,2,14,120,4,2,4.0,3360.0
1,1120,4020,24,30.64,2019-04-30 15:50:00,2019-04-30 16:57:00,2,15,120,4,2,16.0,3840.0
1,1120,4140,33,30.64,2019-04-30 16:52:00,2019-04-30 18:01:00,2,16,120,4,2,17.0,3990.0
0,1120,4500,7,31.218,2019-04-30 16:57:00,2019-04-30 18:12:00,2,16,120,4,2,17.0,3990.0
0,1120,3900,11,31.218,2019-04-30 18:01:00,2019-04-30 19:06:00,2,18,120,4,4,17.0,4170.0
1,1120,4920,31,30.64,2019-04-30 18:20:00,2019-04-30 19:42:00,2,18,120,4,4,17.0,4170.0
1,1120,3540,18,30.64,2019-04-30 19:43:00,2019-04-30 20:42:00,2,19,120,4,4,15.0,3840.0
0,1120,3720,24,31.218,2019-05-03 06:06:00,2019-05-03 07:08:00,5,6,123,5,2,29.5,3900.0
0,1120,4080,40,31.218,2019-05-03 06:50:00,2019-05-03 07:58:00,5,6,123,5,2,29.5,3900.0
1,1120,3060,9,30.64,2019-05-03 07:17:00,2019-05-03 08:08:00,5,7,123,5,2,6.0,3060.0
0,1120,4860,16,31.218,2019-05-03 08:08:00,2019-05-03 09:29:00,5,8,123,5,2,11.0,3930.0
1,1120,3180,3,30.64,2019-05-03 08:13:00,2019-05-03 09:06:00,5,8,123,5,2,11.0,3930.0
0,1120,4140,16,31.218,2019-05-03 09:06:00,2019-05-03 10:15:00,5,9,123,5,2,7.0,3660.0
1,1120,3480,9,30.64,2019-05-03 10:22:00,2019-05-03 11:20:00,5,10,123,5,2,8.0,3120.0
0,1120,3720,13,31.218,2019-05-03 11:20:00,2019-05-03 12:22:00,5,11,123,5,2,18.5,3720.0
1,1120,3180,11,30.64,2019-05-03 11:25:00,2019-05-03 12:18:00,5,11,123,5,2,18.5,3720.0
0,1120,4380,13,31.218,2019-05-03 12:18:00,2019-05-03 13:31:00,5,12,123,5,2,9.5,3990.0
1,1120,3720,18,30.64,2019-05-03 12:32:00,2019-05-03 13:34:00,5,12,123,5,2,9.5,3990.0
1,1120,4500,14,30.64,2019-05-03 13:23:00,2019-05-03 14:38:00,5,13,123,5,2,10.0,4230.0
0,1120,4140,16,31.218,2019-05-03 13:34:00,2019-05-03 14:43:00,5,13,123,5,2,10.0,4230.0
0,1120,3660,3,31.218,2019-05-03 14:38:00,2019-05-03 15:39:00,5,14,123,5,2,10.0,4020.0
1,1120,3900,21,30.64,2019-05-03 15:47:00,2019-05-03 16:52:00,5,15,123,5,2,25.0,3660.0
0,1120,3720,8,31.218,2019-05-03 16:52:00,2019-05-03 17:54:00,5,16,123,5,2,16.0,4080.0
1,1120,4800,39,30.64,2019-05-03 16:57:00,2019-05-03 18:17:00,5,16,123,5,2,16.0,4080.0
0,1120,3600,7,31.218,2019-05-03 18:17:00,2019-05-03 19:17:00,5,18,123,5,4,36.0,4740.0
1,1120,4800,26,30.64,2019-05-03 18:18:00,2019-05-03 19:38:00,5,18,123,5,4,36.0,4740.0
1,1120,3240,22,30.64,2019-05-03 19:43:00,2019-05-03 20:37:00,5,19,123,5,4,28.0,3480.0
0,1120,3300,9,31.218,2019-05-04 06:49:00,2019-05-04 07:44:00,6,6,124,5,2,32.0,3900.0
0,1120,3360,15,31.218,2019-05-04 07:40:00,2019-05-04 08:36:00,6,7,124,5,2,9.0,3060.0
1,1120,2820,4,30.64,2019-05-04 08:09:00,2019-05-04 08:56:00,6,8,124,5,2,9.5,4020.0
0,1120,3360,9,31.218,2019-05-04 08:56:00,2019-05-04 09:52:00,6,8,124,5,2,9.5,4020.0
1,1120,3060,4,30.64,2019-05-04 10:07:00,2019-05-04 10:58:00,6,10,124,5,2,9.0,3480.0
0,1120,3180,3,31.218,2019-05-04 10:58:00,2019-05-04 11:51:00,6,10,124,5,2,9.0,3480.0
1,1120,3480,6,30.64,2019-05-04 11:19:00,2019-05-04 12:17:00,6,11,124,5,2,12.0,3450.0
1,1120,3240,5,30.64,2019-05-04 12:44:00,2019-05-04 13:38:00,6,12,124,5,2,15.5,4050.0
0,1120,4320,27,31.218,2019-05-07 06:05:00,2019-05-07 07:17:00,2,6,127,5,2,34.0,4050.0
0,1120,3660,29,31.218,2019-05-07 06:50:00,2019-05-07 07:51:00,2,6,127,5,2,34.0,4050.0
1,1120,3240,4,30.64,2019-05-07 07:17:00,2019-05-07 08:11:00,2,7,127,5,2,4.0,3360.0
0,1120,4680,29,31.218,2019-05-07 08:11:00,2019-05-07 09:29:00,2,8,127,5,2,15.0,3840.0
1,1120,2940,1,30.64,2019-05-07 08:12:00,2019-05-07 09:01:00,2,8,127,5,2,15.0,3840.0
0,1120,4860,19,31.218,2019-05-07 09:01:00,2019-05-07 10:22:00,2,9,127,5,2,17.0,3540.0
1,1120,3420,7,30.64,2019-05-07 10:20:00,2019-05-07 11:17:00,2,10,127,5,2,11.0,3360.0
0,1120,3720,13,31.218,2019-05-07 11:17:00,2019-05-07 12:19:00,2,11,127,5,2,15.5,3510.0
1,1120,3540,13,30.64,2019-05-07 11:22:00,2019-05-07 12:21:00,2,11,127,5,2,15.5,3510.0
0,1120,3960,10,31.218,2019-05-07 12:21:00,2019-05-07 13:27:00,2,12,127,5,2,15.0,3810.0
1,1120,3780,12,30.64,2019-05-07 12:28:00,2019-05-07 13:31:00,2,12,127,5,2,15.0,3810.0
0,1120,4440,17,31.218,2019-05-07 13:31:00,2019-05-07 14:45:00,2,13,127,5,2,12.5,4110.0
1,1120,3780,16,30.64,2019-05-07 13:40:00,2019-05-07 14:43:00,2,13,127,5,2,12.5,4110.0
0,1120,4080,11,31.218,2019-05-07 14:43:00,2019-05-07 15:51:00,2,14,127,5,2,20.0,4680.0
1,1120,4140,33,30.64,2019-05-07 15:49:00,2019-05-07 16:58:00,2,15,127,5,2,19.0,3840.0
1,1120,4800,21,30.64,2019-05-07 16:41:00,2019-05-07 18:01:00,2,16,127,5,2,21.5,4170.0
0,1120,3900,17,31.218,2019-05-07 16:58:00,2019-05-07 18:03:00,2,16,127,5,2,21.5,4170.0
0,1120,4140,6,31.218,2019-05-07 18:01:00,2019-05-07 19:10:00,2,18,127,5,4,36.0,4380.0
1,1120,4440,37,30.64,2019-05-07 18:19:00,2019-05-07 19:33:00,2,18,127,5,4,36.0,4380.0
1,1120,3240,23,30.64,2019-05-07 19:44:00,2019-05-07 20:38:00,2,19,127,5,4,17.0,3240.0
0,1120,4140,25,31.218,2019-05-08 06:07:00,2019-05-08 07:16:00,3,6,128,5,2,28.0,3990.0
0,1120,3840,39,31.218,2019-05-08 06:49:00,2019-05-08 07:53:00,3,6,128,5,2,28.0,3990.0
1,1120,3120,8,30.64,2019-05-08 07:16:00,2019-05-08 08:08:00,3,7,128,5,2,4.0,3240.0
0,1120,4080,21,31.218,2019-05-08 08:08:00,2019-05-08 09:16:00,3,8,128,5,2,15.0,3810.0
1,1120,3120,5,30.64,2019-05-08 08:13:00,2019-05-08 09:05:00,3,8,128,5,2,15.0,3810.0
0,1120,3780,24,31.218,2019-05-08 09:05:00,2019-05-08 10:08:00,3,9,128,5,2,19.0,4860.0
1,1120,3240,8,30.64,2019-05-08 10:24:00,2019-05-08 11:18:00,3,10,128,5,2,7.0,3420.0
0,1120,4020,19,31.218,2019-05-08 11:18:00,2019-05-08 12:25:00,3,11,128,5,2,13.0,3630.0
1,1120,3480,15,30.64,2019-05-08 11:22:00,2019-05-08 12:20:00,3,11,128,5,2,13.0,3630.0
0,1120,4320,21,31.218,2019-05-08 12:20:00,2019-05-08 13:32:00,3,12,128,5,2,11.0,3870.0
1,1120,3960,10,30.64,2019-05-08 12:25:00,2019-05-08 13:31:00,3,12,128,5,2,11.0,3870.0
0,1120,3780,9,31.218,2019-05-08 13:31:00,2019-05-08 14:34:00,3,13,128,5,2,16.5,4110.0
1,1120,3540,10,30.64,2019-05-08 13:36:00,2019-05-08 14:35:00,3,13,128,5,2,16.5,4110.0
0,1120,3720,7,31.218,2019-05-08 14:35:00,2019-05-08 15:37:00,3,14,128,5,2,11.0,4080.0
1,1120,3900,23,30.64,2019-05-08 15:49:00,2019-05-08 16:54:00,3,15,128,5,2,33.0,4140.0
1,1120,5220,36,30.64,2019-05-08 16:35:00,2019-05-08 18:02:00,3,16,128,5,2,19.0,4350.0
0,1120,4020,4,31.218,2019-05-08 16:54:00,2019-05-08 18:01:00,3,16,128,5,2,19.0,4350.0
0,1120,3780,6,31.218,2019-05-08 18:02:00,2019-05-08 19:05:00,3,18,128,5,4,21.5,4290.0
1,1120,5100,44,30.64,2019-05-08 18:22:00,2019-05-08 19:47:00,3,18,128,5,4,21.5,4290.0
1,1120,3420,24,30.64,2019-05-08 19:45:00,2019-05-08 20:42:00,3,19,128,5,4,23.0,3240.0
0,1120,3900,21,31.218,2019-05-09 06:03:00,2019-05-09 07:08:00,4,6,129,5,2,32.0,3990.0
0,1120,3900,35,31.218,2019-05-09 06:50:00,2019-05-09 07:55:00,4,6,129,5,2,32.0,3990.0
1,1120,3420,6,30.64,2019-05-09 07:13:00,2019-05-09 08:10:00,4,7,129,5,2,8.0,3120.0
0,1120,4740,22,31.218,2019-05-09 08:10:00,2019-05-09 09:29:00,4,8,129,5,2,13.0,3600.0
1,1120,3120,4,30.64,2019-05-09 08:13:00,2019-05-09 09:05:00,4,8,129,5,2,13.0,3600.0
0,1120,4260,21,31.218,2019-05-09 09:05:00,2019-05-09 10:16:00,4,9,129,5,2,24.0,3780.0
1,1120,3240,4,30.64,2019-05-09 10:25:00,2019-05-09 11:19:00,4,10,129,5,2,8.0,3240.0
0,1120,3780,15,31.218,2019-05-09 11:19:00,2019-05-09 12:22:00,4,11,129,5,2,17.0,3750.0
1,1120,3480,7,30.64,2019-05-09 11:23:00,2019-05-09 12:21:00,4,11,129,5,2,17.0,3750.0
0,1120,4320,17,31.218,2019-05-09 12:21:00,2019-05-09 13:33:00,4,12,129,5,2,15.5,4140.0
1,1120,3840,9,30.64,2019-05-09 12:27:00,2019-05-09 13:31:00,4,12,129,5,2,15.5,4140.0
1,1120,3900,12,30.64,2019-05-09 13:30:00,2019-05-09 14:35:00,4,13,129,5,2,9.5,3660.0
0,1120,3840,11,31.218,2019-05-09 13:31:00,2019-05-09 14:35:00,4,13,129,5,2,9.5,3660.0
0,1120,4080,9,31.218,2019-05-09 14:35:00,2019-05-09 15:43:00,4,14,129,5,2,7.0,3720.0
1,1120,3780,28,30.64,2019-05-09 15:50:00,2019-05-09 16:53:00,4,15,129,5,2,23.0,3900.0
0,1120,4380,17,31.218,2019-05-09 16:53:00,2019-05-09 18:06:00,4,16,129,5,2,20.0,4620.0
1,1120,3960,28,30.64,2019-05-09 16:55:00,2019-05-09 18:01:00,4,16,129,5,2,20.0,4620.0
0,1120,3780,8,31.218,2019-05-09 18:01:00,2019-05-09 19:04:00,4,18,129,5,4,25.0,4440.0
1,1120,4620,30,30.64,2019-05-09 18:18:00,2019-05-09 19:35:00,4,18,129,5,4,25.0,4440.0
1,1120,3360,23,30.64,2019-05-09 19:45:00,2019-05-09 20:41:00,4,19,129,5,4,24.0,3420.0
