Teste,Rota,Modelo,Métrica,Valor
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,RF,MAPE,0.10399671358824214
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,RF,Tempo de treino,2.808561
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,RF,Tempo de predição,0.16598
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,LR,RRSE,0.7286512974893975
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,LR,MAPE,0.11431531595405393
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,LR,Tempo de treino,0.3
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 33642,LR,Tempo de predição,0.999
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,XGB,RRSE,0.683365534896862
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,XGB,MAPE,0.10191082956839607
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,XGB,Tempo de treino,1.44308
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,XGB,Tempo de predição,0.5999
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,RF,RRSE,0.6851087416368545
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,RF,MAPE,0.10385798450046842
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,RF,Tempo de treino,2.971824
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,RF,Tempo de predição,0.166207
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,LR,RRSE,0.7250227037186583
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,LR,MAPE,0.11363679517559079
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,LR,Tempo de treino,0.2999
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 33642,LR,Tempo de predição,0.1
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,RRSE,0.6853790950194674
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,MAPE,0.10396407854508699
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de treino,0.947017
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de predição,0.1
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,RRSE,0.6859317284141169
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,MAPE,0.10656458939456896
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de treino,0.6669
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de predição,0.255576
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,RRSE,0.7367626160202082
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,MAPE,0.11721878572933123
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de treino,0.1997
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de predição,0.1999
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,RRSE,0.6902604863724698
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,MAPE,0.10267028409584227
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de treino,1.119071
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de predição,0.7996
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,RRSE,0.6872683019678251
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,MAPE,0.10398392104950967
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de treino,0.94776
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de predição,0.27208
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,RRSE,0.7388220679343954
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,MAPE,0.11625713645208943
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de treino,0.2001
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de predição,0.2
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,RRSE,0.6822636314329509
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,MAPE,0.10159962141515369
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de treino,1.167562
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de predição,0.35996
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,RRSE,0.6837589291507318
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,MAPE,0.10339500725552202
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de treino,1.241622
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de predição,0.207004
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,RRSE,0.7483727109817399
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,MAPE,0.1165320035964439
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de treino,0.2972
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de predição,0.1998
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,RRSE,0.6895031626500685
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,MAPE,0.10119297090744347
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de treino,1.230998
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de predição,0.21998
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,RRSE,0.6902533075745397
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,MAPE,0.1032317459979242
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de treino,1.529
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de predição,0.177034
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,RRSE,0.7580683988720933
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,MAPE,0.11751474172824102
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de treino,0.2001
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de predição,0.1997
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,RRSE,0.6857706210453482
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,MAPE,0.10186483508982694
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de treino,1.272998
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,XGB,Tempo de predição,0.10968
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,RRSE,0.6862115501269899
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,MAPE,0.10382891748363265
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de treino,1.801003
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,RF,Tempo de predição,0.128003
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,RRSE,0.7581215013262192
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,MAPE,0.12075758072883445
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de treino,0.3029
"4 Teste de quantidade de dados para treino - 10 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 33642,LR,Tempo de predição,0.1998
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,XGB,RRSE,0.9519152349372465
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,XGB,MAPE,0.22726936201577635
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,XGB,Tempo de treino,1.168999
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,XGB,Tempo de predição,0.29999
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,RF,RRSE,1.048952690053527
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,RF,MAPE,0.27990247701008897
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,RF,Tempo de treino,0.964001
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,RF,Tempo de predição,0.66
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,LR,RRSE,1.0113613182641148
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,LR,MAPE,0.22098256888796805
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,LR,Tempo de treino,0.1999
"0 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, turno_dia, qtdDiasAno, partidaTimeStamp]",SP - 32893,LR,Tempo de predição,0.1
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,XGB,RRSE,0.9450378614278256
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,XGB,MAPE,0.22381196238193354
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,XGB,Tempo de treino,0.885999
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,XGB,Tempo de predição,0.24026
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,RF,RRSE,0.9473118232260175
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,RF,MAPE,0.22713852612246438
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,RF,Tempo de treino,0.661451
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,RF,Tempo de predição,0.81
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,LR,RRSE,0.9955533220785527
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,LR,MAPE,0.24941603677692126
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,LR,Tempo de treino,0.2002
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia]",SP - 32893,LR,Tempo de predição,0.1002
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,XGB,RRSE,0.9882557045054347
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,XGB,MAPE,0.23878649104040076
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,XGB,Tempo de treino,0.849999
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,XGB,Tempo de predição,0.3
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,RF,RRSE,0.9884156343547087
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,RF,MAPE,0.24139667472867266
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,RF,Tempo de treino,0.526001
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,RF,Tempo de predição,0.61
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,LR,RRSE,0.9961419368603107
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,LR,MAPE,0.24934239880578105
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,LR,Tempo de treino,0.1999
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia]",SP - 32893,LR,Tempo de predição,0.1
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,XGB,RRSE,1.011661217325538
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,XGB,MAPE,0.2694672618007977
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,XGB,Tempo de treino,0.895
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,XGB,Tempo de predição,0.27996
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,RF,RRSE,1.013951474885336
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,RF,MAPE,0.25984503151796595
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,RF,Tempo de treino,0.87
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,RF,Tempo de predição,0.70002
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,LR,RRSE,1.008438307205428
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,LR,MAPE,0.2207931630172646
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,LR,Tempo de treino,0.2003
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, qtdDiasAno]",SP - 32893,LR,Tempo de predição,0.1
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,XGB,RRSE,1.071269879702727
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,XGB,MAPE,0.28157762650599755
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,XGB,Tempo de treino,0.859998
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,XGB,Tempo de predição,0.25969
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,RF,RRSE,1.0691950982234781
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,RF,MAPE,0.277457169436641
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,RF,Tempo de treino,0.719031
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,RF,Tempo de predição,0.61999
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,LR,RRSE,1.0088015777611414
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,LR,MAPE,0.22075115359757974
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,LR,Tempo de treino,0.2
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, qtdDiasAno]",SP - 32893,LR,Tempo de predição,0.1
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,XGB,RRSE,1.07607326751777
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,XGB,MAPE,0.30132270749717643
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,XGB,Tempo de treino,1.11997
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,XGB,Tempo de predição,0.22966
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,RF,RRSE,0.979210358960847
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,RF,MAPE,0.24742187335676868
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,RF,Tempo de treino,1.32999
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,RF,Tempo de predição,0.68
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,LR,RRSE,1.0084350852617152
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,LR,MAPE,0.22079316060668636
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,LR,Tempo de treino,0.2034
"1 Teste de Colunas - [dia_semana, tipo_dia, hora_dia, partidaTimeStamp]",SP - 32893,LR,Tempo de predição,0.999
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,XGB,RRSE,1.1381433356709911
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,XGB,MAPE,0.2896390254628305
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,XGB,Tempo de treino,1.233999
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,XGB,Tempo de predição,0.18
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,RF,RRSE,1.1266957728037157
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,RF,MAPE,0.2862654489181433
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,RF,Tempo de treino,0.915013
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,RF,Tempo de predição,0.6
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,LR,RRSE,1.0087140114770456
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,LR,MAPE,0.22080327905740912
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,LR,Tempo de treino,0.1999
"1 Teste de Colunas - [dia_semana, tipo_dia, turno_dia, partidaTimeStamp]",SP - 32893,LR,Tempo de predição,0.2
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,XGB,RRSE,0.9609381463481033
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,XGB,MAPE,0.2223808164832041
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,XGB,Tempo de treino,0.949999
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,XGB,Tempo de predição,0.37999
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,RF,RRSE,0.948067223188112
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,RF,MAPE,0.22573095455054204
