data_partida,DataFimm,tempo_viagem,partidaTimeStamp,dia_semana,tipo_dia,hora_dia,turno_dia,qtdDiasAno
2019-01-21 18:04:00,2019-01-21 18:19:00,900,1548093840,1,1,18,4,21
2019-01-21 18:34:00,2019-01-21 18:47:00,780,1548095640,1,1,18,4,21
2019-01-21 18:58:00,2019-01-21 19:11:00,780,1548097080,1,1,18,4,21
2019-01-21 19:31:00,2019-01-21 19:41:00,600,1548099060,1,1,19,4,21
2019-01-21 19:53:00,2019-01-21 20:04:00,660,1548100380,1,1,19,4,21
2019-01-21 20:22:00,2019-01-21 20:34:00,720,1548102120,1,1,20,4,21
2019-01-21 21:01:00,2019-01-21 21:14:00,780,1548104460,1,1,21,4,21
2019-01-21 21:54:00,2019-01-21 22:06:00,720,1548107640,1,1,21,4,21
2019-01-21 22:44:00,2019-01-21 22:55:00,660,1548110640,1,1,22,4,21
2019-01-21 23:15:00,2019-01-21 23:27:00,720,1548112500,1,1,23,4,21
2019-01-21 23:45:00,2019-01-21 23:57:00,720,1548114300,1,1,23,4,21
2019-01-20 05:29:00,2019-01-20 05:42:00,780,1547962140,7,1,5,2,20
2019-01-20 06:41:00,2019-01-20 06:52:00,660,1547966460,7,1,6,2,20
2019-01-20 07:47:00,2019-01-20 08:01:00,840,1547970420,7,1,7,2,20
2019-01-20 09:07:00,2019-01-20 09:20:00,780,1547975220,7,1,9,2,20
2019-01-20 10:47:00,2019-01-20 11:01:00,840,1547981220,7,1,10,2,20
2019-01-20 13:51:00,2019-01-20 14:02:00,660,1547992260,7,1,13,2,20
2019-01-20 15:58:00,2019-01-20 16:12:00,840,1547999880,7,1,15,2,20
2019-01-20 17:32:00,2019-01-20 17:44:00,720,1548005520,7,1,17,2,20
2019-01-20 19:04:00,2019-01-20 19:18:00,840,1548011040,7,1,19,4,20
2019-01-20 20:44:00,2019-01-20 20:58:00,840,1548017040,7,1,20,4,20
2019-01-20 23:10:00,2019-01-20 23:21:00,660,1548025800,7,1,23,4,20
2019-01-19 06:00:00,2019-01-19 06:13:00,780,1547877600,6,1,6,2,19
2019-01-19 07:20:00,2019-01-19 07:37:00,1020,1547882400,6,1,7,2,19
2019-01-19 08:01:00,2019-01-19 08:16:00,900,1547884860,6,1,8,2,19
2019-01-19 08:35:00,2019-01-19 08:48:00,780,1547886900,6,1,8,2,19
2019-01-19 10:02:00,2019-01-19 10:15:00,780,1547892120,6,1,10,2,19
2019-01-19 11:24:00,2019-01-19 11:39:00,900,1547897040,6,1,11,2,19
2019-01-19 12:33:00,2019-01-19 12:44:00,660,1547901180,6,1,12,2,19
2019-01-19 13:18:00,2019-01-19 13:30:00,720,1547903880,6,1,13,2,19
2019-01-19 15:01:00,2019-01-19 15:16:00,900,1547910060,6,1,15,2,19
2019-01-19 15:48:00,2019-01-19 16:00:00,720,1547912880,6,1,15,2,19
2019-01-19 16:47:00,2019-01-19 17:01:00,840,1547916420,6,1,16,2,19
2019-01-19 18:36:00,2019-01-19 18:51:00,900,1547922960,6,1,18,4,19
2019-01-19 20:50:00,2019-01-19 21:03:00,780,1547931000,6,1,20,4,19
2019-01-19 23:01:00,2019-01-19 23:11:00,600,1547938860,6,1,23,4,19
2019-01-18 05:29:00,2019-01-18 05:42:00,780,1547789340,5,1,5,2,18
2019-01-18 06:00:00,2019-01-18 06:18:00,1080,1547791200,5,1,6,2,18
2019-01-18 06:31:00,2019-01-18 06:45:00,840,1547793060,5,1,6,2,18
2019-01-18 06:46:00,2019-01-18 07:00:00,840,1547793960,5,1,6,2,18
2019-01-18 07:05:00,2019-01-18 07:26:00,1260,1547795100,5,1,7,2,18
2019-01-18 07:23:00,2019-01-18 07:35:00,720,1547796180,5,1,7,2,18
2019-01-18 07:51:00,2019-01-18 08:03:00,720,1547797860,5,1,7,2,18
2019-01-18 08:00:00,2019-01-18 08:15:00,900,1547798400,5,1,8,2,18
2019-01-18 08:32:00,2019-01-18 08:50:00,1080,1547800320,5,1,8,2,18
2019-01-18 09:27:00,2019-01-18 09:41:00,840,1547803620,5,1,9,2,18
2019-01-18 10:54:00,2019-01-18 11:09:00,900,1547808840,5,1,10,2,18
2019-01-18 11:50:00,2019-01-18 12:03:00,780,1547812200,5,1,11,2,18
2019-01-18 11:58:00,2019-01-18 12:11:00,780,1547812680,5,1,11,2,18
2019-01-18 12:14:00,2019-01-18 12:27:00,780,1547813640,5,1,12,2,18
2019-01-18 12:47:00,2019-01-18 13:01:00,840,1547815620,5,1,12,2,18
2019-01-18 13:03:00,2019-01-18 13:16:00,780,1547816580,5,1,13,2,18
2019-01-18 13:54:00,2019-01-18 14:09:00,900,1547819640,5,1,13,2,18
2019-01-18 14:55:00,2019-01-18 15:09:00,840,1547823300,5,1,14,2,18
2019-01-18 16:08:00,2019-01-18 16:24:00,960,1547827680,5,1,16,2,18
2019-01-18 16:59:00,2019-01-18 17:12:00,780,1547830740,5,1,16,2,18
2019-01-18 17:53:00,2019-01-18 18:07:00,840,1547833980,5,1,17,2,18
2019-01-18 18:04:00,2019-01-18 18:18:00,840,1547834640,5,1,18,4,18
2019-01-18 18:34:00,2019-01-18 18:46:00,720,1547836440,5,1,18,4,18
2019-01-18 18:58:00,2019-01-18 19:11:00,780,1547837880,5,1,18,4,18
2019-01-18 19:54:00,2019-01-18 20:05:00,660,1547841240,5,1,19,4,18
2019-01-18 20:24:00,2019-01-18 20:36:00,720,1547843040,5,1,20,4,18
2019-01-18 21:00:00,2019-01-18 21:13:00,780,1547845200,5,1,21,4,18
2019-01-18 21:55:00,2019-01-18 22:07:00,720,1547848500,5,1,21,4,18
2019-01-18 22:44:00,2019-01-18 22:56:00,720,1547851440,5,1,22,4,18
2019-01-18 23:12:00,2019-01-18 23:25:00,780,1547853120,5,1,23,4,18
2019-01-18 23:47:00,2019-01-18 23:59:00,720,1547855220,5,1,23,4,18
2019-01-17 05:28:00,2019-01-17 05:43:00,900,1547702880,4,1,5,2,17
2019-01-17 06:00:00,2019-01-17 06:16:00,960,1547704800,4,1,6,2,17
2019-01-17 06:30:00,2019-01-17 06:45:00,900,1547706600,4,1,6,2,17
2019-01-17 06:45:00,2019-01-17 07:01:00,960,1547707500,4,1,6,2,17
2019-01-17 07:24:00,2019-01-17 07:42:00,1080,1547709840,4,1,7,2,17
2019-01-17 07:49:00,2019-01-17 08:02:00,780,1547711340,4,1,7,2,17
2019-01-17 07:59:00,2019-01-17 08:14:00,900,1547711940,4,1,7,2,17
2019-01-17 08:31:00,2019-01-17 08:48:00,1020,1547713860,4,1,8,2,17
2019-01-17 09:26:00,2019-01-17 09:41:00,900,1547717160,4,1,9,2,17
2019-01-17 10:54:00,2019-01-17 11:08:00,840,1547722440,4,1,10,2,17
2019-01-17 11:38:00,2019-01-17 11:51:00,780,1547725080,4,1,11,2,17
2019-01-17 11:51:00,2019-01-17 12:03:00,720,1547725860,4,1,11,2,17
2019-01-17 12:00:00,2019-01-17 12:15:00,900,1547726400,4,1,12,2,17
2019-01-17 12:14:00,2019-01-17 12:26:00,720,1547727240,4,1,12,2,17
2019-01-17 12:47:00,2019-01-17 13:02:00,900,1547729220,4,1,12,2,17
2019-01-17 13:03:00,2019-01-17 13:16:00,780,1547730180,4,1,13,2,17
2019-01-17 13:55:00,2019-01-17 14:10:00,900,1547733300,4,1,13,2,17
2019-01-17 14:54:00,2019-01-17 15:09:00,900,1547736840,4,1,14,2,17
2019-01-17 16:08:00,2019-01-17 16:24:00,960,1547741280,4,1,16,2,17
2019-01-17 16:58:00,2019-01-17 17:12:00,840,1547744280,4,1,16,2,17
2019-01-17 17:23:00,2019-01-17 17:34:00,660,1547745780,4,1,17,2,17
2019-01-17 17:53:00,2019-01-17 18:07:00,840,1547747580,4,1,17,2,17
2019-01-17 18:04:00,2019-01-17 18:17:00,780,1547748240,4,1,18,4,17
2019-01-17 18:31:00,2019-01-17 18:43:00,720,1547749860,4,1,18,4,17
2019-01-17 18:58:00,2019-01-17 19:12:00,840,1547751480,4,1,18,4,17
2019-01-17 19:30:00,2019-01-17 19:42:00,720,1547753400,4,1,19,4,17
2019-01-17 19:55:00,2019-01-17 20:06:00,660,1547754900,4,1,19,4,17
2019-01-17 20:23:00,2019-01-17 20:35:00,720,1547756580,4,1,20,4,17
2019-01-17 21:00:00,2019-01-17 21:12:00,720,1547758800,4,1,21,4,17
2019-01-17 21:55:00,2019-01-17 22:06:00,660,1547762100,4,1,21,4,17
2019-01-17 22:42:00,2019-01-17 22:53:00,660,1547764920,4,1,22,4,17
2019-01-17 23:15:00,2019-01-17 23:26:00,660,1547766900,4,1,23,4,17
2019-01-17 23:45:00,2019-01-17 23:56:00,660,1547768700,4,1,23,4,17
2019-01-16 05:28:00,2019-01-16 05:44:00,960,1547616480,3,1,5,2,16
2019-01-16 06:00:00,2019-01-16 06:15:00,900,1547618400,3,1,6,2,16
2019-01-16 06:29:00,2019-01-16 06:43:00,840,1547620140,3,1,6,2,16
2019-01-16 06:45:00,2019-01-16 07:00:00,900,1547621100,3,1,6,2,16
2019-01-16 07:01:00,2019-01-16 07:17:00,960,1547622060,3,1,7,2,16
2019-01-16 07:23:00,2019-01-16 07:40:00,1020,1547623380,3,1,7,2,16
2019-01-16 07:49:00,2019-01-16 08:04:00,900,1547624940,3,1,7,2,16
2019-01-16 08:00:00,2019-01-16 08:16:00,960,1547625600,3,1,8,2,16
2019-01-16 08:31:00,2019-01-16 08:46:00,900,1547627460,3,1,8,2,16
2019-01-16 09:25:00,2019-01-16 09:41:00,960,1547630700,3,1,9,2,16
2019-01-16 11:38:00,2019-01-16 11:52:00,840,1547638680,3,1,11,2,16
2019-01-16 11:50:00,2019-01-16 12:04:00,840,1547639400,3,1,11,2,16
2019-01-16 12:02:00,2019-01-16 12:17:00,900,1547640120,3,1,12,2,16
2019-01-16 12:14:00,2019-01-16 12:26:00,720,1547640840,3,1,12,2,16
2019-01-16 12:45:00,2019-01-16 12:58:00,780,1547642700,3,1,12,2,16
2019-01-16 13:00:00,2019-01-16 13:14:00,840,1547643600,3,1,13,2,16
2019-01-16 13:54:00,2019-01-16 14:09:00,900,1547646840,3,1,13,2,16
2019-01-16 15:01:00,2019-01-16 15:18:00,1020,1547650860,3,1,15,2,16
2019-01-16 16:08:00,2019-01-16 16:22:00,840,1547654880,3,1,16,2,16
2019-01-16 16:58:00,2019-01-16 17:11:00,780,1547657880,3,1,16,2,16
2019-01-16 17:22:00,2019-01-16 17:35:00,780,1547659320,3,1,17,2,16
2019-01-16 17:54:00,2019-01-16 18:08:00,840,1547661240,3,1,17,2,16
2019-01-16 18:06:00,2019-01-16 18:19:00,780,1547661960,3,1,18,4,16
2019-01-16 18:32:00,2019-01-16 18:44:00,720,1547663520,3,1,18,4,16
2019-01-16 18:57:00,2019-01-16 19:12:00,900,1547665020,3,1,18,4,16
2019-01-16 19:32:00,2019-01-16 19:45:00,780,1547667120,3,1,19,4,16
2019-01-16 19:54:00,2019-01-16 20:05:00,660,1547668440,3,1,19,4,16
2019-01-16 20:23:00,2019-01-16 20:34:00,660,1547670180,3,1,20,4,16
2019-01-16 21:00:00,2019-01-16 21:11:00,660,1547672400,3,1,21,4,16
2019-01-16 21:52:00,2019-01-16 22:04:00,720,1547675520,3,1,21,4,16
2019-01-16 22:42:00,2019-01-16 22:54:00,720,1547678520,3,1,22,4,16
2019-01-16 23:13:00,2019-01-16 23:25:00,720,1547680380,3,1,23,4,16
2019-01-16 23:44:00,2019-01-16 23:56:00,720,1547682240,3,1,23,4,16
2019-01-15 05:30:00,2019-01-15 05:43:00,780,1547530200,2,1,5,2,15
2019-01-15 05:59:00,2019-01-15 06:15:00,960,1547531940,2,1,5,2,15
2019-01-15 06:29:00,2019-01-15 06:45:00,960,1547533740,2,1,6,2,15
2019-01-15 06:45:00,2019-01-15 07:00:00,900,1547534700,2,1,6,2,15
2019-01-15 07:00:00,2019-01-15 07:17:00,1020,1547535600,2,1,7,2,15
2019-01-15 07:24:00,2019-01-15 07:40:00,960,1547537040,2,1,7,2,15
2019-01-15 07:50:00,2019-01-15 08:04:00,840,1547538600,2,1,7,2,15
2019-01-15 08:00:00,2019-01-15 08:14:00,840,1547539200,2,1,8,2,15
2019-01-15 08:31:00,2019-01-15 08:47:00,960,1547541060,2,1,8,2,15
2019-01-15 09:25:00,2019-01-15 09:39:00,840,1547544300,2,1,9,2,15
2019-01-15 10:55:00,2019-01-15 11:11:00,960,1547549700,2,1,10,2,15
2019-01-15 12:00:00,2019-01-15 12:16:00,960,1547553600,2,1,12,2,15
2019-01-15 12:13:00,2019-01-15 12:25:00,720,1547554380,2,1,12,2,15
2019-01-15 12:46:00,2019-01-15 13:00:00,840,1547556360,2,1,12,2,15
2019-01-15 13:02:00,2019-01-15 13:12:00,600,1547557320,2,1,13,2,15
2019-01-15 13:55:00,2019-01-15 14:10:00,900,1547560500,2,1,13,2,15
2019-01-15 14:54:00,2019-01-15 15:08:00,840,1547564040,2,1,14,2,15
2019-01-15 17:00:00,2019-01-15 17:13:00,780,1547571600,2,1,17,2,15
2019-01-15 17:21:00,2019-01-15 17:35:00,840,1547572860,2,1,17,2,15
2019-01-15 17:53:00,2019-01-15 18:08:00,900,1547574780,2,1,17,2,15
2019-01-15 18:05:00,2019-01-15 18:18:00,780,1547575500,2,1,18,4,15
2019-01-15 18:33:00,2019-01-15 18:47:00,840,1547577180,2,1,18,4,15
2019-01-15 18:58:00,2019-01-15 19:10:00,720,1547578680,2,1,18,4,15
2019-01-15 19:32:00,2019-01-15 19:42:00,600,1547580720,2,1,19,4,15
2019-01-15 19:54:00,2019-01-15 20:05:00,660,1547582040,2,1,19,4,15
2019-01-15 20:22:00,2019-01-15 20:34:00,720,1547583720,2,1,20,4,15
2019-01-15 21:54:00,2019-01-15 22:06:00,720,1547589240,2,1,21,4,15
2019-01-15 22:42:00,2019-01-15 22:54:00,720,1547592120,2,1,22,4,15
2019-01-15 23:14:00,2019-01-15 23:25:00,660,1547594040,2,1,23,4,15
2019-01-15 23:43:00,2019-01-15 23:56:00,780,1547595780,2,1,23,4,15
2019-01-14 05:30:00,2019-01-14 05:44:00,840,1547443800,1,1,5,2,14
2019-01-14 05:59:00,2019-01-14 06:14:00,900,1547445540,1,1,5,2,14
2019-01-14 06:29:00,2019-01-14 06:44:00,900,1547447340,1,1,6,2,14
2019-01-14 06:45:00,2019-01-14 07:00:00,900,1547448300,1,1,6,2,14
2019-01-14 07:01:00,2019-01-14 07:17:00,960,1547449260,1,1,7,2,14
2019-01-14 07:24:00,2019-01-14 07:40:00,960,1547450640,1,1,7,2,14
2019-01-14 07:49:00,2019-01-14 08:04:00,900,1547452140,1,1,7,2,14
2019-01-14 08:00:00,2019-01-14 08:15:00,900,1547452800,1,1,8,2,14
2019-01-14 08:31:00,2019-01-14 08:47:00,960,1547454660,1,1,8,2,14
2019-01-14 09:25:00,2019-01-14 09:40:00,900,1547457900,1,1,9,2,14
2019-01-14 10:58:00,2019-01-14 11:15:00,1020,1547463480,1,1,10,2,14
2019-01-14 11:51:00,2019-01-14 12:03:00,720,1547466660,1,1,11,2,14
2019-01-14 12:00:00,2019-01-14 12:14:00,840,1547467200,1,1,12,2,14
2019-01-14 12:14:00,2019-01-14 12:26:00,720,1547468040,1,1,12,2,14
2019-01-14 12:46:00,2019-01-14 13:00:00,840,1547469960,1,1,12,2,14
2019-01-14 13:02:00,2019-01-14 13:13:00,660,1547470920,1,1,13,2,14
2019-01-14 13:55:00,2019-01-14 14:11:00,960,1547474100,1,1,13,2,14
2019-01-14 14:53:00,2019-01-14 15:06:00,780,1547477580,1,1,14,2,14
2019-01-14 16:12:00,2019-01-14 16:28:00,960,1547482320,1,1,16,2,14
2019-01-14 16:58:00,2019-01-14 17:11:00,780,1547485080,1,1,16,2,14
2019-01-14 17:21:00,2019-01-14 17:33:00,720,1547486460,1,1,17,2,14
2019-01-14 17:52:00,2019-01-14 18:06:00,840,1547488320,1,1,17,2,14
2019-01-14 18:04:00,2019-01-14 18:16:00,720,1547489040,1,1,18,4,14
2019-01-14 18:34:00,2019-01-14 18:49:00,900,1547490840,1,1,18,4,14
2019-01-14 18:57:00,2019-01-14 19:12:00,900,1547492220,1,1,18,4,14
2019-01-14 19:30:00,2019-01-14 19:41:00,660,1547494200,1,1,19,4,14
2019-01-14 20:24:00,2019-01-14 20:35:00,660,1547497440,1,1,20,4,14
2019-01-14 21:01:00,2019-01-14 21:14:00,780,1547499660,1,1,21,4,14
2019-01-14 21:54:00,2019-01-14 22:06:00,720,1547502840,1,1,21,4,14
2019-01-14 22:41:00,2019-01-14 22:53:00,720,1547505660,1,1,22,4,14
2019-01-14 23:12:00,2019-01-14 23:24:00,720,1547507520,1,1,23,4,14
2019-01-14 23:47:00,2019-01-14 23:58:00,660,1547509620,1,1,23,4,14
2019-01-13 05:26:00,2019-01-13 05:42:00,960,1547357160,7,1,5,2,13
2019-01-13 06:30:00,2019-01-13 06:43:00,780,1547361000,7,1,6,2,13
2019-01-13 07:48:00,2019-01-13 08:01:00,780,1547365680,7,1,7,2,13
2019-01-13 09:10:00,2019-01-13 09:23:00,780,1547370600,7,1,9,2,13
2019-01-13 10:49:00,2019-01-13 11:01:00,720,1547376540,7,1,10,2,13
2019-01-13 13:51:00,2019-01-13 14:05:00,840,1547387460,7,1,13,2,13
2019-01-13 15:58:00,2019-01-13 16:15:00,1020,1547395080,7,1,15,2,13
2019-01-13 17:32:00,2019-01-13 17:44:00,720,1547400720,7,1,17,2,13
2019-01-13 19:01:00,2019-01-13 19:13:00,720,1547406060,7,1,19,4,13
2019-01-13 20:43:00,2019-01-13 20:54:00,660,1547412180,7,1,20,4,13
2019-01-13 23:05:00,2019-01-13 23:13:00,480,1547420700,7,1,23,4,13
2019-01-12 05:33:00,2019-01-12 05:44:00,660,1547271180,6,1,5,2,12
2019-01-12 06:02:00,2019-01-12 06:17:00,900,1547272920,6,1,6,2,12
2019-01-12 06:37:00,2019-01-12 06:51:00,840,1547275020,6,1,6,2,12
2019-01-12 07:18:00,2019-01-12 07:32:00,840,1547277480,6,1,7,2,12
2019-01-12 08:02:00,2019-01-12 08:18:00,960,1547280120,6,1,8,2,12
2019-01-12 08:35:00,2019-01-12 08:49:00,840,1547282100,6,1,8,2,12
2019-01-12 10:01:00,2019-01-12 10:16:00,900,1547287260,6,1,10,2,12
2019-01-12 11:21:00,2019-01-12 11:34:00,780,1547292060,6,1,11,2,12
2019-01-12 12:31:00,2019-01-12 12:42:00,660,1547296260,6,1,12,2,12
2019-01-12 13:18:00,2019-01-12 13:31:00,780,1547299080,6,1,13,2,12
2019-01-12 15:02:00,2019-01-12 15:16:00,840,1547305320,6,1,15,2,12
2019-01-12 15:48:00,2019-01-12 16:03:00,900,1547308080,6,1,15,2,12
2019-01-12 16:48:00,2019-01-12 17:02:00,840,1547311680,6,1,16,2,12
2019-01-12 18:33:00,2019-01-12 18:46:00,780,1547317980,6,1,18,4,12
2019-01-12 20:50:00,2019-01-12 21:03:00,780,1547326200,6,1,20,4,12
2019-01-12 23:00:00,2019-01-12 23:13:00,780,1547334000,6,1,23,4,12
2019-01-11 05:29:00,2019-01-11 05:43:00,840,1547184540,5,1,5,2,11
2019-01-11 06:01:00,2019-01-11 06:17:00,960,1547186460,5,1,6,2,11
2019-01-11 06:29:00,2019-01-11 06:45:00,960,1547188140,5,1,6,2,11
2019-01-11 06:45:00,2019-01-11 06:58:00,780,1547189100,5,1,6,2,11
2019-01-11 07:01:00,2019-01-11 07:17:00,960,1547190060,5,1,7,2,11
2019-01-11 07:23:00,2019-01-11 07:39:00,960,1547191380,5,1,7,2,11
2019-01-11 07:50:00,2019-01-11 08:04:00,840,1547193000,5,1,7,2,11
2019-01-11 08:01:00,2019-01-11 08:17:00,960,1547193660,5,1,8,2,11
2019-01-11 08:31:00,2019-01-11 08:46:00,900,1547195460,5,1,8,2,11
2019-01-11 09:26:00,2019-01-11 09:40:00,840,1547198760,5,1,9,2,11
2019-01-11 10:53:00,2019-01-11 11:09:00,960,1547203980,5,1,10,2,11
2019-01-11 11:37:00,2019-01-11 11:52:00,900,1547206620,5,1,11,2,11
2019-01-11 11:51:00,2019-01-11 12:05:00,840,1547207460,5,1,11,2,11
2019-01-11 12:02:00,2019-01-11 12:16:00,840,1547208120,5,1,12,2,11
2019-01-11 12:13:00,2019-01-11 12:28:00,900,1547208780,5,1,12,2,11
2019-01-11 12:46:00,2019-01-11 12:59:00,780,1547210760,5,1,12,2,11
2019-01-11 13:01:00,2019-01-11 13:12:00,660,1547211660,5,1,13,2,11
2019-01-11 13:54:00,2019-01-11 14:11:00,1020,1547214840,5,1,13,2,11
2019-01-11 14:54:00,2019-01-11 15:09:00,900,1547218440,5,1,14,2,11
2019-01-11 16:07:00,2019-01-11 16:22:00,900,1547222820,5,1,16,2,11
2019-01-11 16:58:00,2019-01-11 17:13:00,900,1547225880,5,1,16,2,11
2019-01-11 17:20:00,2019-01-11 17:31:00,660,1547227200,5,1,17,2,11
2019-01-11 17:53:00,2019-01-11 18:04:00,660,1547229180,5,1,17,2,11
2019-01-11 18:03:00,2019-01-11 18:17:00,840,1547229780,5,1,18,4,11
2019-01-11 18:32:00,2019-01-11 18:46:00,840,1547231520,5,1,18,4,11
2019-01-11 18:57:00,2019-01-11 19:10:00,780,1547233020,5,1,18,4,11
2019-01-11 19:30:00,2019-01-11 19:48:00,1080,1547235000,5,1,19,4,11
2019-01-11 19:53:00,2019-01-11 20:06:00,780,1547236380,5,1,19,4,11
2019-01-11 20:23:00,2019-01-11 20:34:00,660,1547238180,5,1,20,4,11
2019-01-11 21:02:00,2019-01-11 21:16:00,840,1547240520,5,1,21,4,11
2019-01-11 21:54:00,2019-01-11 22:06:00,720,1547243640,5,1,21,4,11
2019-01-11 22:42:00,2019-01-11 22:55:00,780,1547246520,5,1,22,4,11
2019-01-11 23:14:00,2019-01-11 23:25:00,660,1547248440,5,1,23,4,11
2019-01-11 23:45:00,2019-01-11 23:57:00,720,1547250300,5,1,23,4,11
2019-01-10 05:31:00,2019-01-10 05:45:00,840,1547098260,4,1,5,2,10
2019-01-10 06:00:00,2019-01-10 06:16:00,960,1547100000,4,1,6,2,10
2019-01-10 06:29:00,2019-01-10 06:46:00,1020,1547101740,4,1,6,2,10
2019-01-10 06:45:00,2019-01-10 07:01:00,960,1547102700,4,1,6,2,10
2019-01-10 06:59:00,2019-01-10 07:17:00,1080,1547103540,4,1,6,2,10
2019-01-10 07:23:00,2019-01-10 07:39:00,960,1547104980,4,1,7,2,10
2019-01-10 07:50:00,2019-01-10 08:05:00,900,1547106600,4,1,7,2,10
2019-01-10 08:00:00,2019-01-10 08:15:00,900,1547107200,4,1,8,2,10
2019-01-10 08:30:00,2019-01-10 08:48:00,1080,1547109000,4,1,8,2,10
2019-01-10 09:27:00,2019-01-10 09:40:00,780,1547112420,4,1,9,2,10
2019-01-10 10:54:00,2019-01-10 11:09:00,900,1547117640,4,1,10,2,10
2019-01-10 11:36:00,2019-01-10 11:49:00,780,1547120160,4,1,11,2,10
2019-01-10 11:51:00,2019-01-10 12:04:00,780,1547121060,4,1,11,2,10
2019-01-10 11:59:00,2019-01-10 12:14:00,900,1547121540,4,1,11,2,10
2019-01-10 12:13:00,2019-01-10 12:24:00,660,1547122380,4,1,12,2,10
2019-01-10 12:46:00,2019-01-10 12:59:00,780,1547124360,4,1,12,2,10
2019-01-10 13:01:00,2019-01-10 13:12:00,660,1547125260,4,1,13,2,10
2019-01-10 13:53:00,2019-01-10 14:08:00,900,1547128380,4,1,13,2,10
2019-01-10 14:55:00,2019-01-10 15:10:00,900,1547132100,4,1,14,2,10
2019-01-10 16:06:00,2019-01-10 16:20:00,840,1547136360,4,1,16,2,10
2019-01-10 17:00:00,2019-01-10 17:12:00,720,1547139600,4,1,17,2,10
2019-01-10 17:19:00,2019-01-10 17:32:00,780,1547140740,4,1,17,2,10
2019-01-10 17:54:00,2019-01-10 18:06:00,720,1547142840,4,1,17,2,10
2019-01-10 18:06:00,2019-01-10 18:20:00,840,1547143560,4,1,18,4,10
2019-01-10 18:35:00,2019-01-10 18:47:00,720,1547145300,4,1,18,4,10
2019-01-10 19:02:00,2019-01-10 19:16:00,840,1547146920,4,1,19,4,10
2019-01-10 19:31:00,2019-01-10 19:44:00,780,1547148660,4,1,19,4,10
2019-01-10 19:54:00,2019-01-10 20:07:00,780,1547150040,4,1,19,4,10
2019-01-10 20:25:00,2019-01-10 20:36:00,660,1547151900,4,1,20,4,10
2019-01-10 21:00:00,2019-01-10 21:13:00,780,1547154000,4,1,21,4,10
2019-01-10 21:54:00,2019-01-10 22:06:00,720,1547157240,4,1,21,4,10
2019-01-10 22:45:00,2019-01-10 22:57:00,720,1547160300,4,1,22,4,10
2019-01-10 23:45:00,2019-01-10 23:56:00,660,1547163900,4,1,23,4,10
2019-01-09 06:45:00,2019-01-09 07:01:00,960,1547016300,3,1,6,2,9
2019-01-09 07:23:00,2019-01-09 07:39:00,960,1547018580,3,1,7,2,9
2019-01-09 05:29:00,2019-01-09 05:43:00,840,1547011740,3,1,5,2,9
2019-01-09 05:59:00,2019-01-09 06:14:00,900,1547013540,3,1,5,2,9
2019-01-09 06:28:00,2019-01-09 06:43:00,900,1547015280,3,1,6,2,9
2019-01-09 07:03:00,2019-01-09 07:18:00,900,1547017380,3,1,7,2,9
2019-01-09 07:50:00,2019-01-09 08:02:00,720,1547020200,3,1,7,2,9
2019-01-09 08:30:00,2019-01-09 08:44:00,840,1547022600,3,1,8,2,9
2019-01-09 09:27:00,2019-01-09 09:42:00,900,1547026020,3,1,9,2,9
2019-01-09 10:53:00,2019-01-09 11:08:00,900,1547031180,3,1,10,2,9
2019-01-09 11:37:00,2019-01-09 11:50:00,780,1547033820,3,1,11,2,9
2019-01-09 11:52:00,2019-01-09 12:06:00,840,1547034720,3,1,11,2,9
2019-01-09 12:02:00,2019-01-09 12:15:00,780,1547035320,3,1,12,2,9
2019-01-09 12:15:00,2019-01-09 12:27:00,720,1547036100,3,1,12,2,9
2019-01-09 12:45:00,2019-01-09 13:00:00,900,1547037900,3,1,12,2,9
2019-01-09 13:01:00,2019-01-09 13:12:00,660,1547038860,3,1,13,2,9
2019-01-09 13:53:00,2019-01-09 14:08:00,900,1547041980,3,1,13,2,9
2019-01-09 14:54:00,2019-01-09 15:08:00,840,1547045640,3,1,14,2,9
2019-01-09 16:08:00,2019-01-09 16:22:00,840,1547050080,3,1,16,2,9
2019-01-09 16:58:00,2019-01-09 17:12:00,840,1547053080,3,1,16,2,9
2019-01-09 17:21:00,2019-01-09 17:33:00,720,1547054460,3,1,17,2,9
2019-01-09 17:53:00,2019-01-09 18:05:00,720,1547056380,3,1,17,2,9
2019-01-09 18:03:00,2019-01-09 18:17:00,840,1547056980,3,1,18,4,9
2019-01-09 19:00:00,2019-01-09 19:10:00,600,1547060400,3,1,19,4,9
2019-01-09 19:32:00,2019-01-09 19:45:00,780,1547062320,3,1,19,4,9
2019-01-09 19:53:00,2019-01-09 20:05:00,720,1547063580,3,1,19,4,9
2019-01-09 20:25:00,2019-01-09 20:37:00,720,1547065500,3,1,20,4,9
2019-01-09 20:59:00,2019-01-09 21:13:00,840,1547067540,3,1,20,4,9
2019-01-09 21:55:00,2019-01-09 22:06:00,660,1547070900,3,1,21,4,9
2019-01-09 22:42:00,2019-01-09 22:54:00,720,1547073720,3,1,22,4,9
2019-01-09 23:13:00,2019-01-09 23:25:00,720,1547075580,3,1,23,4,9
2019-01-09 23:47:00,2019-01-09 23:59:00,720,1547077620,3,1,23,4,9
2019-01-08 05:58:00,2019-01-08 06:17:00,1140,1546927080,2,1,5,2,8
2019-01-08 06:28:00,2019-01-08 06:43:00,900,1546928880,2,1,6,2,8
