data_partida,DataFimm,tempo_viagem,partidaTimeStamp,dia_semana,tipo_dia,hora_dia,turno_dia,qtdDiasAno
2019-04-27 08:37:00,2019-04-27 08:54:00,1020,1556354220,6,1,8,2,117
2019-04-27 10:03:00,2019-04-27 10:18:00,900,1556359380,6,1,10,2,117
2019-04-27 11:22:00,2019-04-27 11:34:00,720,1556364120,6,1,11,2,117
2019-04-27 12:37:00,2019-04-27 12:50:00,780,1556368620,6,1,12,2,117
2019-04-27 13:21:00,2019-04-27 13:35:00,840,1556371260,6,1,13,2,117
2019-04-27 15:06:00,2019-04-27 15:20:00,840,1556377560,6,1,15,2,117
2019-04-27 15:47:00,2019-04-27 15:59:00,720,1556380020,6,1,15,2,117
2019-04-27 16:48:00,2019-04-27 17:02:00,840,1556383680,6,1,16,2,117
2019-04-27 18:34:00,2019-04-27 18:47:00,780,1556390040,6,1,18,4,117
2019-04-27 20:49:00,2019-04-27 21:01:00,720,1556398140,6,1,20,4,117
2019-04-27 22:57:00,2019-04-27 23:08:00,660,1556405820,6,1,22,4,117
2019-04-26 05:30:00,2019-04-26 05:44:00,840,1556256600,5,1,5,2,116
2019-04-26 06:00:00,2019-04-26 06:18:00,1080,1556258400,5,1,6,2,116
2019-04-26 06:30:00,2019-04-26 06:48:00,1080,1556260200,5,1,6,2,116
2019-04-26 06:47:00,2019-04-26 07:04:00,1020,1556261220,5,1,6,2,116
2019-04-26 07:01:00,2019-04-26 07:18:00,1020,1556262060,5,1,7,2,116
2019-04-26 08:01:00,2019-04-26 08:13:00,720,1556265660,5,1,8,2,116
2019-04-26 09:26:00,2019-04-26 09:38:00,720,1556270760,5,1,9,2,116
2019-04-26 11:40:00,2019-04-26 11:56:00,960,1556278800,5,1,11,2,116
2019-04-26 12:01:00,2019-04-26 12:15:00,840,1556280060,5,1,12,2,116
2019-04-26 12:17:00,2019-04-26 12:33:00,960,1556281020,5,1,12,2,116
2019-04-26 13:55:00,2019-04-26 14:11:00,960,1556286900,5,1,13,2,116
2019-04-26 14:56:00,2019-04-26 15:09:00,780,1556290560,5,1,14,2,116
2019-04-26 16:09:00,2019-04-26 16:24:00,900,1556294940,5,1,16,2,116
2019-04-26 16:59:00,2019-04-26 17:17:00,1080,1556297940,5,1,16,2,116
2019-04-26 17:23:00,2019-04-26 17:38:00,900,1556299380,5,1,17,2,116
2019-04-26 18:04:00,2019-04-26 18:18:00,840,1556301840,5,1,18,4,116
2019-04-26 18:35:00,2019-04-26 18:49:00,840,1556303700,5,1,18,4,116
2019-04-26 19:32:00,2019-04-26 19:44:00,720,1556307120,5,1,19,4,116
2019-04-26 19:55:00,2019-04-26 20:07:00,720,1556308500,5,1,19,4,116
2019-04-26 20:28:00,2019-04-26 20:41:00,780,1556310480,5,1,20,4,116
2019-04-26 20:59:00,2019-04-26 21:10:00,660,1556312340,5,1,20,4,116
2019-04-26 22:46:00,2019-04-26 22:58:00,720,1556318760,5,1,22,4,116
2019-04-25 06:30:00,2019-04-25 06:48:00,1080,1556173800,4,1,6,2,115
2019-04-25 07:01:00,2019-04-25 07:17:00,960,1556175660,4,1,7,2,115
2019-04-25 07:25:00,2019-04-25 07:42:00,1020,1556177100,4,1,7,2,115
2019-04-25 08:01:00,2019-04-25 08:13:00,720,1556179260,4,1,8,2,115
2019-04-25 08:35:00,2019-04-25 08:51:00,960,1556181300,4,1,8,2,115
2019-04-25 10:55:00,2019-04-25 11:09:00,840,1556189700,4,1,10,2,115
2019-04-25 11:39:00,2019-04-25 11:55:00,960,1556192340,4,1,11,2,115
2019-04-25 11:52:00,2019-04-25 12:05:00,780,1556193120,4,1,11,2,115
2019-04-25 12:00:00,2019-04-25 12:15:00,900,1556193600,4,1,12,2,115
2019-04-25 12:45:00,2019-04-25 12:59:00,840,1556196300,4,1,12,2,115
2019-04-25 14:56:00,2019-04-25 15:10:00,840,1556204160,4,1,14,2,115
2019-04-25 16:09:00,2019-04-25 16:25:00,960,1556208540,4,1,16,2,115
2019-04-25 17:23:00,2019-04-25 17:39:00,960,1556212980,4,1,17,2,115
2019-04-25 17:56:00,2019-04-25 18:12:00,960,1556214960,4,1,17,2,115
2019-04-25 18:33:00,2019-04-25 18:47:00,840,1556217180,4,1,18,4,115
2019-04-25 19:02:00,2019-04-25 19:14:00,720,1556218920,4,1,19,4,115
2019-04-25 19:32:00,2019-04-25 19:44:00,720,1556220720,4,1,19,4,115
2019-04-25 19:56:00,2019-04-25 20:07:00,660,1556222160,4,1,19,4,115
2019-04-25 20:24:00,2019-04-25 20:36:00,720,1556223840,4,1,20,4,115
2019-04-25 21:55:00,2019-04-25 22:07:00,720,1556229300,4,1,21,4,115
2019-04-24 06:31:00,2019-04-24 06:50:00,1140,1556087460,3,1,6,2,114
2019-04-24 06:47:00,2019-04-24 07:04:00,1020,1556088420,3,1,6,2,114
2019-04-24 07:02:00,2019-04-24 07:17:00,900,1556089320,3,1,7,2,114
2019-04-24 07:25:00,2019-04-24 07:44:00,1140,1556090700,3,1,7,2,114
2019-04-24 08:33:00,2019-04-24 08:50:00,1020,1556094780,3,1,8,2,114
2019-04-24 10:54:00,2019-04-24 11:08:00,840,1556103240,3,1,10,2,114
2019-04-24 11:53:00,2019-04-24 12:06:00,780,1556106780,3,1,11,2,114
2019-04-24 12:18:00,2019-04-24 12:34:00,960,1556108280,3,1,12,2,114
2019-04-24 13:07:00,2019-04-24 13:23:00,960,1556111220,3,1,13,2,114
2019-04-24 14:56:00,2019-04-24 15:09:00,780,1556117760,3,1,14,2,114
2019-04-24 17:00:00,2019-04-24 17:18:00,1080,1556125200,3,1,17,2,114
2019-04-24 17:22:00,2019-04-24 17:34:00,720,1556126520,3,1,17,2,114
2019-04-24 17:54:00,2019-04-24 18:09:00,900,1556128440,3,1,17,2,114
2019-04-24 18:33:00,2019-04-24 18:47:00,840,1556130780,3,1,18,4,114
2019-04-24 19:00:00,2019-04-24 19:11:00,660,1556132400,3,1,19,4,114
2019-04-24 19:56:00,2019-04-24 20:08:00,720,1556135760,3,1,19,4,114
2019-04-24 20:27:00,2019-04-24 20:39:00,720,1556137620,3,1,20,4,114
2019-04-24 21:03:00,2019-04-24 21:15:00,720,1556139780,3,1,21,4,114
2019-04-24 23:15:00,2019-04-24 23:27:00,720,1556147700,3,1,23,4,114
2019-04-23 05:30:00,2019-04-23 05:43:00,780,1555997400,2,1,5,2,113
2019-04-23 05:59:00,2019-04-23 06:16:00,1020,1555999140,2,1,5,2,113
2019-04-23 06:31:00,2019-04-23 06:49:00,1080,1556001060,2,1,6,2,113
2019-04-23 07:00:00,2019-04-23 07:17:00,1020,1556002800,2,1,7,2,113
2019-04-23 08:02:00,2019-04-23 08:16:00,840,1556006520,2,1,8,2,113
2019-04-23 09:26:00,2019-04-23 09:43:00,1020,1556011560,2,1,9,2,113
2019-04-23 10:55:00,2019-04-23 11:08:00,780,1556016900,2,1,10,2,113
2019-04-23 11:39:00,2019-04-23 11:56:00,1020,1556019540,2,1,11,2,113
2019-04-23 11:53:00,2019-04-23 12:09:00,960,1556020380,2,1,11,2,113
2019-04-23 12:17:00,2019-04-23 12:35:00,1080,1556021820,2,1,12,2,113
2019-04-23 12:46:00,2019-04-23 12:58:00,720,1556023560,2,1,12,2,113
2019-04-23 13:05:00,2019-04-23 13:21:00,960,1556024700,2,1,13,2,113
2019-04-23 14:59:00,2019-04-23 15:15:00,960,1556031540,2,1,14,2,113
2019-04-23 17:22:00,2019-04-23 17:37:00,900,1556040120,2,1,17,2,113
2019-04-23 17:54:00,2019-04-23 18:12:00,1080,1556042040,2,1,17,2,113
2019-04-23 18:03:00,2019-04-23 18:18:00,900,1556042580,2,1,18,4,113
2019-04-23 19:32:00,2019-04-23 19:42:00,600,1556047920,2,1,19,4,113
2019-04-23 19:55:00,2019-04-23 20:05:00,600,1556049300,2,1,19,4,113
2019-04-23 20:58:00,2019-04-23 21:08:00,600,1556053080,2,1,20,4,113
2019-04-23 21:55:00,2019-04-23 22:07:00,720,1556056500,2,1,21,4,113
2019-04-23 22:47:00,2019-04-23 22:58:00,660,1556059620,2,1,22,4,113
2019-04-22 05:59:00,2019-04-22 06:15:00,960,1555912740,1,1,5,2,112
2019-04-22 07:00:00,2019-04-22 07:16:00,960,1555916400,1,1,7,2,112
2019-04-22 07:55:00,2019-04-22 08:13:00,1080,1555919700,1,1,7,2,112
2019-04-22 08:01:00,2019-04-22 08:13:00,720,1555920060,1,1,8,2,112
2019-04-22 08:32:00,2019-04-22 08:47:00,900,1555921920,1,1,8,2,112
2019-04-22 09:26:00,2019-04-22 09:38:00,720,1555925160,1,1,9,2,112
2019-04-22 11:40:00,2019-04-22 11:57:00,1020,1555933200,1,1,11,2,112
2019-04-22 11:51:00,2019-04-22 12:11:00,1200,1555933860,1,1,11,2,112
2019-04-22 11:57:00,2019-04-22 12:12:00,900,1555934220,1,1,11,2,112
2019-04-22 12:47:00,2019-04-22 13:00:00,780,1555937220,1,1,12,2,112
2019-04-22 13:56:00,2019-04-22 14:12:00,960,1555941360,1,1,13,2,112
2019-04-22 14:55:00,2019-04-22 15:09:00,840,1555944900,1,1,14,2,112
2019-04-22 16:56:00,2019-04-22 17:14:00,1080,1555952160,1,1,16,2,112
2019-04-22 17:55:00,2019-04-22 18:08:00,780,1555955700,1,1,17,2,112
2019-04-22 18:08:00,2019-04-22 18:23:00,900,1555956480,1,1,18,4,112
2019-04-22 18:34:00,2019-04-22 18:49:00,900,1555958040,1,1,18,4,112
2019-04-22 19:01:00,2019-04-22 19:12:00,660,1555959660,1,1,19,4,112
2019-04-22 19:35:00,2019-04-22 19:45:00,600,1555961700,1,1,19,4,112
2019-04-22 20:25:00,2019-04-22 20:36:00,660,1555964700,1,1,20,4,112
2019-04-22 22:45:00,2019-04-22 22:56:00,660,1555973100,1,1,22,4,112
2019-04-21 07:49:00,2019-04-21 08:04:00,900,1555832940,7,1,7,2,111
2019-04-21 10:48:00,2019-04-21 11:00:00,720,1555843680,7,1,10,2,111
2019-04-21 12:10:00,2019-04-21 12:22:00,720,1555848600,7,1,12,2,111
2019-04-21 13:51:00,2019-04-21 14:03:00,720,1555854660,7,1,13,2,111
2019-04-21 15:55:00,2019-04-21 16:07:00,720,1555862100,7,1,15,2,111
2019-04-21 17:31:00,2019-04-21 17:43:00,720,1555867860,7,1,17,2,111
2019-04-21 19:02:00,2019-04-21 19:14:00,720,1555873320,7,1,19,4,111
2019-04-21 20:41:00,2019-04-21 20:53:00,720,1555879260,7,1,20,4,111
2019-04-21 23:07:00,2019-04-21 23:17:00,600,1555888020,7,1,23,4,111
2019-04-20 05:28:00,2019-04-20 05:41:00,780,1555738080,6,1,5,2,110
2019-04-20 06:00:00,2019-04-20 06:15:00,900,1555740000,6,1,6,2,110
2019-04-20 06:38:00,2019-04-20 06:50:00,720,1555742280,6,1,6,2,110
2019-04-20 07:20:00,2019-04-20 07:36:00,960,1555744800,6,1,7,2,110
2019-04-20 08:38:00,2019-04-20 08:52:00,840,1555749480,6,1,8,2,110
2019-04-20 11:21:00,2019-04-20 11:32:00,660,1555759260,6,1,11,2,110
2019-04-20 13:17:00,2019-04-20 13:30:00,780,1555766220,6,1,13,2,110
2019-04-20 16:48:00,2019-04-20 17:03:00,900,1555778880,6,1,16,2,110
2019-04-19 09:06:00,2019-04-19 09:18:00,720,1555664760,5,1,9,2,109
2019-04-19 10:48:00,2019-04-19 11:02:00,840,1555670880,5,1,10,2,109
2019-04-19 15:59:00,2019-04-19 16:11:00,720,1555689540,5,1,15,2,109
2019-04-19 20:41:00,2019-04-19 20:53:00,720,1555706460,5,1,20,4,109
2019-04-19 23:13:00,2019-04-19 23:23:00,600,1555715580,5,1,23,4,109
2019-04-18 05:30:00,2019-04-18 05:42:00,720,1555565400,4,1,5,2,108
2019-04-18 07:01:00,2019-04-18 07:17:00,960,1555570860,4,1,7,2,108
2019-04-18 07:53:00,2019-04-18 08:08:00,900,1555573980,4,1,7,2,108
2019-04-18 09:27:00,2019-04-18 09:39:00,720,1555579620,4,1,9,2,108
2019-04-18 10:53:00,2019-04-18 11:07:00,840,1555584780,4,1,10,2,108
2019-04-18 11:59:00,2019-04-18 12:15:00,960,1555588740,4,1,11,2,108
2019-04-18 12:16:00,2019-04-18 12:34:00,1080,1555589760,4,1,12,2,108
2019-04-18 12:45:00,2019-04-18 12:58:00,780,1555591500,4,1,12,2,108
2019-04-18 13:05:00,2019-04-18 13:21:00,960,1555592700,4,1,13,2,108
2019-04-18 14:58:00,2019-04-18 15:12:00,840,1555599480,4,1,14,2,108
2019-04-18 16:08:00,2019-04-18 16:24:00,960,1555603680,4,1,16,2,108
2019-04-18 16:56:00,2019-04-18 17:13:00,1020,1555606560,4,1,16,2,108
2019-04-18 17:25:00,2019-04-18 17:41:00,960,1555608300,4,1,17,2,108
2019-04-18 17:54:00,2019-04-18 18:07:00,780,1555610040,4,1,17,2,108
2019-04-18 18:05:00,2019-04-18 18:17:00,720,1555610700,4,1,18,4,108
2019-04-18 18:34:00,2019-04-18 18:47:00,780,1555612440,4,1,18,4,108
2019-04-18 18:58:00,2019-04-18 19:11:00,780,1555613880,4,1,18,4,108
2019-04-18 19:30:00,2019-04-18 19:40:00,600,1555615800,4,1,19,4,108
2019-04-18 19:57:00,2019-04-18 20:08:00,660,1555617420,4,1,19,4,108
2019-04-18 20:26:00,2019-04-18 20:36:00,600,1555619160,4,1,20,4,108
2019-04-18 22:43:00,2019-04-18 22:53:00,600,1555627380,4,1,22,4,108
2019-04-18 23:14:00,2019-04-18 23:25:00,660,1555629240,4,1,23,4,108
2019-04-18 23:43:00,2019-04-18 23:54:00,660,1555630980,4,1,23,4,108
2019-04-17 05:30:00,2019-04-17 05:42:00,720,1555479000,3,1,5,2,107
2019-04-17 05:59:00,2019-04-17 06:15:00,960,1555480740,3,1,5,2,107
2019-04-17 06:30:00,2019-04-17 06:46:00,960,1555482600,3,1,6,2,107
2019-04-17 07:53:00,2019-04-17 08:11:00,1080,1555487580,3,1,7,2,107
2019-04-17 08:01:00,2019-04-17 08:16:00,900,1555488060,3,1,8,2,107
2019-04-17 08:33:00,2019-04-17 08:50:00,1020,1555489980,3,1,8,2,107
2019-04-17 09:28:00,2019-04-17 09:41:00,780,1555493280,3,1,9,2,107
2019-04-17 10:54:00,2019-04-17 11:08:00,840,1555498440,3,1,10,2,107
2019-04-17 11:51:00,2019-04-17 12:03:00,720,1555501860,3,1,11,2,107
2019-04-17 12:17:00,2019-04-17 12:35:00,1080,1555503420,3,1,12,2,107
2019-04-17 13:07:00,2019-04-17 13:23:00,960,1555506420,3,1,13,2,107
2019-04-17 14:55:00,2019-04-17 15:09:00,840,1555512900,3,1,14,2,107
2019-04-17 16:09:00,2019-04-17 16:25:00,960,1555517340,3,1,16,2,107
2019-04-17 17:00:00,2019-04-17 17:18:00,1080,1555520400,3,1,17,2,107
2019-04-17 18:05:00,2019-04-17 18:18:00,780,1555524300,3,1,18,4,107
2019-04-17 19:00:00,2019-04-17 19:11:00,660,1555527600,3,1,19,4,107
2019-04-17 20:24:00,2019-04-17 20:34:00,600,1555532640,3,1,20,4,107
2019-04-17 21:57:00,2019-04-17 22:10:00,780,1555538220,3,1,21,4,107
2019-04-16 05:30:00,2019-04-16 05:43:00,780,1555392600,2,1,5,2,106
2019-04-16 06:01:00,2019-04-16 06:19:00,1080,1555394460,2,1,6,2,106
2019-04-16 06:30:00,2019-04-16 06:49:00,1140,1555396200,2,1,6,2,106
2019-04-16 06:46:00,2019-04-16 07:02:00,960,1555397160,2,1,6,2,106
2019-04-16 07:54:00,2019-04-16 08:12:00,1080,1555401240,2,1,7,2,106
2019-04-16 09:26:00,2019-04-16 09:41:00,900,1555406760,2,1,9,2,106
2019-04-16 10:54:00,2019-04-16 11:08:00,840,1555412040,2,1,10,2,106
2019-04-16 11:40:00,2019-04-16 11:57:00,1020,1555414800,2,1,11,2,106
2019-04-16 11:52:00,2019-04-16 12:04:00,720,1555415520,2,1,11,2,106
2019-04-16 11:59:00,2019-04-16 12:19:00,1200,1555415940,2,1,11,2,106
2019-04-16 12:46:00,2019-04-16 13:00:00,840,1555418760,2,1,12,2,106
2019-04-16 17:53:00,2019-04-16 18:07:00,840,1555437180,2,1,17,2,106
2019-04-16 18:04:00,2019-04-16 18:16:00,720,1555437840,2,1,18,4,106
2019-04-16 19:01:00,2019-04-16 19:12:00,660,1555441260,2,1,19,4,106
2019-04-16 19:32:00,2019-04-16 19:43:00,660,1555443120,2,1,19,4,106
2019-04-16 19:55:00,2019-04-16 20:06:00,660,1555444500,2,1,19,4,106
2019-04-16 21:04:00,2019-04-16 21:18:00,840,1555448640,2,1,21,4,106
2019-04-16 22:46:00,2019-04-16 22:58:00,720,1555454760,2,1,22,4,106
2019-04-15 05:30:00,2019-04-15 05:42:00,720,1555306200,1,1,5,2,105
2019-04-15 06:00:00,2019-04-15 06:16:00,960,1555308000,1,1,6,2,105
2019-04-15 07:01:00,2019-04-15 07:16:00,900,1555311660,1,1,7,2,105
2019-04-15 08:01:00,2019-04-15 08:15:00,840,1555315260,1,1,8,2,105
2019-04-15 08:32:00,2019-04-15 08:49:00,1020,1555317120,1,1,8,2,105
2019-04-15 09:27:00,2019-04-15 09:39:00,720,1555320420,1,1,9,2,105
2019-04-15 10:53:00,2019-04-15 11:05:00,720,1555325580,1,1,10,2,105
2019-04-15 11:59:00,2019-04-15 12:12:00,780,1555329540,1,1,11,2,105
2019-04-15 13:06:00,2019-04-15 13:21:00,900,1555333560,1,1,13,2,105
2019-04-15 13:54:00,2019-04-15 14:10:00,960,1555336440,1,1,13,2,105
2019-04-15 14:54:00,2019-04-15 15:07:00,780,1555340040,1,1,14,2,105
2019-04-15 16:08:00,2019-04-15 16:23:00,900,1555344480,1,1,16,2,105
2019-04-15 16:58:00,2019-04-15 17:17:00,1140,1555347480,1,1,16,2,105
2019-04-15 17:22:00,2019-04-15 17:33:00,660,1555348920,1,1,17,2,105
2019-04-15 18:05:00,2019-04-15 18:17:00,720,1555351500,1,1,18,4,105
2019-04-15 19:00:00,2019-04-15 19:09:00,540,1555354800,1,1,19,4,105
2019-04-15 19:54:00,2019-04-15 20:04:00,600,1555358040,1,1,19,4,105
2019-04-15 21:55:00,2019-04-15 22:06:00,660,1555365300,1,1,21,4,105
2019-04-15 22:45:00,2019-04-15 22:56:00,660,1555368300,1,1,22,4,105
2019-04-15 23:44:00,2019-04-15 23:54:00,600,1555371840,1,1,23,4,105
2019-04-14 05:35:00,2019-04-14 05:42:00,420,1555220100,7,1,5,2,104
2019-04-14 06:30:00,2019-04-14 06:39:00,540,1555223400,7,1,6,2,104
2019-04-14 09:08:00,2019-04-14 09:21:00,780,1555232880,7,1,9,2,104
2019-04-14 10:47:00,2019-04-14 11:00:00,780,1555238820,7,1,10,2,104
2019-04-14 12:11:00,2019-04-14 12:24:00,780,1555243860,7,1,12,2,104
2019-04-14 15:56:00,2019-04-14 16:07:00,660,1555257360,7,1,15,2,104
2019-04-14 19:04:00,2019-04-14 19:20:00,960,1555268640,7,1,19,4,104
2019-04-14 20:41:00,2019-04-14 20:52:00,660,1555274460,7,1,20,4,104
2019-04-14 07:48:00,2019-04-14 07:59:00,660,1555228080,7,1,7,2,104
2019-04-14 13:53:00,2019-04-14 14:08:00,900,1555249980,7,1,13,2,104
2019-04-14 23:07:00,2019-04-14 23:17:00,600,1555283220,7,1,23,4,104
2019-04-13 05:26:00,2019-04-13 05:41:00,900,1555133160,6,1,5,2,103
2019-04-13 06:00:00,2019-04-13 06:15:00,900,1555135200,6,1,6,2,103
2019-04-13 06:36:00,2019-04-13 06:53:00,1020,1555137360,6,1,6,2,103
2019-04-13 11:22:00,2019-04-13 11:34:00,720,1555154520,6,1,11,2,103
2019-04-13 13:19:00,2019-04-13 13:33:00,840,1555161540,6,1,13,2,103
2019-04-13 15:48:00,2019-04-13 15:59:00,660,1555170480,6,1,15,2,103
2019-04-13 18:34:00,2019-04-13 18:46:00,720,1555180440,6,1,18,4,103
2019-04-13 22:55:00,2019-04-13 23:07:00,720,1555196100,6,1,22,4,103
2019-04-12 05:59:00,2019-04-12 06:16:00,1020,1555048740,5,1,5,2,102
2019-04-12 06:46:00,2019-04-12 07:02:00,960,1555051560,5,1,6,2,102
2019-04-12 07:02:00,2019-04-12 07:21:00,1140,1555052520,5,1,7,2,102
2019-04-12 07:24:00,2019-04-12 07:42:00,1080,1555053840,5,1,7,2,102
2019-04-12 07:56:00,2019-04-12 08:14:00,1080,1555055760,5,1,7,2,102
2019-04-12 08:33:00,2019-04-12 08:50:00,1020,1555057980,5,1,8,2,102
2019-04-12 11:52:00,2019-04-12 12:10:00,1080,1555069920,5,1,11,2,102
2019-04-12 13:06:00,2019-04-12 13:20:00,840,1555074360,5,1,13,2,102
2019-04-12 13:55:00,2019-04-12 14:10:00,900,1555077300,5,1,13,2,102
2019-04-12 14:55:00,2019-04-12 15:08:00,780,1555080900,5,1,14,2,102
2019-04-12 16:58:00,2019-04-12 17:17:00,1140,1555088280,5,1,16,2,102
2019-04-12 17:25:00,2019-04-12 17:39:00,840,1555089900,5,1,17,2,102
2019-04-12 17:53:00,2019-04-12 18:06:00,780,1555091580,5,1,17,2,102
2019-04-12 18:34:00,2019-04-12 18:47:00,780,1555094040,5,1,18,4,102
2019-04-12 19:00:00,2019-04-12 19:11:00,660,1555095600,5,1,19,4,102
2019-04-12 19:31:00,2019-04-12 19:42:00,660,1555097460,5,1,19,4,102
2019-04-12 19:54:00,2019-04-12 20:04:00,600,1555098840,5,1,19,4,102
2019-04-12 20:26:00,2019-04-12 20:36:00,600,1555100760,5,1,20,4,102
2019-04-12 20:57:00,2019-04-12 21:08:00,660,1555102620,5,1,20,4,102
2019-04-12 22:47:00,2019-04-12 22:58:00,660,1555109220,5,1,22,4,102
2019-04-12 23:13:00,2019-04-12 23:24:00,660,1555110780,5,1,23,4,102
2019-04-12 23:43:00,2019-04-12 23:53:00,600,1555112580,5,1,23,4,102
2019-04-11 05:30:00,2019-04-11 05:43:00,780,1554960600,4,1,5,2,101
2019-04-11 05:59:00,2019-04-11 06:16:00,1020,1554962340,4,1,5,2,101
2019-04-11 06:47:00,2019-04-11 07:03:00,960,1554965220,4,1,6,2,101
2019-04-11 07:01:00,2019-04-11 07:18:00,1020,1554966060,4,1,7,2,101
2019-04-11 07:55:00,2019-04-11 08:15:00,1200,1554969300,4,1,7,2,101
2019-04-11 08:00:00,2019-04-11 08:15:00,900,1554969600,4,1,8,2,101
2019-04-11 09:26:00,2019-04-11 09:39:00,780,1554974760,4,1,9,2,101
2019-04-11 11:39:00,2019-04-11 11:55:00,960,1554982740,4,1,11,2,101
2019-04-11 11:52:00,2019-04-11 12:03:00,660,1554983520,4,1,11,2,101
