,DataIni,HoraIni,DataFim,HoraFim,Sentido,Linha,NoVeículo,DuraçãoViagem,TotalGiros,KmPerc,Segundos
85289,1556582400000,05:59:00,1556582400000,06:16:00,Ida,270,1461,00:17:00,64,5.04,1020.0
85290,1556582400000,06:31:00,1556582400000,06:52:00,Ida,270,11639,00:21:00,58,5.04,1260.0
85292,1556582400000,07:00:00,1556582400000,07:17:00,Ida,270,11639,00:17:00,43,5.04,1020.0
85297,1556582400000,09:26:00,1556582400000,09:40:00,Ida,270,1493,00:14:00,27,5.04,840.0
85298,1556582400000,10:54:00,1556582400000,11:08:00,Ida,270,1493,00:14:00,21,5.04,840.0
85301,1556582400000,12:18:00,1556582400000,12:34:00,Ida,270,1529,00:16:00,42,5.04,960.0
85302,1556582400000,12:46:00,1556582400000,12:59:00,Ida,270,1493,00:13:00,32,5.04,780.0
85303,1556582400000,13:06:00,1556582400000,13:23:00,Ida,270,1529,00:17:00,43,5.04,1020.0
85304,1556582400000,13:56:00,1556582400000,14:10:00,Ida,270,1469,00:14:00,24,5.04,840.0
85305,1556582400000,14:56:00,1556582400000,15:10:00,Ida,270,1493,00:14:00,22,5.04,840.0
85307,1556582400000,16:08:00,1556582400000,16:25:00,Ida,270,11623,00:17:00,42,5.04,1020.0
85308,1556582400000,17:00:00,1556582400000,17:16:00,Ida,270,1465,00:16:00,59,5.04,960.0
85309,1556582400000,17:23:00,1556582400000,17:38:00,Ida,270,1529,00:15:00,17,5.04,900.0
85310,1556582400000,17:52:00,1556582400000,18:06:00,Ida,270,11599,00:14:00,15,5.04,840.0
85311,1556582400000,18:05:00,1556582400000,18:19:00,Ida,270,1517,00:14:00,12,5.04,840.0
85312,1556582400000,18:32:00,1556582400000,18:46:00,Ida,270,11571,00:14:00,13,5.04,840.0
85313,1556582400000,18:58:00,1556582400000,19:09:00,Ida,270,1491,00:11:00,4,5.04,660.0
85314,1556582400000,19:33:00,1556582400000,19:43:00,Ida,270,1491,00:10:00,6,5.04,600.0
85316,1556582400000,20:26:00,1556582400000,20:37:00,Ida,270,1493,00:11:00,4,5.04,660.0
85317,1556582400000,20:59:00,1556582400000,21:10:00,Ida,270,1565,00:11:00,4,5.04,660.0
85318,1556582400000,21:55:00,1556582400000,22:05:00,Ida,270,11569,00:10:00,7,5.04,600.0
85319,1556582400000,22:46:00,1556582400000,22:57:00,Ida,270,1529,00:11:00,0,5.04,660.0
85320,1556582400000,23:14:00,1556582400000,23:25:00,Ida,270,1495,00:11:00,0,5.04,660.0
85321,1556582400000,23:46:00,1556582400000,23:57:00,Ida,270,1495,00:11:00,1,5.04,660.0
85323,1556582400000,11:51:00,1556582400000,12:09:00,Ida,270,1485,00:18:00,56,5.04,1080.0
85329,1556496000000,07:54:00,1556496000000,08:11:00,Ida,270,1529,00:17:00,27,5.04,1020.0
85330,1556496000000,08:34:00,1556496000000,08:52:00,Ida,270,1529,00:18:00,44,5.04,1080.0
85331,1556496000000,09:26:00,1556496000000,09:39:00,Ida,270,1493,00:13:00,16,5.04,780.0
85333,1556496000000,11:39:00,1556496000000,11:56:00,Ida,270,1529,00:17:00,29,5.04,1020.0
85335,1556496000000,12:01:00,1556496000000,12:16:00,Ida,270,1461,00:15:00,11,5.04,900.0
85337,1556496000000,12:46:00,1556496000000,13:01:00,Ida,270,1493,00:15:00,33,5.04,900.0
85339,1556496000000,13:54:00,1556496000000,14:11:00,Ida,270,11639,00:17:00,35,5.04,1020.0
85340,1556496000000,14:57:00,1556496000000,15:13:00,Ida,270,1493,00:16:00,22,5.04,960.0
85341,1556496000000,16:08:00,1556496000000,16:23:00,Ida,270,11623,00:15:00,29,5.04,900.0
85344,1556496000000,17:53:00,1556496000000,18:07:00,Ida,270,11599,00:14:00,17,5.04,840.0
85346,1556496000000,18:35:00,1556496000000,18:47:00,Ida,270,11571,00:12:00,6,5.04,720.0
85347,1556496000000,18:59:00,1556496000000,19:10:00,Ida,270,1491,00:11:00,2,5.04,660.0
85348,1556496000000,19:30:00,1556496000000,19:41:00,Ida,270,1491,00:11:00,3,5.04,660.0
85349,1556496000000,19:56:00,1556496000000,20:08:00,Ida,270,1493,00:12:00,2,5.04,720.0
85350,1556496000000,20:25:00,1556496000000,20:37:00,Ida,270,1493,00:12:00,7,5.04,720.0
85351,1556496000000,20:59:00,1556496000000,21:08:00,Ida,270,11575,00:09:00,2,5.04,540.0
85353,1556496000000,22:43:00,1556496000000,22:54:00,Ida,270,1529,00:11:00,1,5.04,660.0
85355,1556496000000,23:44:00,1556496000000,23:54:00,Ida,270,11623,00:10:00,0,5.04,600.0
85357,1556496000000,07:27:00,1556496000000,07:45:00,Ida,270,1501,00:18:00,56,5.04,1080.0
85360,1556409600000,06:31:00,1556409600000,06:41:00,Ida,270,11643,00:10:00,3,5.04,600.0
85361,1556409600000,07:47:00,1556409600000,07:59:00,Ida,270,11643,00:12:00,9,5.04,720.0
85362,1556409600000,09:12:00,1556409600000,09:25:00,Ida,270,11657,00:13:00,5,5.04,780.0
85364,1556409600000,12:13:00,1556409600000,12:25:00,Ida,270,11637,00:12:00,9,5.04,720.0
85366,1556409600000,15:57:00,1556409600000,16:12:00,Ida,270,11679,00:15:00,20,5.04,900.0
85367,1556409600000,17:33:00,1556409600000,17:47:00,Ida,270,11635,00:14:00,22,5.04,840.0
85368,1556409600000,19:02:00,1556409600000,19:16:00,Ida,270,11677,00:14:00,9,5.04,840.0
85369,1556409600000,20:44:00,1556409600000,21:00:00,Ida,270,11671,00:16:00,4,5.04,960.0
85372,1556323200000,05:29:00,1556323200000,05:41:00,Ida,270,11571,00:12:00,10,5.04,720.0
85373,1556323200000,06:00:00,1556323200000,06:15:00,Ida,270,11645,00:15:00,18,5.04,900.0
85374,1556323200000,06:37:00,1556323200000,06:54:00,Ida,270,1529,00:17:00,22,5.04,1020.0
85375,1556323200000,07:21:00,1556323200000,07:35:00,Ida,270,11645,00:14:00,23,5.04,840.0
85376,1556323200000,08:04:00,1556323200000,08:18:00,Ida,270,11645,00:14:00,28,5.04,840.0
85377,1556323200000,08:37:00,1556323200000,08:54:00,Ida,270,11645,00:17:00,28,5.04,1020.0
85378,1556323200000,10:03:00,1556323200000,10:18:00,Ida,270,11641,00:15:00,20,5.04,900.0
85379,1556323200000,11:22:00,1556323200000,11:34:00,Ida,270,11657,00:12:00,12,5.04,720.0
85380,1556323200000,12:37:00,1556323200000,12:50:00,Ida,270,11667,00:13:00,14,5.04,780.0
85381,1556323200000,13:21:00,1556323200000,13:35:00,Ida,270,11663,00:14:00,20,5.04,840.0
85382,1556323200000,15:06:00,1556323200000,15:20:00,Ida,270,1541,00:14:00,21,5.04,840.0
85383,1556323200000,15:47:00,1556323200000,15:59:00,Ida,270,11643,00:12:00,9,5.04,720.0
85384,1556323200000,16:48:00,1556323200000,17:02:00,Ida,270,11671,00:14:00,19,5.04,840.0
85385,1556323200000,18:34:00,1556323200000,18:47:00,Ida,270,11575,00:13:00,7,5.04,780.0
85387,1556323200000,20:49:00,1556323200000,21:01:00,Ida,270,1529,00:12:00,8,5.04,720.0
85388,1556323200000,22:57:00,1556323200000,23:08:00,Ida,270,11599,00:11:00,1,5.04,660.0
85389,1556236800000,05:30:00,1556236800000,05:44:00,Ida,270,1469,00:14:00,44,5.04,840.0
85390,1556236800000,06:00:00,1556236800000,06:18:00,Ida,270,1461,00:18:00,68,5.04,1080.0
85391,1556236800000,06:30:00,1556236800000,06:48:00,Ida,270,11639,00:18:00,64,5.04,1080.0
85392,1556236800000,06:47:00,1556236800000,07:04:00,Ida,270,1491,00:17:00,60,5.04,1020.0
85393,1556236800000,07:01:00,1556236800000,07:18:00,Ida,270,11639,00:17:00,42,5.04,1020.0
85396,1556236800000,08:01:00,1556236800000,08:13:00,Ida,270,1501,00:12:00,4,5.04,720.0
85398,1556236800000,09:26:00,1556236800000,09:38:00,Ida,270,1493,00:12:00,14,5.04,720.0
85400,1556236800000,11:40:00,1556236800000,11:56:00,Ida,270,1529,00:16:00,27,5.04,960.0
85402,1556236800000,12:01:00,1556236800000,12:15:00,Ida,270,1461,00:14:00,8,5.04,840.0
85403,1556236800000,12:17:00,1556236800000,12:33:00,Ida,270,1529,00:16:00,35,5.04,960.0
85406,1556236800000,13:55:00,1556236800000,14:11:00,Ida,270,11639,00:16:00,24,5.04,960.0
85407,1556236800000,14:56:00,1556236800000,15:09:00,Ida,270,1493,00:13:00,22,5.04,780.0
85408,1556236800000,16:09:00,1556236800000,16:24:00,Ida,270,1475,00:15:00,21,5.04,900.0
85409,1556236800000,16:59:00,1556236800000,17:17:00,Ida,270,11667,00:18:00,58,5.04,1080.0
85410,1556236800000,17:23:00,1556236800000,17:38:00,Ida,270,1529,00:15:00,17,5.04,900.0
85412,1556236800000,18:04:00,1556236800000,18:18:00,Ida,270,11627,00:14:00,10,5.04,840.0
85413,1556236800000,18:35:00,1556236800000,18:49:00,Ida,270,11623,00:14:00,13,5.04,840.0
85415,1556236800000,19:32:00,1556236800000,19:44:00,Ida,270,1491,00:12:00,12,5.04,720.0
85416,1556236800000,19:55:00,1556236800000,20:07:00,Ida,270,1493,00:12:00,8,5.04,720.0
85417,1556236800000,20:28:00,1556236800000,20:41:00,Ida,270,1493,00:13:00,8,5.04,780.0
85418,1556236800000,20:59:00,1556236800000,21:10:00,Ida,270,1417,00:11:00,7,5.04,660.0
85420,1556236800000,22:46:00,1556236800000,22:58:00,Ida,270,1529,00:12:00,1,5.04,720.0
85425,1556150400000,06:30:00,1556150400000,06:48:00,Ida,270,11639,00:18:00,60,5.04,1080.0
85427,1556150400000,07:01:00,1556150400000,07:17:00,Ida,270,11639,00:16:00,43,5.04,960.0
85428,1556150400000,07:25:00,1556150400000,07:42:00,Ida,270,1501,00:17:00,56,5.04,1020.0
85430,1556150400000,08:01:00,1556150400000,08:13:00,Ida,270,1501,00:12:00,7,5.04,720.0
85431,1556150400000,08:35:00,1556150400000,08:51:00,Ida,270,1517,00:16:00,28,5.04,960.0
85433,1556150400000,10:55:00,1556150400000,11:09:00,Ida,270,1493,00:14:00,29,5.04,840.0
85434,1556150400000,11:39:00,1556150400000,11:55:00,Ida,270,1529,00:16:00,23,5.04,960.0
85435,1556150400000,11:52:00,1556150400000,12:05:00,Ida,270,11573,00:13:00,21,5.04,780.0
85436,1556150400000,12:00:00,1556150400000,12:15:00,Ida,270,1461,00:15:00,43,5.04,900.0
85438,1556150400000,12:45:00,1556150400000,12:59:00,Ida,270,1493,00:14:00,30,5.04,840.0
85441,1556150400000,14:56:00,1556150400000,15:10:00,Ida,270,1563,00:14:00,26,5.04,840.0
85442,1556150400000,16:09:00,1556150400000,16:25:00,Ida,270,11623,00:16:00,21,5.04,960.0
85444,1556150400000,17:23:00,1556150400000,17:39:00,Ida,270,1529,00:16:00,7,5.04,960.0
85445,1556150400000,17:56:00,1556150400000,18:12:00,Ida,270,11575,00:16:00,24,5.04,960.0
85447,1556150400000,18:33:00,1556150400000,18:47:00,Ida,270,11575,00:14:00,14,5.04,840.0
85448,1556150400000,19:02:00,1556150400000,19:14:00,Ida,270,1491,00:12:00,11,5.04,720.0
85449,1556150400000,19:32:00,1556150400000,19:44:00,Ida,270,1491,00:12:00,7,5.04,720.0
85450,1556150400000,19:56:00,1556150400000,20:07:00,Ida,270,1563,00:11:00,2,5.04,660.0
85451,1556150400000,20:24:00,1556150400000,20:36:00,Ida,270,1563,00:12:00,4,5.04,720.0
85453,1556150400000,21:55:00,1556150400000,22:07:00,Ida,270,11635,00:12:00,1,5.04,720.0
85459,1556064000000,06:31:00,1556064000000,06:50:00,Ida,270,11639,00:19:00,61,5.04,1140.0
85460,1556064000000,06:47:00,1556064000000,07:04:00,Ida,270,1491,00:17:00,59,5.04,1020.0
85461,1556064000000,07:02:00,1556064000000,07:17:00,Ida,270,11639,00:15:00,44,5.04,900.0
85462,1556064000000,07:25:00,1556064000000,07:44:00,Ida,270,1501,00:19:00,55,5.04,1140.0
85465,1556064000000,08:33:00,1556064000000,08:50:00,Ida,270,1529,00:17:00,41,5.04,1020.0
85467,1556064000000,10:54:00,1556064000000,11:08:00,Ida,270,1493,00:14:00,16,5.04,840.0
85469,1556064000000,11:53:00,1556064000000,12:06:00,Ida,270,11573,00:13:00,34,5.04,780.0
85471,1556064000000,12:18:00,1556064000000,12:34:00,Ida,270,1529,00:16:00,42,5.04,960.0
85473,1556064000000,13:07:00,1556064000000,13:23:00,Ida,270,1529,00:16:00,34,5.04,960.0
85475,1556064000000,14:56:00,1556064000000,15:09:00,Ida,270,1493,00:13:00,21,5.04,780.0
85477,1556064000000,17:00:00,1556064000000,17:18:00,Ida,270,11573,00:18:00,70,5.04,1080.0
85478,1556064000000,17:22:00,1556064000000,17:34:00,Ida,270,1477,00:12:00,8,5.04,720.0
85479,1556064000000,17:54:00,1556064000000,18:09:00,Ida,270,11599,00:15:00,27,5.04,900.0
85481,1556064000000,18:33:00,1556064000000,18:47:00,Ida,270,11603,00:14:00,19,5.04,840.0
85482,1556064000000,19:00:00,1556064000000,19:11:00,Ida,270,1491,00:11:00,5,5.04,660.0
85484,1556064000000,19:56:00,1556064000000,20:08:00,Ida,270,1493,00:12:00,1,5.04,720.0
85485,1556064000000,20:27:00,1556064000000,20:39:00,Ida,270,1493,00:12:00,2,5.04,720.0
85486,1556064000000,21:03:00,1556064000000,21:15:00,Ida,270,11669,00:12:00,4,5.04,720.0
85489,1556064000000,23:15:00,1556064000000,23:27:00,Ida,270,1545,00:12:00,1,5.04,720.0
85492,1555977600000,05:30:00,1555977600000,05:43:00,Ida,270,1559,00:13:00,34,5.04,780.0
85493,1555977600000,05:59:00,1555977600000,06:16:00,Ida,270,1461,00:17:00,62,5.04,1020.0
85494,1555977600000,06:31:00,1555977600000,06:49:00,Ida,270,11639,00:18:00,70,5.04,1080.0
85496,1555977600000,07:00:00,1555977600000,07:17:00,Ida,270,11639,00:17:00,49,5.04,1020.0
85499,1555977600000,08:02:00,1555977600000,08:16:00,Ida,270,1501,00:14:00,11,5.04,840.0
85501,1555977600000,09:26:00,1555977600000,09:43:00,Ida,270,1493,00:17:00,36,5.04,1020.0
85502,1555977600000,10:55:00,1555977600000,11:08:00,Ida,270,1493,00:13:00,19,5.04,780.0
85503,1555977600000,11:39:00,1555977600000,11:56:00,Ida,270,1529,00:17:00,35,5.04,1020.0
85504,1555977600000,11:53:00,1555977600000,12:09:00,Ida,270,11573,00:16:00,36,5.04,960.0
85506,1555977600000,12:17:00,1555977600000,12:35:00,Ida,270,1529,00:18:00,44,5.04,1080.0
85507,1555977600000,12:46:00,1555977600000,12:58:00,Ida,270,1493,00:12:00,15,5.04,720.0
85508,1555977600000,13:05:00,1555977600000,13:21:00,Ida,270,1529,00:16:00,33,5.04,960.0
85510,1555977600000,14:59:00,1555977600000,15:15:00,Ida,270,1427,00:16:00,42,5.04,960.0
85513,1555977600000,17:22:00,1555977600000,17:37:00,Ida,270,1529,00:15:00,10,5.04,900.0
85514,1555977600000,17:54:00,1555977600000,18:12:00,Ida,270,11599,00:18:00,27,5.04,1080.0
85515,1555977600000,18:03:00,1555977600000,18:18:00,Ida,270,11595,00:15:00,5,5.04,900.0
85518,1555977600000,19:32:00,1555977600000,19:42:00,Ida,270,1491,00:10:00,3,5.04,600.0
85519,1555977600000,19:55:00,1555977600000,20:05:00,Ida,270,1493,00:10:00,0,5.04,600.0
85521,1555977600000,20:58:00,1555977600000,21:08:00,Ida,270,11655,00:10:00,2,5.04,600.0
85522,1555977600000,21:55:00,1555977600000,22:07:00,Ida,270,11659,00:12:00,3,5.04,720.0
85523,1555977600000,22:47:00,1555977600000,22:58:00,Ida,270,1529,00:11:00,2,5.04,660.0
85527,1555891200000,05:59:00,1555891200000,06:15:00,Ida,270,1461,00:16:00,56,5.04,960.0
85530,1555891200000,07:00:00,1555891200000,07:16:00,Ida,270,11639,00:16:00,41,5.04,960.0
85532,1555891200000,07:55:00,1555891200000,08:13:00,Ida,270,1473,00:18:00,47,5.04,1080.0
85533,1555891200000,08:01:00,1555891200000,08:13:00,Ida,270,1501,00:12:00,5,5.04,720.0
85534,1555891200000,08:32:00,1555891200000,08:47:00,Ida,270,1473,00:15:00,31,5.04,900.0
85535,1555891200000,09:26:00,1555891200000,09:38:00,Ida,270,1493,00:12:00,18,5.04,720.0
85537,1555891200000,11:40:00,1555891200000,11:57:00,Ida,270,1473,00:17:00,34,5.04,1020.0
85538,1555891200000,11:51:00,1555891200000,12:11:00,Ida,270,11573,00:20:00,65,5.04,1200.0
85539,1555891200000,11:57:00,1555891200000,12:12:00,Ida,270,1461,00:15:00,9,5.04,900.0
85541,1555891200000,12:47:00,1555891200000,13:00:00,Ida,270,1493,00:13:00,33,5.04,780.0
85543,1555891200000,13:56:00,1555891200000,14:12:00,Ida,270,11639,00:16:00,27,5.04,960.0
85544,1555891200000,14:55:00,1555891200000,15:09:00,Ida,270,1493,00:14:00,19,5.04,840.0
85546,1555891200000,16:56:00,1555891200000,17:14:00,Ida,270,11573,00:18:00,75,5.04,1080.0
85548,1555891200000,17:55:00,1555891200000,18:08:00,Ida,270,11599,00:13:00,24,5.04,780.0
85549,1555891200000,18:08:00,1555891200000,18:23:00,Ida,270,1533,00:15:00,16,5.04,900.0
85550,1555891200000,18:34:00,1555891200000,18:49:00,Ida,270,1425,00:15:00,13,5.04,900.0
85551,1555891200000,19:01:00,1555891200000,19:12:00,Ida,270,1491,00:11:00,5,5.04,660.0
85552,1555891200000,19:35:00,1555891200000,19:45:00,Ida,270,1491,00:10:00,2,5.04,600.0
85554,1555891200000,20:25:00,1555891200000,20:36:00,Ida,270,1493,00:11:00,4,5.04,660.0
85556,1555891200000,22:45:00,1555891200000,22:56:00,Ida,270,1473,00:11:00,0,5.04,660.0
85562,1555804800000,07:49:00,1555804800000,08:04:00,Ida,270,11643,00:15:00,9,5.04,900.0
85564,1555804800000,10:48:00,1555804800000,11:00:00,Ida,270,11619,00:12:00,11,5.04,720.0
85565,1555804800000,12:10:00,1555804800000,12:22:00,Ida,270,11637,00:12:00,8,5.04,720.0
85566,1555804800000,13:51:00,1555804800000,14:03:00,Ida,270,11641,00:12:00,13,5.04,720.0
85567,1555804800000,15:55:00,1555804800000,16:07:00,Ida,270,11643,00:12:00,11,5.04,720.0
85568,1555804800000,17:31:00,1555804800000,17:43:00,Ida,270,11619,00:12:00,13,5.04,720.0
85569,1555804800000,19:02:00,1555804800000,19:14:00,Ida,270,11627,00:12:00,6,5.04,720.0
85570,1555804800000,20:41:00,1555804800000,20:53:00,Ida,270,11671,00:12:00,7,5.04,720.0
85571,1555804800000,23:07:00,1555804800000,23:17:00,Ida,270,1561,00:10:00,0,5.04,600.0
85573,1555718400000,05:28:00,1555718400000,05:41:00,Ida,270,1565,00:13:00,15,5.04,780.0
85574,1555718400000,06:00:00,1555718400000,06:15:00,Ida,270,11645,00:15:00,17,5.04,900.0
85575,1555718400000,06:38:00,1555718400000,06:50:00,Ida,270,1561,00:12:00,15,5.04,720.0
85576,1555718400000,07:20:00,1555718400000,07:36:00,Ida,270,11645,00:16:00,20,5.04,960.0
85578,1555718400000,08:38:00,1555718400000,08:52:00,Ida,270,11645,00:14:00,20,5.04,840.0
85580,1555718400000,11:21:00,1555718400000,11:32:00,Ida,270,11657,00:11:00,11,5.04,660.0
85582,1555718400000,13:17:00,1555718400000,13:30:00,Ida,270,11663,00:13:00,29,5.04,780.0
85585,1555718400000,16:48:00,1555718400000,17:03:00,Ida,270,11655,00:15:00,14,5.04,900.0
85592,1555632000000,09:06:00,1555632000000,09:18:00,Ida,270,11667,00:12:00,11,5.04,720.0
85593,1555632000000,10:48:00,1555632000000,11:02:00,Ida,270,11635,00:14:00,14,5.04,840.0
85596,1555632000000,15:59:00,1555632000000,16:11:00,Ida,270,11643,00:12:00,17,5.04,720.0
85599,1555632000000,20:41:00,1555632000000,20:53:00,Ida,270,11671,00:12:00,7,5.04,720.0
85601,1555632000000,23:13:00,1555632000000,23:23:00,Ida,270,1525,00:10:00,3,5.04,600.0
85602,1555545600000,05:30:00,1555545600000,05:42:00,Ida,270,1559,00:12:00,34,5.04,720.0
85606,1555545600000,07:01:00,1555545600000,07:17:00,Ida,270,11639,00:16:00,43,5.04,960.0
85608,1555545600000,07:53:00,1555545600000,08:08:00,Ida,270,1529,00:15:00,30,5.04,900.0
85611,1555545600000,09:27:00,1555545600000,09:39:00,Ida,270,1433,00:12:00,24,5.04,720.0
85612,1555545600000,10:53:00,1555545600000,11:07:00,Ida,270,1433,00:14:00,22,5.04,840.0
85615,1555545600000,11:59:00,1555545600000,12:15:00,Ida,270,1461,00:16:00,62,5.04,960.0
85616,1555545600000,12:16:00,1555545600000,12:34:00,Ida,270,1529,00:18:00,31,5.04,1080.0
85617,1555545600000,12:45:00,1555545600000,12:58:00,Ida,270,1433,00:13:00,30,5.04,780.0
85618,1555545600000,13:05:00,1555545600000,13:21:00,Ida,270,1529,00:16:00,40,5.04,960.0
85620,1555545600000,14:58:00,1555545600000,15:12:00,Ida,270,1475,00:14:00,20,5.04,840.0
85621,1555545600000,16:08:00,1555545600000,16:24:00,Ida,270,11623,00:16:00,34,5.04,960.0
85622,1555545600000,16:56:00,1555545600000,17:13:00,Ida,270,11573,00:17:00,63,5.04,1020.0
85623,1555545600000,17:25:00,1555545600000,17:41:00,Ida,270,11619,00:16:00,9,5.04,960.0
85624,1555545600000,17:54:00,1555545600000,18:07:00,Ida,270,11599,00:13:00,18,5.04,780.0
85625,1555545600000,18:05:00,1555545600000,18:17:00,Ida,270,11645,00:12:00,10,5.04,720.0
85626,1555545600000,18:34:00,1555545600000,18:47:00,Ida,270,11571,00:13:00,9,5.04,780.0
85627,1555545600000,18:58:00,1555545600000,19:11:00,Ida,270,1479,00:13:00,13,5.04,780.0
85628,1555545600000,19:30:00,1555545600000,19:40:00,Ida,270,1479,00:10:00,2,5.04,600.0
85629,1555545600000,19:57:00,1555545600000,20:08:00,Ida,270,1475,00:11:00,6,5.04,660.0
85630,1555545600000,20:26:00,1555545600000,20:36:00,Ida,270,1475,00:10:00,4,5.04,600.0
85633,1555545600000,22:43:00,1555545600000,22:53:00,Ida,270,1529,00:10:00,0,5.04,600.0
85634,1555545600000,23:14:00,1555545600000,23:25:00,Ida,270,1545,00:11:00,0,5.04,660.0
85635,1555545600000,23:43:00,1555545600000,23:54:00,Ida,270,1545,00:11:00,0,5.04,660.0
85636,1555459200000,05:30:00,1555459200000,05:42:00,Ida,270,1559,00:12:00,37,5.04,720.0
85637,1555459200000,05:59:00,1555459200000,06:15:00,Ida,270,1475,00:16:00,55,5.04,960.0
85638,1555459200000,06:30:00,1555459200000,06:46:00,Ida,270,11639,00:16:00,63,5.04,960.0
85642,1555459200000,07:53:00,1555459200000,08:11:00,Ida,270,1529,00:18:00,43,5.04,1080.0
85643,1555459200000,08:01:00,1555459200000,08:16:00,Ida,270,1501,00:15:00,8,5.04,900.0
85644,1555459200000,08:33:00,1555459200000,08:50:00,Ida,270,1529,00:17:00,41,5.04,1020.0
85645,1555459200000,09:28:00,1555459200000,09:41:00,Ida,270,1493,00:13:00,32,5.04,780.0
85646,1555459200000,10:54:00,1555459200000,11:08:00,Ida,270,1493,00:14:00,27,5.04,840.0
85648,1555459200000,11:51:00,1555459200000,12:03:00,Ida,270,11573,00:12:00,14,5.04,720.0
85650,1555459200000,12:17:00,1555459200000,12:35:00,Ida,270,1529,00:18:00,59,5.04,1080.0
85652,1555459200000,13:07:00,1555459200000,13:23:00,Ida,270,1529,00:16:00,42,5.04,960.0
85654,1555459200000,14:55:00,1555459200000,15:09:00,Ida,270,1493,00:14:00,17,5.04,840.0
85655,1555459200000,16:09:00,1555459200000,16:25:00,Ida,270,1539,00:16:00,45,5.04,960.0
85656,1555459200000,17:00:00,1555459200000,17:18:00,Ida,270,11573,00:18:00,82,5.04,1080.0
85659,1555459200000,18:05:00,1555459200000,18:18:00,Ida,270,1503,00:13:00,11,5.04,780.0
85661,1555459200000,19:00:00,1555459200000,19:11:00,Ida,270,1491,00:11:00,7,5.04,660.0
85664,1555459200000,20:24:00,1555459200000,20:34:00,Ida,270,1539,00:10:00,7,5.04,600.0
85666,1555459200000,21:57:00,1555459200000,22:10:00,Ida,270,11623,00:13:00,3,5.04,780.0
85670,1555372800000,05:30:00,1555372800000,05:43:00,Ida,270,1559,00:13:00,39,5.04,780.0
85671,1555372800000,06:01:00,1555372800000,06:19:00,Ida,270,1461,00:18:00,71,5.04,1080.0
85672,1555372800000,06:30:00,1555372800000,06:49:00,Ida,270,11639,00:19:00,78,5.04,1140.0
85673,1555372800000,06:46:00,1555372800000,07:02:00,Ida,270,1491,00:16:00,54,5.04,960.0
85676,1555372800000,07:54:00,1555372800000,08:12:00,Ida,270,1529,00:18:00,39,5.04,1080.0
85679,1555372800000,09:26:00,1555372800000,09:41:00,Ida,270,1427,00:15:00,32,5.04,900.0
85680,1555372800000,10:54:00,1555372800000,11:08:00,Ida,270,1427,00:14:00,18,5.04,840.0
85681,1555372800000,11:40:00,1555372800000,11:57:00,Ida,270,1529,00:17:00,37,5.04,1020.0
85682,1555372800000,11:52:00,1555372800000,12:04:00,Ida,270,11573,00:12:00,9,5.04,720.0
85683,1555372800000,11:59:00,1555372800000,12:19:00,Ida,270,1461,00:20:00,88,5.04,1200.0
85685,1555372800000,12:46:00,1555372800000,13:00:00,Ida,270,1427,00:14:00,35,5.04,840.0
85692,1555372800000,17:53:00,1555372800000,18:07:00,Ida,270,11599,00:14:00,15,5.04,840.0
85693,1555372800000,18:04:00,1555372800000,18:16:00,Ida,270,11683,00:12:00,10,5.04,720.0
85695,1555372800000,19:01:00,1555372800000,19:12:00,Ida,270,1491,00:11:00,5,5.04,660.0
85696,1555372800000,19:32:00,1555372800000,19:43:00,Ida,270,1491,00:11:00,5,5.04,660.0
85697,1555372800000,19:55:00,1555372800000,20:06:00,Ida,270,1427,00:11:00,2,5.04,660.0
85699,1555372800000,21:04:00,1555372800000,21:18:00,Ida,270,1491,00:14:00,6,5.04,840.0
85700,1555372800000,22:46:00,1555372800000,22:58:00,Ida,270,1529,00:12:00,0,5.04,720.0
85703,1555286400000,05:30:00,1555286400000,05:42:00,Ida,270,1559,00:12:00,36,5.04,720.0
85704,1555286400000,06:00:00,1555286400000,06:16:00,Ida,270,1467,00:16:00,64,5.04,960.0
85707,1555286400000,07:01:00,1555286400000,07:16:00,Ida,270,11639,00:15:00,37,5.04,900.0
85710,1555286400000,08:01:00,1555286400000,08:15:00,Ida,270,1501,00:14:00,17,5.04,840.0
85711,1555286400000,08:32:00,1555286400000,08:49:00,Ida,270,1529,00:17:00,41,5.04,1020.0
85712,1555286400000,09:27:00,1555286400000,09:39:00,Ida,270,1565,00:12:00,25,5.04,720.0
85713,1555286400000,10:53:00,1555286400000,11:05:00,Ida,270,1565,00:12:00,14,5.04,720.0
85716,1555286400000,11:59:00,1555286400000,12:12:00,Ida,270,1467,00:13:00,26,5.04,780.0
85719,1555286400000,13:06:00,1555286400000,13:21:00,Ida,270,1529,00:15:00,33,5.04,900.0
85720,1555286400000,13:54:00,1555286400000,14:10:00,Ida,270,11639,00:16:00,35,5.04,960.0
85721,1555286400000,14:54:00,1555286400000,15:07:00,Ida,270,1503,00:13:00,16,5.04,780.0
85722,1555286400000,16:08:00,1555286400000,16:23:00,Ida,270,11623,00:15:00,25,5.04,900.0
85723,1555286400000,16:58:00,1555286400000,17:17:00,Ida,270,11573,00:19:00,83,5.04,1140.0
85724,1555286400000,17:22:00,1555286400000,17:33:00,Ida,270,1455,00:11:00,11,5.04,660.0
85726,1555286400000,18:05:00,1555286400000,18:17:00,Ida,270,1527,00:12:00,15,5.04,720.0
85728,1555286400000,19:00:00,1555286400000,19:09:00,Ida,270,1491,00:09:00,2,5.04,540.0
