Precipitacao,Datetime,Temperatura,Descricao Chuva,Calor
0.0,2019-09-05 10:00:00,13.85,0,0
0.0,2019-09-05 11:00:00,13.8,0,0
0.0,2019-09-05 12:00:00,13.75,0,0
0.0,2019-09-05 13:00:00,13.8,0,0
0.0,2019-09-05 14:00:00,13.85,0,0
0.0,2019-09-05 15:00:00,13.899999999999999,0,0
0.0,2019-09-05 16:00:00,13.5,0,0
0.0,2019-09-05 17:00:00,13.100000000000001,0,0
0.6,2019-09-05 18:00:00,12.899999999999999,1,0
0.0,2019-09-05 19:00:00,12.8,0,0
0.0,2019-09-05 20:00:00,12.8,0,0
0.4,2019-09-05 21:00:00,12.75,1,0
0.6,2019-09-05 22:00:00,12.649999999999999,1,0
0.6,2019-09-05 23:00:00,12.55,1,0
0.4,2019-09-06 00:00:00,12.649999999999999,1,0
0.8,2019-09-06 01:00:00,12.6,1,0
0.0,2019-09-06 02:00:00,12.649999999999999,0,0
0.0,2019-09-06 03:00:00,12.75,0,0
0.0,2019-09-06 04:00:00,12.95,0,0
0.0,2019-09-06 05:00:00,13.05,0,0
0.0,2019-09-06 06:00:00,13.3,0,0
0.0,2019-09-06 07:00:00,13.6,0,0
0.0,2019-09-06 08:00:00,14.0,0,0
0.0,2019-09-06 09:00:00,14.600000000000001,0,0
0.0,2019-09-06 10:00:00,15.15,0,0
0.0,2019-09-06 11:00:00,15.45,0,0
0.0,2019-09-06 12:00:00,16.25,0,1
0.0,2019-09-06 13:00:00,16.950000000000003,0,1
0.0,2019-09-06 14:00:00,17.85,0,1
0.0,2019-09-06 15:00:00,16.7,0,1
1.2,2019-09-06 16:00:00,15.25,1,0
0.0,2019-09-06 17:00:00,15.55,0,0
0.0,2019-09-06 18:00:00,15.65,0,0
0.0,2019-09-06 19:00:00,15.6,0,0
0.0,2019-09-06 20:00:00,15.6,0,0
0.0,2019-09-06 21:00:00,15.55,0,0
0.0,2019-09-06 22:00:00,15.55,0,0
0.0,2019-09-06 23:00:00,15.55,0,0
1.8,2019-09-07 00:00:00,15.399999999999999,1,0
0.2,2019-09-07 01:00:00,15.149999999999999,1,0
0.0,2019-09-07 02:00:00,15.0,0,0
0.0,2019-09-07 03:00:00,15.0,0,0
0.0,2019-09-07 04:00:00,15.149999999999999,0,0
0.0,2019-09-07 05:00:00,15.1,0,0
0.0,2019-09-07 06:00:00,14.95,0,0
0.0,2019-09-07 07:00:00,15.05,0,0
0.0,2019-09-07 08:00:00,15.6,0,0
0.0,2019-09-07 09:00:00,16.85,0,1
0.0,2019-09-07 10:00:00,18.95,0,1
0.0,2019-09-07 11:00:00,21.1,0,1
0.0,2019-09-07 12:00:00,23.3,0,1
0.0,2019-09-07 13:00:00,25.35,0,2
0.0,2019-09-07 14:00:00,26.549999999999997,0,2
0.0,2019-09-07 15:00:00,27.75,0,2
0.0,2019-09-07 16:00:00,28.45,0,2
0.0,2019-09-07 17:00:00,27.799999999999997,0,2
0.0,2019-09-07 18:00:00,26.299999999999997,0,2
0.0,2019-09-07 19:00:00,24.7,0,1
0.0,2019-09-07 20:00:00,23.5,0,1
0.0,2019-09-07 21:00:00,22.5,0,1
0.0,2019-09-07 22:00:00,21.75,0,1
0.0,2019-09-07 23:00:00,21.549999999999997,0,1
0.0,2019-09-08 00:00:00,21.1,0,1
0.0,2019-09-08 01:00:00,20.450000000000003,0,1
0.0,2019-09-08 02:00:00,19.8,0,1
0.0,2019-09-08 03:00:00,19.25,0,1
0.0,2019-09-08 04:00:00,18.9,0,1
0.0,2019-09-08 05:00:00,18.45,0,1
0.0,2019-09-08 06:00:00,18.0,0,1
0.0,2019-09-08 07:00:00,17.75,0,1
0.0,2019-09-08 08:00:00,18.4,0,1
0.0,2019-09-08 09:00:00,19.549999999999997,0,1
0.0,2019-09-08 10:00:00,21.85,0,1
0.0,2019-09-08 11:00:00,25.0,0,1
0.0,2019-09-08 12:00:00,27.75,0,2
0.0,2019-09-08 13:00:00,29.549999999999997,0,2
0.0,2019-09-08 14:00:00,30.65,0,2
0.0,2019-09-08 15:00:00,31.15,0,2
0.0,2019-09-08 16:00:00,30.950000000000003,0,2
0.0,2019-09-08 17:00:00,30.4,0,2
0.0,2019-09-08 18:00:00,28.4,0,2
0.0,2019-09-08 19:00:00,26.450000000000003,0,2
0.0,2019-09-08 20:00:00,25.1,0,2
0.0,2019-09-08 21:00:00,23.799999999999997,0,1
0.0,2019-09-08 22:00:00,22.75,0,1
0.0,2019-09-08 23:00:00,21.950000000000003,0,1
0.0,2019-09-09 00:00:00,21.3,0,1
0.0,2019-09-09 01:00:00,20.55,0,1
0.0,2019-09-09 02:00:00,20.65,0,1
0.0,2019-09-09 03:00:00,19.85,0,1
0.0,2019-09-09 04:00:00,19.2,0,1
0.0,2019-09-09 05:00:00,18.85,0,1
0.0,2019-09-09 06:00:00,18.4,0,1
0.0,2019-09-09 07:00:00,18.45,0,1
0.0,2019-09-09 08:00:00,20.25,0,1
0.0,2019-09-09 09:00:00,22.5,0,1
0.0,2019-09-09 10:00:00,24.700000000000003,0,1
0.0,2019-09-09 11:00:00,27.0,0,2
0.0,2019-09-09 12:00:00,29.3,0,2
0.0,2019-09-09 13:00:00,30.75,0,2
0.0,2019-09-09 14:00:00,31.65,0,2
0.0,2019-09-09 15:00:00,31.700000000000003,0,2
0.0,2019-09-09 16:00:00,31.75,0,2
0.0,2019-09-09 17:00:00,31.15,0,2
0.0,2019-09-09 18:00:00,29.7,0,2
0.0,2019-09-09 19:00:00,27.85,0,2
0.0,2019-09-09 20:00:00,26.75,0,2
0.0,2019-09-09 21:00:00,26.0,0,2
0.0,2019-09-09 22:00:00,25.45,0,2
0.0,2019-09-09 23:00:00,24.450000000000003,0,1
0.0,2019-09-10 00:00:00,23.4,0,1
0.0,2019-09-10 01:00:00,23.25,0,1
0.0,2019-09-10 02:00:00,22.05,0,1
0.0,2019-09-10 03:00:00,20.6,0,1
0.0,2019-09-10 04:00:00,20.05,0,1
0.0,2019-09-10 05:00:00,19.4,0,1
0.0,2019-09-10 06:00:00,19.05,0,1
0.0,2019-09-10 07:00:00,19.4,0,1
0.0,2019-09-10 08:00:00,21.5,0,1
0.0,2019-09-10 09:00:00,23.75,0,1
0.0,2019-09-10 10:00:00,26.200000000000003,0,2
0.0,2019-09-10 11:00:00,28.65,0,2
0.0,2019-09-10 12:00:00,30.5,0,2
0.0,2019-09-10 13:00:00,31.35,0,2
0.0,2019-09-10 14:00:00,32.0,0,2
0.0,2019-09-10 15:00:00,32.45,0,2
0.0,2019-09-10 16:00:00,32.4,0,2
0.0,2019-09-10 17:00:00,32.05,0,2
0.0,2019-09-10 18:00:00,30.75,0,2
0.0,2019-09-10 19:00:00,29.0,0,2
0.0,2019-09-10 20:00:00,27.7,0,2
0.0,2019-09-10 21:00:00,26.35,0,2
0.0,2019-09-10 22:00:00,25.3,0,2
0.0,2019-09-10 23:00:00,24.85,0,1
0.0,2019-09-11 00:00:00,23.95,0,1
0.0,2019-09-11 01:00:00,22.7,0,1
0.0,2019-09-11 02:00:00,21.9,0,1
0.0,2019-09-11 03:00:00,21.6,0,1
0.0,2019-09-11 04:00:00,21.1,0,1
0.0,2019-09-11 05:00:00,20.450000000000003,0,1
0.0,2019-09-11 06:00:00,20.05,0,1
0.0,2019-09-11 07:00:00,20.4,0,1
0.0,2019-09-11 08:00:00,22.299999999999997,0,1
0.0,2019-09-11 09:00:00,24.9,0,1
0.0,2019-09-11 10:00:00,28.0,0,2
0.0,2019-09-11 11:00:00,30.35,0,2
0.0,2019-09-11 12:00:00,31.6,0,2
0.0,2019-09-11 13:00:00,32.65,0,2
0.0,2019-09-11 14:00:00,33.5,0,2
0.0,2019-09-11 15:00:00,33.45,0,2
0.0,2019-09-11 16:00:00,33.9,0,2
0.0,2019-09-11 17:00:00,32.849999999999994,0,2
0.0,2019-09-11 18:00:00,31.549999999999997,0,2
0.0,2019-09-11 19:00:00,30.200000000000003,0,2
0.0,2019-09-11 20:00:00,28.450000000000003,0,2
0.0,2019-09-11 21:00:00,26.35,0,2
0.0,2019-09-11 22:00:00,25.55,0,2
0.0,2019-09-11 23:00:00,24.75,0,1
0.0,2019-09-12 00:00:00,23.9,0,1
0.0,2019-09-12 01:00:00,23.2,0,1
0.0,2019-09-12 02:00:00,23.2,0,1
0.0,2019-09-12 03:00:00,22.5,0,1
0.0,2019-09-12 04:00:00,21.85,0,1
0.0,2019-09-12 05:00:00,21.6,0,1
0.0,2019-09-12 06:00:00,21.45,0,1
0.0,2019-09-12 07:00:00,21.4,0,1
0.0,2019-09-12 08:00:00,23.049999999999997,0,1
0.0,2019-09-12 09:00:00,26.15,0,2
0.0,2019-09-12 10:00:00,28.700000000000003,0,2
0.0,2019-09-12 11:00:00,31.1,0,2
0.0,2019-09-12 12:00:00,32.4,0,2
0.0,2019-09-12 13:00:00,33.3,0,2
0.0,2019-09-12 14:00:00,34.2,0,2
0.0,2019-09-12 15:00:00,34.45,0,2
0.0,2019-09-12 16:00:00,34.95,0,2
0.0,2019-09-12 17:00:00,34.0,0,2
0.0,2019-09-12 18:00:00,32.85,0,2
0.0,2019-09-12 19:00:00,31.349999999999998,0,2
0.0,2019-09-12 20:00:00,30.0,0,2
0.0,2019-09-12 21:00:00,27.450000000000003,0,2
0.0,2019-09-12 22:00:00,24.6,0,1
0.0,2019-09-12 23:00:00,23.1,0,1
0.0,2019-09-13 00:00:00,21.9,0,1
0.0,2019-09-13 01:00:00,20.1,0,1
0.0,2019-09-13 02:00:00,18.6,0,1
0.0,2019-09-13 03:00:00,17.95,0,1
0.0,2019-09-13 04:00:00,17.95,0,1
0.0,2019-09-13 05:00:00,17.6,0,1
0.0,2019-09-13 06:00:00,17.549999999999997,0,1
0.0,2019-09-13 07:00:00,17.65,0,1
0.0,2019-09-13 08:00:00,17.9,0,1
0.0,2019-09-13 09:00:00,18.299999999999997,0,1
0.0,2019-09-13 10:00:00,18.9,0,1
0.0,2019-09-13 11:00:00,19.05,0,1
0.0,2019-09-13 12:00:00,19.55,0,1
0.0,2019-09-13 13:00:00,20.1,0,1
0.0,2019-09-13 14:00:00,20.700000000000003,0,1
0.0,2019-09-13 15:00:00,20.65,0,1
0.0,2019-09-13 16:00:00,19.950000000000003,0,1
0.0,2019-09-13 17:00:00,18.8,0,1
0.0,2019-09-13 18:00:00,18.4,0,1
0.0,2019-09-13 19:00:00,18.0,0,1
0.0,2019-09-13 20:00:00,17.700000000000003,0,1
0.0,2019-09-13 21:00:00,17.5,0,1
0.0,2019-09-13 22:00:00,17.299999999999997,0,1
0.0,2019-09-13 23:00:00,17.5,0,1
0.0,2019-09-14 00:00:00,17.6,0,1
0.0,2019-09-14 01:00:00,17.700000000000003,0,1
0.0,2019-09-14 02:00:00,17.5,0,1
0.0,2019-09-14 03:00:00,17.45,0,1
0.0,2019-09-14 04:00:00,17.4,0,1
0.0,2019-09-14 05:00:00,17.4,0,1
0.0,2019-09-14 06:00:00,17.5,0,1
0.0,2019-09-14 07:00:00,17.65,0,1
0.0,2019-09-14 08:00:00,18.200000000000003,0,1
0.0,2019-09-14 09:00:00,19.0,0,1
0.0,2019-09-14 10:00:00,20.25,0,1
0.0,2019-09-14 11:00:00,21.85,0,1
0.0,2019-09-14 12:00:00,23.5,0,1
0.0,2019-09-14 13:00:00,24.4,0,1
0.0,2019-09-14 14:00:00,25.549999999999997,0,2
0.0,2019-09-14 15:00:00,24.1,0,1
0.0,2019-09-14 16:00:00,22.95,0,1
0.0,2019-09-14 17:00:00,21.45,0,1
0.0,2019-09-14 18:00:00,20.25,0,1
0.0,2019-09-14 19:00:00,19.299999999999997,0,1
0.0,2019-09-14 20:00:00,18.8,0,1
0.0,2019-09-14 21:00:00,19.049999999999997,0,1
0.0,2019-09-14 22:00:00,19.0,0,1
0.0,2019-09-14 23:00:00,18.950000000000003,0,1
0.0,2019-09-15 00:00:00,18.85,0,1
0.0,2019-09-15 01:00:00,18.4,0,1
0.0,2019-09-15 02:00:00,18.200000000000003,0,1
0.0,2019-09-15 03:00:00,18.200000000000003,0,1
0.0,2019-09-15 04:00:00,18.200000000000003,0,1
0.0,2019-09-15 05:00:00,18.200000000000003,0,1
0.0,2019-09-15 06:00:00,18.4,0,1
0.0,2019-09-15 07:00:00,18.2,0,1
0.0,2019-09-15 08:00:00,18.25,0,1
0.0,2019-09-15 09:00:00,19.75,0,1
0.0,2019-09-15 10:00:00,21.75,0,1
0.0,2019-09-15 11:00:00,23.15,0,1
0.0,2019-09-15 12:00:00,25.049999999999997,0,2
0.0,2019-09-15 13:00:00,27.35,0,2
0.0,2019-09-15 14:00:00,28.7,0,2
0.0,2019-09-15 15:00:00,29.85,0,2
0.0,2019-09-15 16:00:00,29.85,0,2
0.0,2019-09-15 17:00:00,29.299999999999997,0,2
0.0,2019-09-15 18:00:00,28.0,0,2
0.0,2019-09-15 19:00:00,26.6,0,2
0.0,2019-09-15 20:00:00,25.6,0,2
0.0,2019-09-15 21:00:00,24.4,0,1
0.0,2019-09-15 22:00:00,24.1,0,1
0.0,2019-09-15 23:00:00,23.299999999999997,0,1
0.0,2019-09-16 00:00:00,22.45,0,1
0.0,2019-09-16 01:00:00,21.8,0,1
0.0,2019-09-16 02:00:00,21.4,0,1
0.0,2019-09-16 03:00:00,20.950000000000003,0,1
0.0,2019-09-16 04:00:00,20.45,0,1
0.0,2019-09-16 05:00:00,19.9,0,1
0.0,2019-09-16 06:00:00,19.35,0,1
0.0,2019-09-16 07:00:00,19.6,0,1
0.0,2019-09-16 08:00:00,21.15,0,1
0.0,2019-09-16 09:00:00,23.45,0,1
0.0,2019-09-16 10:00:00,26.15,0,2
0.0,2019-09-16 11:00:00,28.549999999999997,0,2
0.0,2019-09-16 12:00:00,31.15,0,2
0.0,2019-09-16 13:00:00,32.45,0,2
0.0,2019-09-16 14:00:00,33.15,0,2
0.0,2019-09-16 15:00:00,33.6,0,2
0.0,2019-09-16 16:00:00,33.6,0,2
0.0,2019-09-16 17:00:00,32.900000000000006,0,2
0.0,2019-09-16 18:00:00,31.299999999999997,0,2
0.0,2019-09-16 19:00:00,29.6,0,2
0.0,2019-09-16 20:00:00,28.2,0,2
0.0,2019-09-16 21:00:00,26.75,0,2
0.0,2019-09-16 22:00:00,25.25,0,2
0.0,2019-09-16 23:00:00,24.25,0,1
0.0,2019-09-17 00:00:00,23.700000000000003,0,1
0.0,2019-09-17 01:00:00,23.55,0,1
0.0,2019-09-17 02:00:00,22.450000000000003,0,1
0.0,2019-09-17 03:00:00,21.85,0,1
0.0,2019-09-17 04:00:00,21.200000000000003,0,1
0.0,2019-09-17 05:00:00,20.7,0,1
0.0,2019-09-17 06:00:00,20.15,0,1
0.0,2019-09-17 07:00:00,20.6,0,1
0.0,2019-09-17 08:00:00,22.5,0,1
0.0,2019-09-17 09:00:00,25.25,0,2
0.0,2019-09-17 10:00:00,28.65,0,2
0.0,2019-09-17 11:00:00,30.45,0,2
0.0,2019-09-17 12:00:00,31.8,0,2
0.0,2019-09-17 13:00:00,32.5,0,2
0.0,2019-09-17 14:00:00,33.1,0,2
0.0,2019-09-17 15:00:00,33.55,0,2
0.0,2019-09-17 16:00:00,33.4,0,2
0.0,2019-09-17 17:00:00,33.0,0,2
0.0,2019-09-17 18:00:00,31.8,0,2
0.0,2019-09-17 19:00:00,30.15,0,2
0.0,2019-09-17 20:00:00,27.55,0,2
0.0,2019-09-17 21:00:00,25.6,0,2
0.0,2019-09-17 22:00:00,25.25,0,2
0.0,2019-09-17 23:00:00,25.0,0,1
0.0,2019-09-18 00:00:00,24.75,0,1
0.0,2019-09-18 01:00:00,24.049999999999997,0,1
0.0,2019-09-18 02:00:00,24.5,0,1
0.0,2019-09-18 03:00:00,23.25,0,1
0.0,2019-09-18 04:00:00,22.7,0,1
0.0,2019-09-18 05:00:00,22.950000000000003,0,1
0.0,2019-09-18 06:00:00,23.35,0,1
0.0,2019-09-18 07:00:00,23.799999999999997,0,1
0.0,2019-09-18 08:00:00,25.25,0,2
0.0,2019-09-18 09:00:00,26.950000000000003,0,2
0.0,2019-09-18 10:00:00,28.65,0,2
0.0,2019-09-18 11:00:00,30.15,0,2
0.0,2019-09-18 12:00:00,31.65,0,2
0.0,2019-09-18 13:00:00,32.55,0,2
0.0,2019-09-18 14:00:00,33.25,0,2
0.0,2019-09-18 15:00:00,33.55,0,2
0.0,2019-09-18 16:00:00,33.8,0,2
0.0,2019-09-18 17:00:00,33.4,0,2
0.0,2019-09-18 18:00:00,28.049999999999997,0,2
0.0,2019-09-18 19:00:00,21.299999999999997,0,1
0.0,2019-09-18 20:00:00,19.65,0,1
0.0,2019-09-18 21:00:00,19.45,0,1
0.0,2019-09-18 22:00:00,18.85,0,1
0.0,2019-09-18 23:00:00,18.35,0,1
0.0,2019-09-19 00:00:00,18.15,0,1
0.0,2019-09-19 01:00:00,18.15,0,1
0.0,2019-09-19 02:00:00,18.0,0,1
0.0,2019-09-19 03:00:00,17.8,0,1
0.0,2019-09-19 04:00:00,18.0,0,1
0.0,2019-09-19 05:00:00,18.049999999999997,0,1
0.0,2019-09-19 06:00:00,18.0,0,1
0.0,2019-09-19 07:00:00,18.25,0,1
0.0,2019-09-19 08:00:00,19.3,0,1
0.0,2019-09-19 09:00:00,19.9,0,1
0.0,2019-09-19 10:00:00,21.9,0,1
0.0,2019-09-19 11:00:00,23.3,0,1
0.0,2019-09-19 12:00:00,26.1,0,2
0.0,2019-09-19 13:00:00,28.95,0,2
0.0,2019-09-19 14:00:00,31.05,0,2
0.0,2019-09-19 15:00:00,31.65,0,2
0.0,2019-09-19 16:00:00,30.65,0,2
0.0,2019-09-19 17:00:00,26.35,0,2
0.2,2019-09-19 18:00:00,21.1,1,1
0.0,2019-09-19 19:00:00,19.55,0,1
0.0,2019-09-19 20:00:00,19.700000000000003,0,1
0.0,2019-09-19 21:00:00,19.85,0,1
0.0,2019-09-19 22:00:00,20.0,0,1
0.0,2019-09-19 23:00:00,20.049999999999997,0,1
0.0,2019-09-20 00:00:00,20.0,0,1
0.0,2019-09-20 01:00:00,19.75,0,1
0.0,2019-09-20 02:00:00,19.65,0,1
0.0,2019-09-20 03:00:00,20.049999999999997,0,1
0.0,2019-09-20 04:00:00,20.5,0,1
0.0,2019-09-20 05:00:00,20.35,0,1
0.2,2019-09-20 06:00:00,20.7,1,1
0.2,2019-09-20 07:00:00,20.15,1,1
0.0,2019-09-20 08:00:00,20.15,0,1
0.0,2019-09-20 09:00:00,21.45,0,1
0.0,2019-09-20 10:00:00,23.0,0,1
0.0,2019-09-20 11:00:00,24.6,0,1
0.0,2019-09-20 12:00:00,25.7,0,2
0.0,2019-09-20 13:00:00,27.0,0,2
0.0,2019-09-20 14:00:00,27.25,0,2
0.0,2019-09-20 15:00:00,26.05,0,2
0.0,2019-09-20 16:00:00,25.6,0,2
0.0,2019-09-20 17:00:00,24.65,0,1
0.0,2019-09-20 18:00:00,23.5,0,1
0.0,2019-09-20 19:00:00,22.950000000000003,0,1
0.0,2019-09-20 20:00:00,22.950000000000003,0,1
0.2,2019-09-20 21:00:00,21.65,1,1
0.4,2019-09-20 22:00:00,19.8,1,1
0.0,2019-09-20 23:00:00,18.799999999999997,0,1
0.0,2019-09-21 00:00:00,17.549999999999997,0,1
0.0,2019-09-21 01:00:00,17.1,0,1
0.0,2019-09-21 02:00:00,16.65,0,1
0.0,2019-09-21 03:00:00,16.25,0,1
0.2,2019-09-21 04:00:00,16.35,1,1
1.0,2019-09-21 05:00:00,16.3,1,1
0.0,2019-09-21 06:00:00,16.25,0,1
0.0,2019-09-21 07:00:00,16.5,0,1
0.0,2019-09-21 08:00:00,16.4,0,1
0.0,2019-09-21 09:00:00,16.35,0,1
0.0,2019-09-21 10:00:00,16.85,0,1
0.0,2019-09-21 11:00:00,17.4,0,1
0.0,2019-09-21 12:00:00,17.75,0,1
0.0,2019-09-21 13:00:00,17.549999999999997,0,1
0.0,2019-09-21 14:00:00,17.85,0,1
0.0,2019-09-21 15:00:00,18.35,0,1
0.0,2019-09-21 16:00:00,18.049999999999997,0,1
0.0,2019-09-21 17:00:00,17.95,0,1
0.0,2019-09-21 18:00:00,17.15,0,1
0.0,2019-09-21 19:00:00,17.049999999999997,0,1
0.0,2019-09-21 20:00:00,16.75,0,1
0.0,2019-09-21 21:00:00,16.65,0,1
0.0,2019-09-21 22:00:00,16.6,0,1
0.0,2019-09-21 23:00:00,16.65,0,1
0.0,2019-09-22 00:00:00,16.75,0,1
0.0,2019-09-22 01:00:00,16.75,0,1
0.0,2019-09-22 02:00:00,16.65,0,1
0.0,2019-09-22 03:00:00,16.75,0,1
0.0,2019-09-22 04:00:00,16.65,0,1
0.0,2019-09-22 05:00:00,16.65,0,1
0.0,2019-09-22 06:00:00,16.65,0,1
0.0,2019-09-22 07:00:00,16.4,0,1
0.0,2019-09-22 08:00:00,16.75,0,1
0.0,2019-09-22 09:00:00,17.2,0,1
0.0,2019-09-22 10:00:00,16.75,0,1
0.0,2019-09-22 11:00:00,17.05,0,1
0.0,2019-09-22 12:00:00,17.75,0,1
0.0,2019-09-22 13:00:00,17.75,0,1
0.0,2019-09-22 14:00:00,17.45,0,1
0.0,2019-09-22 15:00:00,17.4,0,1
0.0,2019-09-22 16:00:00,17.049999999999997,0,1
0.0,2019-09-22 17:00:00,16.4,0,1
0.0,2019-09-22 18:00:00,15.5,0,0
0.0,2019-09-22 19:00:00,15.0,0,0
0.0,2019-09-22 20:00:00,14.399999999999999,0,0
0.0,2019-09-22 21:00:00,14.2,0,0
0.0,2019-09-22 22:00:00,13.75,0,0
0.0,2019-09-22 23:00:00,13.25,0,0
0.0,2019-09-23 00:00:00,13.15,0,0
0.0,2019-09-23 01:00:00,13.0,0,0
0.0,2019-09-23 02:00:00,13.15,0,0
0.0,2019-09-23 03:00:00,13.0,0,0
0.0,2019-09-23 04:00:00,12.9,0,0
0.0,2019-09-23 05:00:00,12.75,0,0
0.0,2019-09-23 06:00:00,12.55,0,0
0.0,2019-09-23 07:00:00,12.899999999999999,0,0
0.0,2019-09-23 08:00:00,13.35,0,0
0.0,2019-09-23 09:00:00,13.649999999999999,0,0
0.0,2019-09-23 10:00:00,14.4,0,0
0.0,2019-09-23 11:00:00,15.5,0,0
0.0,2019-09-23 12:00:00,15.0,0,0
0.0,2019-09-23 13:00:00,14.600000000000001,0,0
0.0,2019-09-23 14:00:00,15.75,0,0
0.0,2019-09-23 15:00:00,15.45,0,0
0.0,2019-09-23 16:00:00,15.95,0,0
0.0,2019-09-23 17:00:00,15.4,0,0
0.0,2019-09-23 18:00:00,14.7,0,0
0.0,2019-09-23 19:00:00,14.35,0,0
0.0,2019-09-23 20:00:00,14.35,0,0
0.0,2019-09-23 21:00:00,14.15,0,0
0.0,2019-09-23 22:00:00,13.85,0,0
0.0,2019-09-23 23:00:00,13.649999999999999,0,0
0.0,2019-09-24 00:00:00,13.649999999999999,0,0
0.0,2019-09-24 01:00:00,13.399999999999999,0,0
0.0,2019-09-24 02:00:00,13.2,0,0
0.0,2019-09-24 03:00:00,13.149999999999999,0,0
0.0,2019-09-24 04:00:00,13.1,0,0
0.0,2019-09-24 05:00:00,13.05,0,0
0.0,2019-09-24 06:00:00,12.95,0,0
0.0,2019-09-24 07:00:00,13.15,0,0
0.0,2019-09-24 08:00:00,13.95,0,0
0.0,2019-09-24 09:00:00,14.7,0,0
0.0,2019-09-24 10:00:00,15.45,0,0
0.0,2019-09-24 11:00:00,16.65,0,1
0.0,2019-09-24 12:00:00,19.15,0,1
0.0,2019-09-24 13:00:00,20.7,0,1
0.0,2019-09-24 14:00:00,21.7,0,1
0.0,2019-09-24 15:00:00,22.7,0,1
0.0,2019-09-24 16:00:00,21.799999999999997,0,1
0.0,2019-09-24 17:00:00,20.3,0,1
0.0,2019-09-24 18:00:00,18.549999999999997,0,1
0.0,2019-09-24 19:00:00,17.35,0,1
0.0,2019-09-24 20:00:00,16.5,0,1
0.0,2019-09-24 21:00:00,16.0,0,0
0.0,2019-09-24 22:00:00,15.85,0,0
0.0,2019-09-24 23:00:00,15.85,0,0
0.0,2019-09-25 00:00:00,15.55,0,0
0.0,2019-09-25 01:00:00,15.6,0,0
0.0,2019-09-25 02:00:00,15.7,0,0
0.0,2019-09-25 03:00:00,15.7,0,0
0.0,2019-09-25 04:00:00,15.75,0,0
0.0,2019-09-25 05:00:00,15.55,0,0
0.2,2019-09-25 06:00:00,15.5,1,0
0.0,2019-09-25 07:00:00,15.55,0,0
0.0,2019-09-25 08:00:00,15.8,0,0
0.0,2019-09-25 09:00:00,16.05,0,1
0.0,2019-09-25 10:00:00,16.2,0,1
0.0,2019-09-25 11:00:00,17.6,0,1
0.0,2019-09-25 12:00:00,18.35,0,1
0.0,2019-09-25 13:00:00,18.4,0,1
0.0,2019-09-25 14:00:00,18.5,0,1
0.0,2019-09-25 15:00:00,18.1,0,1
0.2,2019-09-25 16:00:00,17.1,1,1
0.2,2019-09-25 17:00:00,16.549999999999997,1,1
0.0,2019-09-25 18:00:00,16.25,0,1
0.0,2019-09-25 19:00:00,15.950000000000001,0,0
0.0,2019-09-25 20:00:00,15.7,0,0
0.4,2019-09-25 21:00:00,15.600000000000001,1,0
0.2,2019-09-25 22:00:00,15.4,1,0
0.0,2019-09-25 23:00:00,15.5,0,0
0.2,2019-09-26 00:00:00,15.6,1,0
0.6,2019-09-26 01:00:00,15.55,1,0
1.2,2019-09-26 02:00:00,15.35,1,0
0.4,2019-09-26 03:00:00,15.15,1,0
0.0,2019-09-26 04:00:00,15.05,0,0
0.4,2019-09-26 05:00:00,14.95,1,0
0.2,2019-09-26 06:00:00,14.95,1,0
0.0,2019-09-26 07:00:00,15.05,0,0
0.0,2019-09-26 08:00:00,15.35,0,0
0.0,2019-09-26 09:00:00,15.399999999999999,0,0
0.0,2019-09-26 10:00:00,15.700000000000001,0,0
0.0,2019-09-26 11:00:00,16.35,0,1
0.0,2019-09-26 12:00:00,17.0,0,1
0.0,2019-09-26 13:00:00,17.700000000000003,0,1
0.0,2019-09-26 14:00:00,18.6,0,1
0.0,2019-09-26 15:00:00,19.45,0,1
0.0,2019-09-26 16:00:00,19.2,0,1
0.0,2019-09-26 17:00:00,18.950000000000003,0,1
0.0,2019-09-26 18:00:00,18.3,0,1
0.0,2019-09-26 19:00:00,17.75,0,1
0.0,2019-09-26 20:00:00,17.25,0,1
0.0,2019-09-26 21:00:00,16.700000000000003,0,1
0.0,2019-09-26 22:00:00,16.299999999999997,0,1
0.0,2019-09-26 23:00:00,16.25,0,1
0.0,2019-09-27 00:00:00,15.95,0,0
0.0,2019-09-27 01:00:00,15.3,0,0
0.0,2019-09-27 02:00:00,15.0,0,0
0.0,2019-09-27 03:00:00,14.899999999999999,0,0
0.0,2019-09-27 04:00:00,14.5,0,0
0.0,2019-09-27 05:00:00,14.4,0,0
0.0,2019-09-27 06:00:00,14.4,0,0
0.0,2019-09-27 07:00:00,14.8,0,0
0.0,2019-09-27 08:00:00,15.35,0,0
0.0,2019-09-27 09:00:00,16.9,0,1
0.0,2019-09-27 10:00:00,19.299999999999997,0,1
0.0,2019-09-27 11:00:00,19.55,0,1
0.0,2019-09-27 12:00:00,19.85,0,1
0.0,2019-09-27 13:00:00,20.7,0,1
0.0,2019-09-27 14:00:00,21.7,0,1
0.0,2019-09-27 15:00:00,22.0,0,1
0.0,2019-09-27 16:00:00,20.549999999999997,0,1
0.0,2019-09-27 17:00:00,19.35,0,1
0.0,2019-09-27 18:00:00,17.5,0,1
0.2,2019-09-27 19:00:00,15.9,1,0
0.0,2019-09-27 20:00:00,15.3,0,0
0.0,2019-09-27 21:00:00,15.3,0,0
0.0,2019-09-27 22:00:00,15.35,0,0
0.0,2019-09-27 23:00:00,15.2,0,0
