,DataIni,HoraIni,DataFim,HoraFim,Sentido,Linha,NoVeículo,DuraçãoViagem,TotalGiros,KmPerc,Segundos
98528,1548806400000,06:23:00,1548806400000,06:34:00,Volta,277,1483,00:11:00,2,8.055,660.0
98529,1548806400000,06:35:00,1548806400000,06:51:00,Volta,277,1481,00:16:00,5,8.055,960.0
98530,1548806400000,06:48:00,1548806400000,07:02:00,Volta,277,1503,00:14:00,3,8.055,840.0
98532,1548806400000,07:36:00,1548806400000,07:53:00,Volta,277,1541,00:17:00,12,8.055,1020.0
98533,1548806400000,08:04:00,1548806400000,08:20:00,Volta,277,1485,00:16:00,6,8.055,960.0
98534,1548806400000,09:07:00,1548806400000,09:24:00,Volta,277,1503,00:17:00,9,8.055,1020.0
98535,1548806400000,09:47:00,1548806400000,10:04:00,Volta,277,11661,00:17:00,2,8.055,1020.0
98536,1548806400000,10:29:00,1548806400000,10:46:00,Volta,277,11635,00:17:00,8,8.055,1020.0
98537,1548806400000,11:08:00,1548806400000,11:25:00,Volta,277,11571,00:17:00,5,8.055,1020.0
98538,1548806400000,11:35:00,1548806400000,11:54:00,Volta,277,1503,00:19:00,1,8.055,1140.0
98539,1548806400000,11:55:00,1548806400000,12:13:00,Volta,277,11661,00:18:00,4,8.055,1080.0
98540,1548806400000,12:24:00,1548806400000,12:37:00,Volta,277,1493,00:13:00,1,8.055,780.0
98541,1548806400000,13:28:00,1548806400000,13:46:00,Volta,277,11635,00:18:00,7,8.055,1080.0
98542,1548806400000,14:05:00,1548806400000,14:25:00,Volta,277,11569,00:20:00,12,8.055,1200.0
98543,1548806400000,14:50:00,1548806400000,15:03:00,Volta,277,11653,00:13:00,1,8.055,780.0
98544,1548806400000,15:29:00,1548806400000,15:46:00,Volta,277,11573,00:17:00,7,8.055,1020.0
98545,1548806400000,16:09:00,1548806400000,16:28:00,Volta,277,1461,00:19:00,7,8.055,1140.0
98546,1548806400000,16:37:00,1548806400000,16:53:00,Volta,277,1561,00:16:00,5,8.055,960.0
98547,1548806400000,17:04:00,1548806400000,17:22:00,Volta,277,1557,00:18:00,3,8.055,1080.0
98548,1548806400000,17:18:00,1548806400000,17:43:00,Volta,277,1413,00:25:00,2,8.055,1500.0
98549,1548806400000,18:05:00,1548806400000,18:22:00,Volta,277,1443,00:17:00,2,8.055,1020.0
98552,1548806400000,20:08:00,1548806400000,20:29:00,Volta,277,1525,00:21:00,4,8.055,1260.0
98553,1548806400000,21:40:00,1548806400000,21:53:00,Volta,277,1537,00:13:00,1,8.055,780.0
98554,1548720000000,04:55:00,1548720000000,05:10:00,Volta,277,1505,00:15:00,0,8.055,900.0
98555,1548720000000,05:18:00,1548720000000,05:31:00,Volta,277,1541,00:13:00,3,8.055,780.0
98556,1548720000000,05:36:00,1548720000000,05:48:00,Volta,277,1527,00:12:00,3,8.055,720.0
98557,1548720000000,05:50:00,1548720000000,06:03:00,Volta,277,1531,00:13:00,0,8.055,780.0
98559,1548720000000,06:23:00,1548720000000,06:34:00,Volta,277,1483,00:11:00,1,8.055,660.0
98560,1548720000000,06:37:00,1548720000000,06:52:00,Volta,277,1497,00:15:00,5,8.055,900.0
98564,1548720000000,08:06:00,1548720000000,08:17:00,Volta,277,1485,00:11:00,3,8.055,660.0
98565,1548720000000,09:03:00,1548720000000,09:22:00,Volta,277,1503,00:19:00,1,8.055,1140.0
98566,1548720000000,09:48:00,1548720000000,10:06:00,Volta,277,11661,00:18:00,11,8.055,1080.0
98567,1548720000000,10:29:00,1548720000000,10:45:00,Volta,277,11635,00:16:00,9,8.055,960.0
98568,1548720000000,11:05:00,1548720000000,11:26:00,Volta,277,11571,00:21:00,5,8.055,1260.0
98569,1548720000000,11:37:00,1548720000000,11:53:00,Volta,277,1503,00:16:00,8,8.055,960.0
98570,1548720000000,11:54:00,1548720000000,12:12:00,Volta,277,11661,00:18:00,1,8.055,1080.0
98572,1548720000000,12:50:00,1548720000000,13:14:00,Volta,277,1559,00:24:00,6,8.055,1440.0
98574,1548720000000,14:08:00,1548720000000,14:26:00,Volta,277,11569,00:18:00,9,8.055,1080.0
98575,1548720000000,14:50:00,1548720000000,15:05:00,Volta,277,11653,00:15:00,3,8.055,900.0
98576,1548720000000,15:31:00,1548720000000,15:47:00,Volta,277,11573,00:16:00,8,8.055,960.0
98577,1548720000000,16:09:00,1548720000000,16:32:00,Volta,277,1467,00:23:00,3,8.055,1380.0
98579,1548720000000,17:00:00,1548720000000,17:21:00,Volta,277,1465,00:21:00,4,8.055,1260.0
98580,1548720000000,17:18:00,1548720000000,17:42:00,Volta,277,1433,00:24:00,1,8.055,1440.0
98581,1548720000000,18:04:00,1548720000000,18:20:00,Volta,277,1415,00:16:00,3,8.055,960.0
98582,1548720000000,18:24:00,1548720000000,18:42:00,Volta,277,1563,00:18:00,0,8.055,1080.0
98584,1548720000000,20:09:00,1548720000000,20:26:00,Volta,277,11569,00:17:00,0,8.055,1020.0
98587,1548633600000,05:18:00,1548633600000,05:29:00,Volta,277,1541,00:11:00,0,8.055,660.0
98588,1548633600000,05:36:00,1548633600000,05:48:00,Volta,277,1527,00:12:00,0,8.055,720.0
98589,1548633600000,05:50:00,1548633600000,06:02:00,Volta,277,1531,00:12:00,0,8.055,720.0
98590,1548633600000,06:07:00,1548633600000,06:22:00,Volta,277,11639,00:15:00,2,8.055,900.0
98592,1548633600000,06:35:00,1548633600000,06:51:00,Volta,277,1561,00:16:00,5,8.055,960.0
98593,1548633600000,06:49:00,1548633600000,07:01:00,Volta,277,1503,00:12:00,2,8.055,720.0
98594,1548633600000,07:02:00,1548633600000,07:15:00,Volta,277,1545,00:13:00,0,8.055,780.0
98595,1548633600000,07:38:00,1548633600000,07:54:00,Volta,277,11643,00:16:00,12,8.055,960.0
98596,1548633600000,08:02:00,1548633600000,08:20:00,Volta,277,1485,00:18:00,4,8.055,1080.0
98597,1548633600000,09:11:00,1548633600000,09:25:00,Volta,277,1503,00:14:00,11,8.055,840.0
98598,1548633600000,09:49:00,1548633600000,10:05:00,Volta,277,11661,00:16:00,3,8.055,960.0
98599,1548633600000,10:29:00,1548633600000,10:46:00,Volta,277,11635,00:17:00,11,8.055,1020.0
98600,1548633600000,11:04:00,1548633600000,11:25:00,Volta,277,11571,00:21:00,5,8.055,1260.0
98601,1548633600000,11:39:00,1548633600000,11:54:00,Volta,277,1503,00:15:00,5,8.055,900.0
98603,1548633600000,12:26:00,1548633600000,12:40:00,Volta,277,1475,00:14:00,2,8.055,840.0
98604,1548633600000,12:54:00,1548633600000,13:13:00,Volta,277,1559,00:19:00,4,8.055,1140.0
98605,1548633600000,13:29:00,1548633600000,13:45:00,Volta,277,11635,00:16:00,5,8.055,960.0
98606,1548633600000,14:08:00,1548633600000,14:26:00,Volta,277,11569,00:18:00,7,8.055,1080.0
98607,1548633600000,14:50:00,1548633600000,15:04:00,Volta,277,11653,00:14:00,6,8.055,840.0
98608,1548633600000,15:28:00,1548633600000,15:47:00,Volta,277,11573,00:19:00,2,8.055,1140.0
98609,1548633600000,16:14:00,1548633600000,16:28:00,Volta,277,1461,00:14:00,5,8.055,840.0
98610,1548633600000,16:40:00,1548633600000,16:57:00,Volta,277,1561,00:17:00,2,8.055,1020.0
98612,1548633600000,17:02:00,1548633600000,17:20:00,Volta,277,1391,00:18:00,5,8.055,1080.0
98613,1548633600000,17:24:00,1548633600000,17:47:00,Volta,277,1413,00:23:00,4,8.055,1380.0
98615,1548633600000,18:05:00,1548633600000,18:24:00,Volta,277,11575,00:19:00,0,8.055,1140.0
98616,1548633600000,18:22:00,1548633600000,18:45:00,Volta,277,1563,00:23:00,3,8.055,1380.0
98618,1548633600000,20:10:00,1548633600000,20:28:00,Volta,277,1525,00:18:00,2,8.055,1080.0
98621,1548547200000,05:38:00,1548547200000,05:50:00,Volta,277,1519,00:12:00,2,8.055,720.0
98622,1548547200000,06:20:00,1548547200000,06:32:00,Volta,277,1519,00:12:00,1,8.055,720.0
98623,1548547200000,07:14:00,1548547200000,07:27:00,Volta,277,1537,00:13:00,7,8.055,780.0
98624,1548547200000,07:57:00,1548547200000,08:19:00,Volta,277,1533,00:22:00,1,8.055,1320.0
98625,1548547200000,09:15:00,1548547200000,09:27:00,Volta,277,11623,00:12:00,2,8.055,720.0
98626,1548547200000,10:29:00,1548547200000,10:44:00,Volta,277,1519,00:15:00,8,8.055,900.0
98628,1548547200000,12:29:00,1548547200000,12:51:00,Volta,277,1525,00:22:00,5,8.055,1320.0
98629,1548547200000,13:24:00,1548547200000,13:40:00,Volta,277,1525,00:16:00,1,8.055,960.0
98630,1548547200000,14:44:00,1548547200000,14:57:00,Volta,277,1521,00:13:00,8,8.055,780.0
98631,1548547200000,15:33:00,1548547200000,15:50:00,Volta,277,1493,00:17:00,2,8.055,1020.0
98632,1548547200000,16:14:00,1548547200000,16:33:00,Volta,277,1563,00:19:00,7,8.055,1140.0
98633,1548547200000,16:45:00,1548547200000,17:04:00,Volta,277,1545,00:19:00,9,8.055,1140.0
98634,1548547200000,17:50:00,1548547200000,18:07:00,Volta,277,1527,00:17:00,3,8.055,1020.0
98635,1548547200000,18:30:00,1548547200000,18:41:00,Volta,277,1559,00:11:00,0,8.055,660.0
98636,1548547200000,19:18:00,1548547200000,19:35:00,Volta,277,1559,00:17:00,6,8.055,1020.0
98637,1548547200000,19:46:00,1548547200000,20:10:00,Volta,277,1503,00:24:00,2,8.055,1440.0
98638,1548460800000,04:59:00,1548460800000,05:10:00,Volta,277,1559,00:11:00,0,8.055,660.0
98639,1548460800000,05:40:00,1548460800000,05:51:00,Volta,277,11603,00:11:00,1,8.055,660.0
98640,1548460800000,06:19:00,1548460800000,06:32:00,Volta,277,11627,00:13:00,5,8.055,780.0
98641,1548460800000,06:50:00,1548460800000,07:09:00,Volta,277,1463,00:19:00,5,8.055,1140.0
98642,1548460800000,07:39:00,1548460800000,07:51:00,Volta,277,11603,00:12:00,3,8.055,720.0
98643,1548460800000,08:21:00,1548460800000,08:35:00,Volta,277,11603,00:14:00,6,8.055,840.0
98644,1548460800000,09:04:00,1548460800000,09:22:00,Volta,277,11625,00:18:00,8,8.055,1080.0
98645,1548460800000,10:08:00,1548460800000,10:24:00,Volta,277,1503,00:16:00,1,8.055,960.0
98646,1548460800000,11:09:00,1548460800000,11:23:00,Volta,277,1493,00:14:00,8,8.055,840.0
98647,1548460800000,12:07:00,1548460800000,12:23:00,Volta,277,1493,00:16:00,4,8.055,960.0
98648,1548460800000,12:39:00,1548460800000,12:53:00,Volta,277,1559,00:14:00,1,8.055,840.0
98649,1548460800000,13:20:00,1548460800000,13:36:00,Volta,277,11619,00:16:00,5,8.055,960.0
98650,1548460800000,14:10:00,1548460800000,14:26:00,Volta,277,11625,00:16:00,4,8.055,960.0
98651,1548460800000,14:55:00,1548460800000,15:09:00,Volta,277,11625,00:14:00,4,8.055,840.0
98652,1548460800000,15:57:00,1548460800000,16:12:00,Volta,277,11617,00:15:00,2,8.055,900.0
98653,1548460800000,16:53:00,1548460800000,17:08:00,Volta,277,11621,00:15:00,11,8.055,900.0
98654,1548460800000,17:48:00,1548460800000,18:09:00,Volta,277,1559,00:21:00,1,8.055,1260.0
98655,1548460800000,18:53:00,1548460800000,19:10:00,Volta,277,11569,00:17:00,3,8.055,1020.0
98656,1548460800000,19:53:00,1548460800000,20:10:00,Volta,277,11569,00:17:00,4,8.055,1020.0
98657,1548460800000,20:36:00,1548460800000,20:54:00,Volta,277,11569,00:18:00,3,8.055,1080.0
98658,1548374400000,04:54:00,1548374400000,05:10:00,Volta,277,1505,00:16:00,0,8.055,960.0
98659,1548374400000,05:18:00,1548374400000,05:30:00,Volta,277,1561,00:12:00,0,8.055,720.0
98660,1548374400000,05:38:00,1548374400000,05:51:00,Volta,277,1527,00:13:00,2,8.055,780.0
98666,1548374400000,07:02:00,1548374400000,07:15:00,Volta,277,11661,00:13:00,1,8.055,780.0
98667,1548374400000,07:37:00,1548374400000,07:53:00,Volta,277,1561,00:16:00,10,8.055,960.0
98669,1548374400000,09:04:00,1548374400000,09:24:00,Volta,277,1503,00:20:00,10,8.055,1200.0
98670,1548374400000,09:49:00,1548374400000,10:05:00,Volta,277,11575,00:16:00,8,8.055,960.0
98671,1548374400000,10:28:00,1548374400000,10:46:00,Volta,277,11635,00:18:00,7,8.055,1080.0
98672,1548374400000,11:13:00,1548374400000,11:30:00,Volta,277,1559,00:17:00,8,8.055,1020.0
98673,1548374400000,11:37:00,1548374400000,11:53:00,Volta,277,1503,00:16:00,4,8.055,960.0
98674,1548374400000,11:53:00,1548374400000,12:14:00,Volta,277,11575,00:21:00,6,8.055,1260.0
98675,1548374400000,12:24:00,1548374400000,12:40:00,Volta,277,1493,00:16:00,2,8.055,960.0
98676,1548374400000,12:54:00,1548374400000,13:16:00,Volta,277,1467,00:22:00,9,8.055,1320.0
98677,1548374400000,13:30:00,1548374400000,13:47:00,Volta,277,11635,00:17:00,2,8.055,1020.0
98678,1548374400000,14:09:00,1548374400000,14:28:00,Volta,277,11569,00:19:00,10,8.055,1140.0
98679,1548374400000,14:55:00,1548374400000,15:12:00,Volta,277,11653,00:17:00,8,8.055,1020.0
98680,1548374400000,15:32:00,1548374400000,15:52:00,Volta,277,11573,00:20:00,2,8.055,1200.0
98681,1548374400000,16:08:00,1548374400000,16:29:00,Volta,277,1461,00:21:00,1,8.055,1260.0
98682,1548374400000,16:36:00,1548374400000,16:53:00,Volta,277,1561,00:17:00,3,8.055,1020.0
98683,1548374400000,17:01:00,1548374400000,17:22:00,Volta,277,1501,00:21:00,3,8.055,1260.0
98685,1548374400000,18:02:00,1548374400000,18:22:00,Volta,277,1531,00:20:00,2,8.055,1200.0
98686,1548374400000,18:25:00,1548374400000,18:44:00,Volta,277,1545,00:19:00,0,8.055,1140.0
98688,1548374400000,20:06:00,1548374400000,20:30:00,Volta,277,1559,00:24:00,3,8.055,1440.0
98690,1548288000000,07:02:00,1548288000000,07:13:00,Volta,277,1545,00:11:00,0,8.055,660.0
98692,1548288000000,05:17:00,1548288000000,05:30:00,Volta,277,1541,00:13:00,0,8.055,780.0
98693,1548288000000,05:36:00,1548288000000,05:50:00,Volta,277,1527,00:14:00,1,8.055,840.0
98694,1548288000000,05:49:00,1548288000000,06:02:00,Volta,277,1477,00:13:00,1,8.055,780.0
98695,1548288000000,06:06:00,1548288000000,06:23:00,Volta,277,11639,00:17:00,1,8.055,1020.0
98696,1548288000000,06:24:00,1548288000000,06:36:00,Volta,277,1483,00:12:00,3,8.055,720.0
98697,1548288000000,06:34:00,1548288000000,06:52:00,Volta,277,1391,00:18:00,5,8.055,1080.0
98698,1548288000000,06:48:00,1548288000000,07:02:00,Volta,277,1503,00:14:00,6,8.055,840.0
98699,1548288000000,07:39:00,1548288000000,07:55:00,Volta,277,1541,00:16:00,15,8.055,960.0
98700,1548288000000,08:04:00,1548288000000,08:22:00,Volta,277,1495,00:18:00,8,8.055,1080.0
98701,1548288000000,09:04:00,1548288000000,09:26:00,Volta,277,1503,00:22:00,8,8.055,1320.0
98702,1548288000000,09:49:00,1548288000000,10:05:00,Volta,277,11575,00:16:00,8,8.055,960.0
98704,1548288000000,11:07:00,1548288000000,11:25:00,Volta,277,11575,00:18:00,3,8.055,1080.0
98705,1548288000000,11:37:00,1548288000000,11:55:00,Volta,277,1503,00:18:00,0,8.055,1080.0
98706,1548288000000,11:54:00,1548288000000,12:18:00,Volta,277,11661,00:24:00,3,8.055,1440.0
98707,1548288000000,12:25:00,1548288000000,12:39:00,Volta,277,1493,00:14:00,0,8.055,840.0
98709,1548288000000,13:33:00,1548288000000,13:49:00,Volta,277,1541,00:16:00,0,8.055,960.0
98710,1548288000000,14:10:00,1548288000000,14:26:00,Volta,277,1541,00:16:00,1,8.055,960.0
98711,1548288000000,14:55:00,1548288000000,15:11:00,Volta,277,1465,00:16:00,4,8.055,960.0
98712,1548288000000,16:10:00,1548288000000,16:33:00,Volta,277,1471,00:23:00,2,8.055,1380.0
98713,1548288000000,16:36:00,1548288000000,16:57:00,Volta,277,1561,00:21:00,5,8.055,1260.0
98717,1548288000000,18:25:00,1548288000000,18:46:00,Volta,277,11619,00:21:00,1,8.055,1260.0
98719,1548288000000,20:10:00,1548288000000,20:26:00,Volta,277,1467,00:16:00,0,8.055,960.0
98722,1548201600000,05:00:00,1548201600000,05:11:00,Volta,277,1505,00:11:00,0,8.055,660.0
98724,1548201600000,05:38:00,1548201600000,05:50:00,Volta,277,1467,00:12:00,2,8.055,720.0
98725,1548201600000,05:49:00,1548201600000,06:03:00,Volta,277,1531,00:14:00,1,8.055,840.0
98726,1548201600000,06:07:00,1548201600000,06:22:00,Volta,277,11639,00:15:00,0,8.055,900.0
98729,1548201600000,06:47:00,1548201600000,07:02:00,Volta,277,1503,00:15:00,3,8.055,900.0
98730,1548201600000,07:35:00,1548201600000,07:51:00,Volta,277,1541,00:16:00,3,8.055,960.0
98731,1548201600000,08:03:00,1548201600000,08:22:00,Volta,277,1485,00:19:00,7,8.055,1140.0
98733,1548201600000,09:48:00,1548201600000,10:03:00,Volta,277,11661,00:15:00,4,8.055,900.0
98734,1548201600000,10:28:00,1548201600000,10:47:00,Volta,277,11635,00:19:00,2,8.055,1140.0
98735,1548201600000,11:06:00,1548201600000,11:30:00,Volta,277,1529,00:24:00,4,8.055,1440.0
98736,1548201600000,11:37:00,1548201600000,11:57:00,Volta,277,1503,00:20:00,4,8.055,1200.0
98737,1548201600000,11:53:00,1548201600000,12:14:00,Volta,277,11661,00:21:00,2,8.055,1260.0
98738,1548201600000,12:22:00,1548201600000,12:39:00,Volta,277,1493,00:17:00,0,8.055,1020.0
98739,1548201600000,12:51:00,1548201600000,13:12:00,Volta,277,1559,00:21:00,1,8.055,1260.0
98740,1548201600000,13:27:00,1548201600000,13:46:00,Volta,277,11635,00:19:00,7,8.055,1140.0
98741,1548201600000,14:08:00,1548201600000,14:25:00,Volta,277,11569,00:17:00,3,8.055,1020.0
98742,1548201600000,14:50:00,1548201600000,15:04:00,Volta,277,11653,00:14:00,3,8.055,840.0
98743,1548201600000,15:29:00,1548201600000,15:47:00,Volta,277,1425,00:18:00,4,8.055,1080.0
98744,1548201600000,16:12:00,1548201600000,16:30:00,Volta,277,1469,00:18:00,3,8.055,1080.0
98745,1548201600000,16:36:00,1548201600000,16:54:00,Volta,277,1503,00:18:00,7,8.055,1080.0
98749,1548201600000,18:26:00,1548201600000,18:47:00,Volta,277,11649,00:21:00,1,8.055,1260.0
98751,1548201600000,20:08:00,1548201600000,20:26:00,Volta,277,1525,00:18:00,0,8.055,1080.0
98752,1548201600000,21:35:00,1548201600000,21:57:00,Volta,277,11619,00:22:00,1,8.055,1320.0
98753,1548115200000,05:36:00,1548115200000,05:49:00,Volta,277,1527,00:13:00,1,8.055,780.0
98754,1548115200000,04:57:00,1548115200000,05:10:00,Volta,277,1505,00:13:00,0,8.055,780.0
98755,1548115200000,05:18:00,1548115200000,05:31:00,Volta,277,1497,00:13:00,0,8.055,780.0
98756,1548115200000,05:49:00,1548115200000,06:03:00,Volta,277,1531,00:14:00,0,8.055,840.0
98757,1548115200000,06:10:00,1548115200000,06:22:00,Volta,277,11639,00:12:00,2,8.055,720.0
98758,1548115200000,06:23:00,1548115200000,06:34:00,Volta,277,1477,00:11:00,2,8.055,660.0
98759,1548115200000,06:34:00,1548115200000,06:50:00,Volta,277,1563,00:16:00,3,8.055,960.0
98760,1548115200000,06:47:00,1548115200000,07:01:00,Volta,277,1503,00:14:00,4,8.055,840.0
98761,1548115200000,07:01:00,1548115200000,07:13:00,Volta,277,1545,00:12:00,2,8.055,720.0
98762,1548115200000,07:40:00,1548115200000,07:55:00,Volta,277,1497,00:15:00,17,8.055,900.0
98763,1548115200000,08:00:00,1548115200000,08:20:00,Volta,277,1485,00:20:00,7,8.055,1200.0
98764,1548115200000,09:07:00,1548115200000,09:24:00,Volta,277,1503,00:17:00,10,8.055,1020.0
98765,1548115200000,09:43:00,1548115200000,10:07:00,Volta,277,11661,00:24:00,8,8.055,1440.0
98766,1548115200000,10:28:00,1548115200000,10:53:00,Volta,277,11635,00:25:00,12,8.055,1500.0
98767,1548115200000,11:04:00,1548115200000,11:26:00,Volta,277,11571,00:22:00,3,8.055,1320.0
98768,1548115200000,11:38:00,1548115200000,11:55:00,Volta,277,1503,00:17:00,4,8.055,1020.0
98769,1548115200000,11:53:00,1548115200000,12:15:00,Volta,277,11661,00:22:00,3,8.055,1320.0
98770,1548115200000,12:26:00,1548115200000,12:37:00,Volta,277,1493,00:11:00,3,8.055,660.0
98771,1548115200000,12:50:00,1548115200000,13:12:00,Volta,277,1559,00:22:00,0,8.055,1320.0
98772,1548115200000,13:29:00,1548115200000,13:44:00,Volta,277,11635,00:15:00,5,8.055,900.0
98773,1548115200000,14:05:00,1548115200000,14:26:00,Volta,277,11569,00:21:00,5,8.055,1260.0
98774,1548115200000,14:50:00,1548115200000,15:06:00,Volta,277,11653,00:16:00,4,8.055,960.0
98775,1548115200000,15:30:00,1548115200000,15:48:00,Volta,277,1465,00:18:00,6,8.055,1080.0
98776,1548115200000,16:17:00,1548115200000,16:31:00,Volta,277,1461,00:14:00,2,8.055,840.0
98777,1548115200000,16:34:00,1548115200000,16:52:00,Volta,277,1561,00:18:00,2,8.055,1080.0
98778,1548115200000,16:58:00,1548115200000,17:22:00,Volta,277,1431,00:24:00,3,8.055,1440.0
98779,1548115200000,17:28:00,1548115200000,17:48:00,Volta,277,1473,00:20:00,3,8.055,1200.0
98780,1548115200000,18:03:00,1548115200000,18:26:00,Volta,277,1471,00:23:00,5,8.055,1380.0
98782,1548115200000,18:26:00,1548115200000,18:47:00,Volta,277,1563,00:21:00,3,8.055,1260.0
98784,1548115200000,20:08:00,1548115200000,20:25:00,Volta,277,1525,00:17:00,0,8.055,1020.0
98786,1548028800000,04:55:00,1548028800000,05:10:00,Volta,277,1505,00:15:00,0,8.055,900.0
98788,1548028800000,05:36:00,1548028800000,05:48:00,Volta,277,1527,00:12:00,1,8.055,720.0
98789,1548028800000,05:51:00,1548028800000,06:02:00,Volta,277,1531,00:11:00,0,8.055,660.0
98791,1548028800000,06:23:00,1548028800000,06:35:00,Volta,277,1483,00:12:00,3,8.055,720.0
98792,1548028800000,06:36:00,1548028800000,06:50:00,Volta,277,1561,00:14:00,4,8.055,840.0
98793,1548028800000,06:47:00,1548028800000,07:03:00,Volta,277,1503,00:16:00,6,8.055,960.0
98794,1548028800000,07:02:00,1548028800000,07:13:00,Volta,277,1545,00:11:00,4,8.055,660.0
98795,1548028800000,07:37:00,1548028800000,07:53:00,Volta,277,1473,00:16:00,7,8.055,960.0
98796,1548028800000,08:00:00,1548028800000,08:20:00,Volta,277,1485,00:20:00,3,8.055,1200.0
98797,1548028800000,09:04:00,1548028800000,09:25:00,Volta,277,1503,00:21:00,8,8.055,1260.0
98798,1548028800000,09:47:00,1548028800000,10:06:00,Volta,277,11661,00:19:00,8,8.055,1140.0
98799,1548028800000,10:29:00,1548028800000,10:48:00,Volta,277,11635,00:19:00,7,8.055,1140.0
98800,1548028800000,11:12:00,1548028800000,11:30:00,Volta,277,11571,00:18:00,5,8.055,1080.0
98801,1548028800000,11:38:00,1548028800000,11:59:00,Volta,277,1503,00:21:00,4,8.055,1260.0
98802,1548028800000,11:55:00,1548028800000,12:14:00,Volta,277,11661,00:19:00,5,8.055,1140.0
98803,1548028800000,12:24:00,1548028800000,12:41:00,Volta,277,1493,00:17:00,4,8.055,1020.0
98805,1548028800000,12:53:00,1548028800000,13:16:00,Volta,277,1529,00:23:00,6,8.055,1380.0
98807,1548028800000,14:06:00,1548028800000,14:28:00,Volta,277,11569,00:22:00,4,8.055,1320.0
98808,1548028800000,14:50:00,1548028800000,15:04:00,Volta,277,11653,00:14:00,3,8.055,840.0
98809,1548028800000,15:32:00,1548028800000,15:50:00,Volta,277,11599,00:18:00,5,8.055,1080.0
98811,1548028800000,16:36:00,1548028800000,16:53:00,Volta,277,1561,00:17:00,1,8.055,1020.0
98812,1548028800000,17:10:00,1548028800000,17:24:00,Volta,277,1559,00:14:00,4,8.055,840.0
98813,1548028800000,18:05:00,1548028800000,18:26:00,Volta,277,1473,00:21:00,2,8.055,1260.0
98816,1548028800000,20:07:00,1548028800000,20:28:00,Volta,277,1525,00:21:00,0,8.055,1260.0
98819,1547942400000,04:58:00,1547942400000,05:11:00,Volta,277,1521,00:13:00,2,8.055,780.0
98820,1547942400000,05:32:00,1547942400000,05:46:00,Volta,277,1519,00:14:00,1,8.055,840.0
98822,1547942400000,07:14:00,1547942400000,07:30:00,Volta,277,1537,00:16:00,2,8.055,960.0
98823,1547942400000,08:05:00,1547942400000,08:19:00,Volta,277,1533,00:14:00,6,8.055,840.0
98825,1547942400000,10:29:00,1547942400000,10:44:00,Volta,277,1519,00:15:00,7,8.055,900.0
98826,1547942400000,11:41:00,1547942400000,11:59:00,Volta,277,1521,00:18:00,3,8.055,1080.0
98827,1547942400000,12:31:00,1547942400000,12:51:00,Volta,277,1525,00:20:00,6,8.055,1200.0
98829,1547942400000,14:43:00,1547942400000,14:56:00,Volta,277,1521,00:13:00,4,8.055,780.0
98830,1547942400000,15:26:00,1547942400000,15:50:00,Volta,277,1483,00:24:00,5,8.055,1440.0
98832,1547942400000,17:51:00,1547942400000,18:09:00,Volta,277,1527,00:18:00,3,8.055,1080.0
98833,1547942400000,18:28:00,1547942400000,18:45:00,Volta,277,1495,00:17:00,1,8.055,1020.0
98834,1547942400000,19:18:00,1547942400000,19:37:00,Volta,277,1495,00:19:00,7,8.055,1140.0
98835,1547942400000,19:51:00,1547942400000,20:12:00,Volta,277,11571,00:21:00,3,8.055,1260.0
98836,1547942400000,09:17:00,1547942400000,09:28:00,Volta,277,1563,00:11:00,8,8.055,660.0
98837,1547942400000,16:12:00,1547942400000,16:28:00,Volta,277,1563,00:16:00,6,8.055,960.0
98838,1547856000000,04:58:00,1547856000000,05:11:00,Volta,277,1563,00:13:00,0,8.055,780.0
98839,1547856000000,05:34:00,1547856000000,05:52:00,Volta,277,11603,00:18:00,3,8.055,1080.0
98840,1547856000000,06:18:00,1547856000000,06:32:00,Volta,277,11627,00:14:00,3,8.055,840.0
98841,1547856000000,06:51:00,1547856000000,07:07:00,Volta,277,1463,00:16:00,1,8.055,960.0
98842,1547856000000,07:36:00,1547856000000,07:55:00,Volta,277,11603,00:19:00,7,8.055,1140.0
98843,1547856000000,08:16:00,1547856000000,08:33:00,Volta,277,11603,00:17:00,0,8.055,1020.0
98844,1547856000000,09:06:00,1547856000000,09:20:00,Volta,277,11625,00:14:00,4,8.055,840.0
98846,1547856000000,11:09:00,1547856000000,11:26:00,Volta,277,1493,00:17:00,6,8.055,1020.0
98847,1547856000000,12:03:00,1547856000000,12:22:00,Volta,277,1493,00:19:00,6,8.055,1140.0
98848,1547856000000,12:39:00,1547856000000,12:54:00,Volta,277,1563,00:15:00,3,8.055,900.0
98849,1547856000000,13:20:00,1547856000000,13:33:00,Volta,277,11619,00:13:00,2,8.055,780.0
98850,1547856000000,14:09:00,1547856000000,14:24:00,Volta,277,11625,00:15:00,5,8.055,900.0
98851,1547856000000,14:50:00,1547856000000,15:10:00,Volta,277,11625,00:20:00,0,8.055,1200.0
98852,1547856000000,15:54:00,1547856000000,16:11:00,Volta,277,11617,00:17:00,7,8.055,1020.0
98853,1547856000000,16:54:00,1547856000000,17:12:00,Volta,277,11621,00:18:00,0,8.055,1080.0
98856,1547856000000,19:51:00,1547856000000,20:08:00,Volta,277,1533,00:17:00,0,8.055,1020.0
98857,1547856000000,20:36:00,1547856000000,20:54:00,Volta,277,1533,00:18:00,0,8.055,1080.0
98858,1547769600000,04:53:00,1547769600000,05:12:00,Volta,277,1505,00:19:00,1,8.055,1140.0
