,DataIni,HoraIni,DataFim,HoraFim,Sentido,Linha,NoVeículo,DuraçãoViagem,TotalGiros,KmPerc,Segundos
93290,1556236800000,06:51:00,1556236800000,07:09:00,Ida,277,11653,00:18:00,21,6.927,1080.0
93291,1556236800000,07:05:00,1556236800000,07:28:00,Ida,277,1533,00:23:00,47,6.927,1380.0
93292,1556236800000,07:15:00,1556236800000,07:40:00,Ida,277,1565,00:25:00,68,6.927,1500.0
93294,1556236800000,08:18:00,1556236800000,08:38:00,Ida,277,1433,00:20:00,42,6.927,1200.0
93295,1556236800000,09:28:00,1556236800000,09:49:00,Ida,277,1533,00:21:00,32,6.927,1260.0
93297,1556236800000,10:44:00,1556236800000,11:04:00,Ida,277,1521,00:20:00,20,6.927,1200.0
93298,1556236800000,11:27:00,1556236800000,11:49:00,Ida,277,1521,00:22:00,57,6.927,1320.0
93299,1556236800000,11:55:00,1556236800000,12:18:00,Ida,277,1465,00:23:00,60,6.927,1380.0
93301,1556236800000,12:39:00,1556236800000,12:59:00,Ida,277,1523,00:20:00,20,6.927,1200.0
93302,1556236800000,13:17:00,1556236800000,13:37:00,Ida,277,1533,00:20:00,18,6.927,1200.0
93303,1556236800000,13:46:00,1556236800000,14:05:00,Ida,277,11635,00:19:00,26,6.927,1140.0
93304,1556236800000,14:24:00,1556236800000,14:44:00,Ida,277,1419,00:20:00,40,6.927,1200.0
93305,1556236800000,15:06:00,1556236800000,15:25:00,Ida,277,1459,00:19:00,20,6.927,1140.0
93308,1556236800000,16:54:00,1556236800000,17:18:00,Ida,277,1421,00:24:00,45,6.927,1440.0
93310,1556236800000,17:49:00,1556236800000,18:09:00,Ida,277,11623,00:20:00,26,6.927,1200.0
93311,1556236800000,18:23:00,1556236800000,18:41:00,Ida,277,1527,00:18:00,25,6.927,1080.0
93312,1556236800000,18:47:00,1556236800000,19:04:00,Ida,277,1533,00:17:00,3,6.927,1020.0
93313,1556236800000,19:07:00,1556236800000,19:24:00,Ida,277,11625,00:17:00,10,6.927,1020.0
93316,1556150400000,05:11:00,1556150400000,05:25:00,Ida,277,1467,00:14:00,7,6.927,840.0
93317,1556150400000,05:32:00,1556150400000,05:49:00,Ida,277,1505,00:17:00,14,6.927,1020.0
93318,1556150400000,05:47:00,1556150400000,06:06:00,Ida,277,1467,00:19:00,41,6.927,1140.0
93319,1556150400000,06:06:00,1556150400000,06:25:00,Ida,277,1505,00:19:00,23,6.927,1140.0
93321,1556150400000,06:23:00,1556150400000,06:43:00,Ida,277,1537,00:20:00,36,6.927,1200.0
93322,1556150400000,06:38:00,1556150400000,06:56:00,Ida,277,1431,00:18:00,38,6.927,1080.0
93323,1556150400000,06:51:00,1556150400000,07:09:00,Ida,277,11653,00:18:00,10,6.927,1080.0
93324,1556150400000,07:03:00,1556150400000,07:24:00,Ida,277,1533,00:21:00,23,6.927,1260.0
93325,1556150400000,07:15:00,1556150400000,07:39:00,Ida,277,1561,00:24:00,62,6.927,1440.0
93328,1556150400000,09:25:00,1556150400000,09:46:00,Ida,277,1533,00:21:00,28,6.927,1260.0
93329,1556150400000,10:03:00,1556150400000,10:21:00,Ida,277,1567,00:18:00,31,6.927,1080.0
93330,1556150400000,10:45:00,1556150400000,11:06:00,Ida,277,1427,00:21:00,32,6.927,1260.0
93331,1556150400000,11:32:00,1556150400000,11:55:00,Ida,277,1427,00:23:00,56,6.927,1380.0
93332,1556150400000,12:02:00,1556150400000,12:23:00,Ida,277,1505,00:21:00,39,6.927,1260.0
93333,1556150400000,12:25:00,1556150400000,12:43:00,Ida,277,1537,00:18:00,36,6.927,1080.0
93334,1556150400000,12:45:00,1556150400000,13:04:00,Ida,277,1523,00:19:00,11,6.927,1140.0
93335,1556150400000,13:17:00,1556150400000,13:35:00,Ida,277,1533,00:18:00,14,6.927,1080.0
93336,1556150400000,13:52:00,1556150400000,14:13:00,Ida,277,11635,00:21:00,21,6.927,1260.0
93337,1556150400000,14:24:00,1556150400000,14:45:00,Ida,277,1433,00:21:00,40,6.927,1260.0
93339,1556150400000,15:47:00,1556150400000,16:08:00,Ida,277,1459,00:21:00,35,6.927,1260.0
93341,1556150400000,16:55:00,1556150400000,17:15:00,Ida,277,11617,00:20:00,32,6.927,1200.0
93342,1556150400000,17:25:00,1556150400000,17:49:00,Ida,277,1471,00:24:00,37,6.927,1440.0
93343,1556150400000,17:43:00,1556150400000,18:03:00,Ida,277,11571,00:20:00,9,6.927,1200.0
93344,1556150400000,18:23:00,1556150400000,18:42:00,Ida,277,11649,00:19:00,13,6.927,1140.0
93345,1556150400000,18:48:00,1556150400000,19:06:00,Ida,277,1533,00:18:00,10,6.927,1080.0
93346,1556150400000,19:02:00,1556150400000,19:20:00,Ida,277,11657,00:18:00,5,6.927,1080.0
93347,1556150400000,20:24:00,1556150400000,20:38:00,Ida,277,11599,00:14:00,8,6.927,840.0
93348,1556150400000,21:47:00,1556150400000,22:03:00,Ida,277,11661,00:16:00,13,6.927,960.0
93349,1556064000000,05:10:00,1556064000000,05:26:00,Ida,277,1467,00:16:00,13,6.927,960.0
93350,1556064000000,05:31:00,1556064000000,05:49:00,Ida,277,1505,00:18:00,17,6.927,1080.0
93351,1556064000000,05:47:00,1556064000000,06:04:00,Ida,277,1467,00:17:00,21,6.927,1020.0
93352,1556064000000,06:05:00,1556064000000,06:25:00,Ida,277,1505,00:20:00,21,6.927,1200.0
93355,1556064000000,06:51:00,1556064000000,07:12:00,Ida,277,11653,00:21:00,30,6.927,1260.0
93357,1556064000000,07:16:00,1556064000000,07:41:00,Ida,277,1565,00:25:00,58,6.927,1500.0
93359,1556064000000,08:18:00,1556064000000,08:36:00,Ida,277,1497,00:18:00,18,6.927,1080.0
93360,1556064000000,09:25:00,1556064000000,09:43:00,Ida,277,1533,00:18:00,16,6.927,1080.0
93361,1556064000000,10:04:00,1556064000000,10:23:00,Ida,277,1567,00:19:00,34,6.927,1140.0
93362,1556064000000,10:45:00,1556064000000,11:03:00,Ida,277,1471,00:18:00,19,6.927,1080.0
93363,1556064000000,11:24:00,1556064000000,11:45:00,Ida,277,1471,00:21:00,44,6.927,1260.0
93364,1556064000000,11:54:00,1556064000000,12:16:00,Ida,277,1505,00:22:00,32,6.927,1320.0
93365,1556064000000,12:14:00,1556064000000,12:31:00,Ida,277,1537,00:17:00,17,6.927,1020.0
93367,1556064000000,12:39:00,1556064000000,12:58:00,Ida,277,1523,00:19:00,16,6.927,1140.0
93368,1556064000000,13:17:00,1556064000000,13:37:00,Ida,277,1533,00:20:00,19,6.927,1200.0
93369,1556064000000,13:46:00,1556064000000,14:05:00,Ida,277,11635,00:19:00,12,6.927,1140.0
93370,1556064000000,14:23:00,1556064000000,14:42:00,Ida,277,1419,00:19:00,37,6.927,1140.0
93372,1556064000000,15:47:00,1556064000000,16:08:00,Ida,277,1451,00:21:00,43,6.927,1260.0
93373,1556064000000,16:30:00,1556064000000,16:50:00,Ida,277,1521,00:20:00,14,6.927,1200.0
93374,1556064000000,16:57:00,1556064000000,17:17:00,Ida,277,11685,00:20:00,17,6.927,1200.0
93375,1556064000000,17:27:00,1556064000000,17:49:00,Ida,277,1521,00:22:00,33,6.927,1320.0
93376,1556064000000,17:50:00,1556064000000,18:09:00,Ida,277,11571,00:19:00,12,6.927,1140.0
93378,1556064000000,18:56:00,1556064000000,19:14:00,Ida,277,1537,00:18:00,2,6.927,1080.0
93380,1556064000000,20:30:00,1556064000000,20:45:00,Ida,277,1545,00:15:00,2,6.927,900.0
93381,1556064000000,21:47:00,1556064000000,22:02:00,Ida,277,11661,00:15:00,7,6.927,900.0
93382,1555977600000,05:31:00,1555977600000,05:47:00,Ida,277,1505,00:16:00,10,6.927,960.0
93383,1555977600000,06:06:00,1555977600000,06:25:00,Ida,277,1505,00:19:00,39,6.927,1140.0
93384,1555977600000,05:10:00,1555977600000,05:25:00,Ida,277,1467,00:15:00,15,6.927,900.0
93385,1555977600000,05:47:00,1555977600000,06:06:00,Ida,277,1467,00:19:00,40,6.927,1140.0
93386,1555977600000,06:23:00,1555977600000,06:43:00,Ida,277,1537,00:20:00,56,6.927,1200.0
93387,1555977600000,06:36:00,1555977600000,06:57:00,Ida,277,1497,00:21:00,34,6.927,1260.0
93388,1555977600000,06:50:00,1555977600000,07:09:00,Ida,277,11653,00:19:00,29,6.927,1140.0
93390,1555977600000,07:18:00,1555977600000,07:40:00,Ida,277,1565,00:22:00,35,6.927,1320.0
93391,1555977600000,07:55:00,1555977600000,08:14:00,Ida,277,1467,00:19:00,16,6.927,1140.0
93392,1555977600000,08:19:00,1555977600000,08:39:00,Ida,277,11655,00:20:00,33,6.927,1200.0
93393,1555977600000,09:25:00,1555977600000,09:46:00,Ida,277,1533,00:21:00,40,6.927,1260.0
93394,1555977600000,10:04:00,1555977600000,10:24:00,Ida,277,1567,00:20:00,32,6.927,1200.0
93395,1555977600000,10:46:00,1555977600000,11:04:00,Ida,277,1521,00:18:00,22,6.927,1080.0
93396,1555977600000,11:23:00,1555977600000,11:45:00,Ida,277,1521,00:22:00,51,6.927,1320.0
93397,1555977600000,11:54:00,1555977600000,12:15:00,Ida,277,1563,00:21:00,66,6.927,1260.0
93398,1555977600000,12:12:00,1555977600000,12:31:00,Ida,277,1427,00:19:00,19,6.927,1140.0
93399,1555977600000,12:41:00,1555977600000,13:01:00,Ida,277,1523,00:20:00,42,6.927,1200.0
93400,1555977600000,13:22:00,1555977600000,13:41:00,Ida,277,1533,00:19:00,22,6.927,1140.0
93401,1555977600000,13:44:00,1555977600000,14:03:00,Ida,277,1559,00:19:00,12,6.927,1140.0
93403,1555977600000,15:03:00,1555977600000,15:22:00,Ida,277,1451,00:19:00,27,6.927,1140.0
93404,1555977600000,15:47:00,1555977600000,16:07:00,Ida,277,1451,00:20:00,35,6.927,1200.0
93407,1555977600000,17:27:00,1555977600000,17:47:00,Ida,277,1521,00:20:00,20,6.927,1200.0
93408,1555977600000,17:48:00,1555977600000,18:07:00,Ida,277,11571,00:19:00,13,6.927,1140.0
93409,1555977600000,18:31:00,1555977600000,18:50:00,Ida,277,11639,00:19:00,14,6.927,1140.0
93410,1555977600000,18:46:00,1555977600000,19:04:00,Ida,277,1441,00:18:00,3,6.927,1080.0
93412,1555977600000,20:26:00,1555977600000,20:39:00,Ida,277,1433,00:13:00,2,6.927,780.0
93413,1555977600000,21:48:00,1555977600000,22:02:00,Ida,277,11661,00:14:00,6,6.927,840.0
93414,1555891200000,05:11:00,1555891200000,05:25:00,Ida,277,1467,00:14:00,7,6.927,840.0
93415,1555891200000,05:30:00,1555891200000,05:48:00,Ida,277,1505,00:18:00,13,6.927,1080.0
93416,1555891200000,05:47:00,1555891200000,06:05:00,Ida,277,1467,00:18:00,24,6.927,1080.0
93417,1555891200000,06:06:00,1555891200000,06:26:00,Ida,277,1505,00:20:00,36,6.927,1200.0
93419,1555891200000,06:38:00,1555891200000,06:58:00,Ida,277,11659,00:20:00,35,6.927,1200.0
93420,1555891200000,06:51:00,1555891200000,07:09:00,Ida,277,11653,00:18:00,38,6.927,1080.0
93421,1555891200000,07:03:00,1555891200000,07:24:00,Ida,277,1533,00:21:00,28,6.927,1260.0
93422,1555891200000,07:15:00,1555891200000,07:38:00,Ida,277,1565,00:23:00,59,6.927,1380.0
93423,1555891200000,07:55:00,1555891200000,08:17:00,Ida,277,1467,00:22:00,19,6.927,1320.0
93424,1555891200000,08:18:00,1555891200000,08:39:00,Ida,277,1497,00:21:00,20,6.927,1260.0
93425,1555891200000,09:23:00,1555891200000,09:41:00,Ida,277,1533,00:18:00,19,6.927,1080.0
93426,1555891200000,10:44:00,1555891200000,11:06:00,Ida,277,1565,00:22:00,31,6.927,1320.0
93427,1555891200000,11:25:00,1555891200000,11:45:00,Ida,277,1565,00:20:00,36,6.927,1200.0
93428,1555891200000,11:56:00,1555891200000,12:19:00,Ida,277,1505,00:23:00,70,6.927,1380.0
93429,1555891200000,12:13:00,1555891200000,12:38:00,Ida,277,1537,00:25:00,21,6.927,1500.0
93430,1555891200000,12:39:00,1555891200000,13:00:00,Ida,277,1523,00:21:00,29,6.927,1260.0
93431,1555891200000,13:21:00,1555891200000,13:41:00,Ida,277,1493,00:20:00,27,6.927,1200.0
93432,1555891200000,13:44:00,1555891200000,14:02:00,Ida,277,11635,00:18:00,8,6.927,1080.0
93433,1555891200000,14:24:00,1555891200000,14:44:00,Ida,277,1417,00:20:00,37,6.927,1200.0
93434,1555891200000,15:05:00,1555891200000,15:24:00,Ida,277,1451,00:19:00,23,6.927,1140.0
93437,1555891200000,15:45:00,1555891200000,16:05:00,Ida,277,1451,00:20:00,24,6.927,1200.0
93438,1555891200000,16:29:00,1555891200000,16:49:00,Ida,277,11669,00:20:00,15,6.927,1200.0
93439,1555891200000,16:55:00,1555891200000,17:18:00,Ida,277,11683,00:23:00,27,6.927,1380.0
93440,1555891200000,17:24:00,1555891200000,17:45:00,Ida,277,11669,00:21:00,18,6.927,1260.0
93441,1555891200000,17:50:00,1555891200000,18:09:00,Ida,277,1425,00:19:00,7,6.927,1140.0
93442,1555891200000,18:25:00,1555891200000,18:43:00,Ida,277,1483,00:18:00,17,6.927,1080.0
93443,1555891200000,18:45:00,1555891200000,19:02:00,Ida,277,1533,00:17:00,2,6.927,1020.0
93444,1555891200000,19:04:00,1555891200000,19:20:00,Ida,277,11625,00:16:00,9,6.927,960.0
93445,1555891200000,20:24:00,1555891200000,20:39:00,Ida,277,1529,00:15:00,4,6.927,900.0
93447,1555891200000,10:04:00,1555891200000,10:23:00,Ida,277,1567,00:19:00,26,6.927,1140.0
93449,1555804800000,06:32:00,1555804800000,06:46:00,Ida,277,11651,00:14:00,4,6.927,840.0
93450,1555804800000,08:21:00,1555804800000,08:37:00,Ida,277,11647,00:16:00,15,6.927,960.0
93452,1555804800000,10:42:00,1555804800000,11:00:00,Ida,277,11671,00:18:00,33,6.927,1080.0
93454,1555804800000,12:47:00,1555804800000,13:07:00,Ida,277,11671,00:20:00,12,6.927,1200.0
93455,1555804800000,13:38:00,1555804800000,13:56:00,Ida,277,11657,00:18:00,1,6.927,1080.0
93456,1555804800000,14:55:00,1555804800000,15:11:00,Ida,277,11657,00:16:00,9,6.927,960.0
93458,1555804800000,16:29:00,1555804800000,16:44:00,Ida,277,11657,00:15:00,6,6.927,900.0
93459,1555804800000,17:04:00,1555804800000,17:21:00,Ida,277,11651,00:17:00,7,6.927,1020.0
93460,1555804800000,18:09:00,1555804800000,18:26:00,Ida,277,11671,00:17:00,18,6.927,1020.0
93461,1555804800000,18:44:00,1555804800000,19:01:00,Ida,277,11661,00:17:00,23,6.927,1020.0
93462,1555804800000,19:38:00,1555804800000,19:54:00,Ida,277,11673,00:16:00,8,6.927,960.0
93463,1555804800000,05:47:00,1555804800000,06:03:00,Ida,277,11621,00:16:00,11,6.927,960.0
93464,1555804800000,07:27:00,1555804800000,07:42:00,Ida,277,11659,00:15:00,5,6.927,900.0
93465,1555804800000,20:12:00,1555804800000,20:27:00,Ida,277,11659,00:15:00,1,6.927,900.0
93466,1555718400000,05:12:00,1555718400000,05:27:00,Ida,277,1527,00:15:00,6,6.927,900.0
93469,1555718400000,07:07:00,1555718400000,07:21:00,Ida,277,11651,00:14:00,12,6.927,840.0
93470,1555718400000,07:53:00,1555718400000,08:08:00,Ida,277,11657,00:15:00,9,6.927,900.0
93471,1555718400000,08:34:00,1555718400000,08:54:00,Ida,277,11657,00:20:00,28,6.927,1200.0
93472,1555718400000,09:20:00,1555718400000,09:37:00,Ida,277,1505,00:17:00,25,6.927,1020.0
93473,1555718400000,10:24:00,1555718400000,10:44:00,Ida,277,11593,00:20:00,25,6.927,1200.0
93474,1555718400000,11:25:00,1555718400000,11:43:00,Ida,277,1545,00:18:00,10,6.927,1080.0
93475,1555718400000,12:22:00,1555718400000,12:40:00,Ida,277,11649,00:18:00,32,6.927,1080.0
93476,1555718400000,12:54:00,1555718400000,13:10:00,Ida,277,11639,00:16:00,12,6.927,960.0
93477,1555718400000,13:37:00,1555718400000,13:52:00,Ida,277,11639,00:15:00,5,6.927,900.0
93478,1555718400000,14:24:00,1555718400000,14:41:00,Ida,277,11659,00:17:00,24,6.927,1020.0
93479,1555718400000,15:09:00,1555718400000,15:28:00,Ida,277,11643,00:19:00,27,6.927,1140.0
93480,1555718400000,16:10:00,1555718400000,16:28:00,Ida,277,1543,00:18:00,22,6.927,1080.0
93481,1555718400000,17:10:00,1555718400000,17:30:00,Ida,277,1561,00:20:00,22,6.927,1200.0
93482,1555718400000,18:14:00,1555718400000,18:38:00,Ida,277,1543,00:24:00,37,6.927,1440.0
93483,1555718400000,19:13:00,1555718400000,19:32:00,Ida,277,1527,00:19:00,19,6.927,1140.0
93485,1555718400000,20:56:00,1555718400000,21:13:00,Ida,277,11645,00:17:00,3,6.927,1020.0
93486,1555632000000,05:11:00,1555632000000,05:25:00,Ida,277,11675,00:14:00,1,6.927,840.0
93487,1555632000000,05:49:00,1555632000000,06:06:00,Ida,277,11679,00:17:00,18,6.927,1020.0
93488,1555632000000,06:33:00,1555632000000,06:50:00,Ida,277,11651,00:17:00,18,6.927,1020.0
93489,1555632000000,07:28:00,1555632000000,07:42:00,Ida,277,11659,00:14:00,9,6.927,840.0
93490,1555632000000,08:18:00,1555632000000,08:33:00,Ida,277,11647,00:15:00,6,6.927,900.0
93491,1555632000000,09:31:00,1555632000000,09:47:00,Ida,277,11657,00:16:00,3,6.927,960.0
93492,1555632000000,10:44:00,1555632000000,11:01:00,Ida,277,11671,00:17:00,13,6.927,1020.0
93493,1555632000000,12:01:00,1555632000000,12:17:00,Ida,277,11625,00:16:00,15,6.927,960.0
93494,1555632000000,12:49:00,1555632000000,13:05:00,Ida,277,11671,00:16:00,11,6.927,960.0
93495,1555632000000,13:42:00,1555632000000,13:56:00,Ida,277,11657,00:14:00,4,6.927,840.0
93496,1555632000000,14:55:00,1555632000000,15:18:00,Ida,277,11657,00:23:00,18,6.927,1380.0
93497,1555632000000,15:54:00,1555632000000,16:12:00,Ida,277,11661,00:18:00,9,6.927,1080.0
